path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\public_v9\sonics\fake_09543_suno_0.mp3,1,1,1,1,1,sonics::9543,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09543_suno_0,sonics::9543,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,d65f848a549376a301c1d724a854589f4f3d700aea44647e216b51b131a679ad,sonics::9543,train,test,mostly fake
data\raw\public_v9\sonics\fake_09574_suno_0.mp3,1,1,1,1,1,sonics::9574,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09574_suno_0,sonics::9574,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,e756c8bd9ec4c2c9c9c1dc25970da4c2b7525d0a3292c331f292d2306dfbc64b,sonics::9574,train,test,mostly fake
data\raw\public_v9\sonics\fake_09584_suno_0.mp3,1,1,1,1,1,sonics::9584,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09584_suno_0,sonics::9584,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,144245bcfc9e233c71d0006a3fd2f6f89a1edcc8e17055d5e370e7baa46b56ec,sonics::9584,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09607_suno_0.mp3,1,1,1,1,1,sonics::9607,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09607_suno_0,sonics::9607,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,227d739e001301a972142babb786ca2f77ac02abf8f0c7ab30b7c542a7573d91,sonics::9607,train,test,mostly fake
data\raw\public_v9\sonics\fake_09699_suno_0.mp3,1,1,1,1,1,sonics::9699,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09699_suno_0,sonics::9699,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,393554a1da2390269b0105bcdd1e82543ed4d071ef4baffea03b868f2c218435,sonics::9699,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09701_suno_0.mp3,1,1,1,1,1,sonics::9701,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09701_suno_0,sonics::9701,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a6214b8fde3c57792e9ebbb321c8463c15e1efedb41be99f909850be1d03d5c0,sonics::9701,train,test,mostly fake
data\raw\public_v9\sonics\fake_09743_suno_0.mp3,1,1,1,1,1,sonics::9743,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09743_suno_0,sonics::9743,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,3ffb09949c93452e028c89846d06cb4e346716ed1b9a7b58fba5821721c06bb7,sonics::9743,train,test,mostly fake
data\raw\public_v9\sonics\fake_09771_suno_0.mp3,1,1,1,1,1,sonics::9771,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09771_suno_0,sonics::9771,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,d01ffc79df3c69be1503b0397127c64a7d60d8de1baae90027a9c8d36eba61e0,sonics::9771,train,test,mostly fake
data\raw\public_v9\sonics\fake_09788_suno_1.mp3,1,1,1,1,1,sonics::9788,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09788_suno_1,sonics::9788,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,60f5e3234e1adb676c4f947b6784aed47c28f25e669708d73447aced91fbd93d,sonics::9788,train,test,mostly fake
data\raw\public_v9\sonics\fake_09896_suno_0.mp3,1,1,1,1,1,sonics::9896,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09896_suno_0,sonics::9896,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,486a0e1e3f544e50c85cd479095614408167909cd79adbbb8635edcb794c7260,sonics::9896,train,test,mostly fake
data\raw\public_v9\sonics\fake_09897_suno_0.mp3,1,1,1,1,1,sonics::9897,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09897_suno_0,sonics::9897,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,7b7c13977cd5f395dde22950678f7c301f059f5ab8d193f5de8318e6972138b1,sonics::9897,train,test,half fake
data\raw\public_v9\sonics\fake_09912_suno_0.mp3,1,1,1,1,1,sonics::9912,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09912_suno_0,sonics::9912,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,263e98880b9e553a669cb69082282c864e6cb96860a63118ca88b205843b9294,sonics::9912,train,test,mostly fake
data\raw\public_v9\sonics\fake_09918_suno_0.mp3,1,1,1,1,1,sonics::9918,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09918_suno_0,sonics::9918,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a47c2bd6f169697abd3fadee7b91028117fa5ceab600adb7bf5b060328989a2b,sonics::9918,train,test,half fake
data\raw\public_v9\sonics\fake_09922_suno_0.mp3,1,1,1,1,1,sonics::9922,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09922_suno_0,sonics::9922,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,cde291bd1df79ea4e2dfcc3b3fe4d39f5f13ce096adce1e76cb1f6dececcdc42,sonics::9922,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09924_suno_0.mp3,1,1,1,1,1,sonics::9924,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09924_suno_0,sonics::9924,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,4cd9c9023424a0308fa8c73101ac44975d039807fa1f648dd8f7814bab69e7ef,sonics::9924,train,test,mostly fake
data\raw\public_v9\sonics\fake_09996_suno_0.mp3,1,1,1,1,1,sonics::9996,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_09996_suno_0,sonics::9996,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,bad8025ab6d2a57ebaba0529fbe6367b46c758f20c81226ec047c98658a06024,sonics::9996,train,test,mostly fake
data\raw\public_v9\sonics\fake_10003_suno_0.mp3,1,1,1,1,1,sonics::10003,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10003_suno_0,sonics::10003,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a05efaaedc83d50f9119bc2fdbe187ac08ec30a2f65e8884d70967481a497f6a,sonics::10003,train,valid,mostly fake
data\raw\public_v9\sonics\fake_10026_suno_0.mp3,1,1,1,1,1,sonics::10026,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10026_suno_0,sonics::10026,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,f1e63026c8ae6f079187d59137716bc380281bcf87e7caceae562b48fb857d74,sonics::10026,train,test,mostly fake
data\raw\public_v9\sonics\fake_10039_suno_0.mp3,1,1,1,1,1,sonics::10039,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10039_suno_0,sonics::10039,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,3a8e97536ebffe1fe9738abb0f9b3870274a9efbd2fc3f75531c29c80076ea23,sonics::10039,train,test,half fake
data\raw\public_v9\sonics\fake_10146_suno_0.mp3,1,1,1,1,1,sonics::10146,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10146_suno_0,sonics::10146,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,fa12b3a0f3863761005e4fbd42ce036a84b3a172c2a0b79b567ac1ab75e6202d,sonics::10146,train,test,mostly fake
data\raw\public_v9\sonics\fake_10148_suno_0.mp3,1,1,1,1,1,sonics::10148,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10148_suno_0,sonics::10148,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,4f19c7771bf5248deb975ff4514910beb10ded200b8faf6b0d880e681356d4dc,sonics::10148,train,test,mostly fake
data\raw\public_v9\sonics\fake_10259_suno_0.mp3,1,1,1,1,1,sonics::10259,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10259_suno_0,sonics::10259,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a821d4dc167bdb1c0b22e0bb979045b87d4936672bd45e94c665422c307d06fa,sonics::10259,train,test,mostly fake
data\raw\public_v9\sonics\fake_10331_suno_0.mp3,1,1,1,1,1,sonics::10331,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10331_suno_0,sonics::10331,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,e8e93c057d9e98e416b606fb7e0d5a881444c7223ac4ef6294611af769bd4dec,sonics::10331,train,test,mostly fake
data\raw\public_v9\sonics\fake_10378_suno_0.mp3,1,1,1,1,1,sonics::10378,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10378_suno_0,sonics::10378,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,318cc2663583d05829d601c0d100511186f1e2f972966a13dabcd6d28bbe7509,sonics::10378,train,valid,mostly fake
data\raw\public_v9\sonics\fake_10437_suno_0.mp3,1,1,1,1,1,sonics::10437,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10437_suno_0,sonics::10437,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,67475894ffc60b860dc91138556bc07da951f624c20aa59268f19a4d349be687,sonics::10437,train,test,mostly fake
data\raw\public_v9\sonics\fake_10440_suno_0.mp3,1,1,1,1,1,sonics::10440,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10440_suno_0,sonics::10440,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,c66b7687a18b123692a5c62c47c09d4c9d0cfedb90f056cc8b57414f4f5b8eff,sonics::10440,train,test,mostly fake
data\raw\public_v9\sonics\fake_10567_suno_0.mp3,1,1,1,1,1,sonics::10567,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10567_suno_0,sonics::10567,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,ad69910123d96372754ea2abf848dcd59e29baf972f7b935ea9c4d3408fd984e,sonics::10567,train,test,half fake
data\raw\public_v9\sonics\fake_10581_suno_0.mp3,1,1,1,1,1,sonics::10581,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10581_suno_0,sonics::10581,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b2ea905c0f122b158261cd84699015737a812cb65cce454b88ae98336d10a929,sonics::10581,train,test,mostly fake
data\raw\public_v9\sonics\fake_10604_suno_0.mp3,1,1,1,1,1,sonics::10604,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10604_suno_0,sonics::10604,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,6234ac622a3df2f28a33bcad61f33dd5d9f53a7bc8a3aec45633b59a4fee7d37,sonics::10604,train,test,mostly fake
data\raw\public_v9\sonics\fake_10686_suno_0.mp3,1,1,1,1,1,sonics::10686,SONICS::chirp-v2-xxl-alpha,sonics_official,sonics_official,awsaf49/sonics,fake_10686_suno_0,sonics::10686,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,589052c36974f935f9bc03bcb757c1631e13f131b563fc05051cb8633e5b4a09,sonics::10686,train,test,mostly fake
data\raw\public_v9\sonics\fake_09008_suno_0.mp3,1,1,1,1,1,sonics::9008,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09008_suno_0,sonics::9008,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,96fd5837da2e388f9493377fc8e7c828473d44097ec9807356c6b356ead12d3e,sonics::9008,train,test,mostly fake
data\raw\public_v9\sonics\fake_09009_suno_1.mp3,1,1,1,1,1,sonics::9009,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09009_suno_1,sonics::9009,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,7ec11680acfbd4bd3b819b63eb3e92e068ef62832d38a782ba134651d81393c1,sonics::9009,train,test,half fake
data\raw\public_v9\sonics\fake_09018_suno_0.mp3,1,1,1,1,1,sonics::9018,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09018_suno_0,sonics::9018,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b24a5e6b382f90bbdd075c5281f0940b766e43d25d390ff82c3451854c2db7f2,sonics::9018,train,valid,half fake
data\raw\public_v9\sonics\fake_09025_suno_0.mp3,1,1,1,1,1,sonics::9025,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09025_suno_0,sonics::9025,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,6e528a29aafc2f953832865402742ff017f2b006bab4f5a7f56d7f2eb824479f,sonics::9025,train,test,mostly fake
data\raw\public_v9\sonics\fake_09063_suno_0.mp3,1,1,1,1,1,sonics::9063,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09063_suno_0,sonics::9063,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,6220faf95d047ee5cf5bfa422d9be0e26b7de0c12cf283508d528181efd338fe,sonics::9063,train,test,mostly fake
data\raw\public_v9\sonics\fake_09068_suno_0.mp3,1,1,1,1,1,sonics::9068,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09068_suno_0,sonics::9068,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,de89c0b5d252ad3ab24db2ae011a08bf1b09ca2c65dfffa1e8f7e742987c7dc3,sonics::9068,train,test,half fake
data\raw\public_v9\sonics\fake_09094_suno_0.mp3,1,1,1,1,1,sonics::9094,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09094_suno_0,sonics::9094,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,8f2aa1fc6e1818530ecef91bed27950b782956d6ea9d0793c79a118c30bb6cc4,sonics::9094,train,test,mostly fake
data\raw\public_v9\sonics\fake_09122_suno_0.mp3,1,1,1,1,1,sonics::9122,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09122_suno_0,sonics::9122,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a5c4d4202f6211ec4926b0bd856dd70447eb574982d49eb03c9d1a6f5338ac15,sonics::9122,train,test,mostly fake
data\raw\public_v9\sonics\fake_09165_suno_0.mp3,1,1,1,1,1,sonics::9165,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09165_suno_0,sonics::9165,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,964ff2e3de2f20437c5c903ce6b7da70277c2dfc39e3392973464fc6effea725,sonics::9165,train,test,mostly fake
data\raw\public_v9\sonics\fake_09176_suno_0.mp3,1,1,1,1,1,sonics::9176,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09176_suno_0,sonics::9176,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,17fb1eac38c2a987fd8650145d3ff15b66deb3d4e2485427bdbdc6338287ca54,sonics::9176,train,test,mostly fake
