path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role
data\raw\public_v9\real_music\guitarset\00_BN3-154-E_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_BN3-154-E_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,6ee12efff4f1d7958b6a2baee5d9added45633c708053f7bef585f1e2862f929,guitarset_mic::track::00_BN3-154-E_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_BN3-154-E_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_BN3-154-E_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,dc7a848d1ec7e995c0379eb93ce4933c0c9d97903a6431e10e718b98c5dd13e8,guitarset_mic::track::00_BN3-154-E_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk1-114-Ab_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk1-114-Ab_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,15eb54c1249e69e75c69d6611bd332c51735199c8ced22a35b87d662a81e5ba9,guitarset_mic::track::00_Funk1-114-Ab_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk1-114-Ab_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk1-114-Ab_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,a3de6523399ff052aa54479b72a5584f757f7efdff53f7993c66cfe679e831a0,guitarset_mic::track::00_Funk1-114-Ab_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk1-97-C_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk1-97-C_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,ba5c2a1ef5a14cfcd6e8a018fcea13aed94054c5df2b0bd3b2d5cbedcbd3a235,guitarset_mic::track::00_Funk1-97-C_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk1-97-C_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk1-97-C_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,8e0d08e0e2c8b1a66ff50cb7e0a7433d87068620d9c607394412ca4248238ee3,guitarset_mic::track::00_Funk1-97-C_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk2-108-Eb_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk2-108-Eb_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,8e6a1c38db071723f91444c597e39adf8ced5e980ecf21bf9f61f2c1464e9010,guitarset_mic::track::00_Funk2-108-Eb_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk2-108-Eb_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk2-108-Eb_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,87bf9ef1a8ba9809cd4831c47ddd34bcca180c7c1226d36c0ae42ee871cc5717,guitarset_mic::track::00_Funk2-108-Eb_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk2-119-G_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk2-119-G_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,94b32bcaeb915add436a971355b4cf467e2d5eeabad05856d0462e24abe6e3e1,guitarset_mic::track::00_Funk2-119-G_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk2-119-G_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk2-119-G_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,4cb571f05512f8f1bf3f655b1ed6f31ea08045fd6c90a5bdf83a79c1a7ce3b67,guitarset_mic::track::00_Funk2-119-G_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk3-112-C#_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk3-112-C#_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,88f2e5f66f62a87bc99f7679b38752ec24f6bb19e0ee68be3f1ab73f5bf1f471,guitarset_mic::track::00_Funk3-112-C#_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk3-112-C#_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk3-112-C#_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,42251765d19c8da0faa5f098f1a963310b149435cf21da420035eaa8e0a5e1d1,guitarset_mic::track::00_Funk3-112-C#_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk3-98-A_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk3-98-A_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,ca88d2b7b0717f6978aaa3bf972220e8c3778505b50ad40095833d897dfc6225,guitarset_mic::track::00_Funk3-98-A_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Funk3-98-A_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Funk3-98-A_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,58910fd5ea0073347fb6e09e805d51556f4b38a3385dd8ca20d8c895a1ec5546,guitarset_mic::track::00_Funk3-98-A_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz1-130-D_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz1-130-D_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,b686a47b0a0a58dbdd818d2ebc9c31da87e4bed1af889dd62b1ffd1d1496f827,guitarset_mic::track::00_Jazz1-130-D_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz1-130-D_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz1-130-D_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,275623936a0f6cf7cb959a7e81ff801c6fcc4d3128a939e1ba7ef89b8dbb413d,guitarset_mic::track::00_Jazz1-130-D_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz1-200-B_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz1-200-B_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,eb4be0b56d1100fc0b168a11c2f4dc6c7e5090a11847b3967e8b21ac2cd05252,guitarset_mic::track::00_Jazz1-200-B_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz1-200-B_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz1-200-B_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,d8df477ac8d17da5df76bbfafe94449b9f1c398e120db99d5765deeab59fbfb6,guitarset_mic::track::00_Jazz1-200-B_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz2-110-Bb_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz2-110-Bb_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,47f1d3da58af0239febcbe1fb8d27da9d17a21b403f5011d01f011eda4406764,guitarset_mic::track::00_Jazz2-110-Bb_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz2-110-Bb_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz2-110-Bb_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,77884729ebc69b5441508254d16292f4f46c78d38d4f3840945a6fa696536d8e,guitarset_mic::track::00_Jazz2-110-Bb_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz2-187-F#_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz2-187-F#_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,80a465e983eb70dcce01f94e055a41cf0ac7d91a1241afce24cc7cc764cfba81,guitarset_mic::track::00_Jazz2-187-F#_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz2-187-F#_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz2-187-F#_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,746aefd895490a408a36e4f1932ba3badfd4e98e30da2a4fe560b0a867f9607d,guitarset_mic::track::00_Jazz2-187-F#_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz3-137-Eb_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz3-137-Eb_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,fd427e112544d6a2c193bdc7e461f226b9a4cefa8ff6a8a14c226029fa90a11b,guitarset_mic::track::00_Jazz3-137-Eb_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz3-137-Eb_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz3-137-Eb_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,763f20dbe21e478a09f4a5634fb476cd58ab7f724d6a60ed16c47f9a304356b1,guitarset_mic::track::00_Jazz3-137-Eb_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz3-150-C_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz3-150-C_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,c98aeec857a65e4b25b97431558a894f4dad84e1f5104efc799846df91ca50a4,guitarset_mic::track::00_Jazz3-150-C_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Jazz3-150-C_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Jazz3-150-C_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,4556e8e41539a067771113e196a8818bc1eecf26b5ed0702f2e8c55d824397bd,guitarset_mic::track::00_Jazz3-150-C_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock1-130-A_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock1-130-A_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,deb5aa62bc4ba99e394574a44bbfb95c22c789f8a4c4b4d8d5eccc0aa5e8392d,guitarset_mic::track::00_Rock1-130-A_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock1-130-A_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock1-130-A_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,f8811017bcb62a3b08db1a27f3745219c0116abb7e80189445280b578bd2d995,guitarset_mic::track::00_Rock1-130-A_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock1-90-C#_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock1-90-C#_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,be6ed27920c0d83fa13f519c6b5cc4ef6a39fcc5d5972ed4de56ce2e9f8b2949,guitarset_mic::track::00_Rock1-90-C#_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock1-90-C#_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock1-90-C#_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,7027f166d92969ef4e442a998ffbffdb6a9d78ba1c77bfdde1c73f3b3193b083,guitarset_mic::track::00_Rock1-90-C#_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock2-142-D_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock2-142-D_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,1f15351a6df0e47aa7b7aa82816317ca0921fcecc75189ec8f5d0ffb1606b159,guitarset_mic::track::00_Rock2-142-D_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock2-142-D_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock2-142-D_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,a85fbf8dec3090f8521b5d2878ee9e96229b11e2516c9adf9e188eddea810667,guitarset_mic::track::00_Rock2-142-D_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock2-85-F_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock2-85-F_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,5d5882f6fcdcb7f87fec383be08fed1fe69e650a855d4bea6481c092454a5181,guitarset_mic::track::00_Rock2-85-F_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock2-85-F_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock2-85-F_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,e3036161fa5c14533e0431276f84c00927b4b79efca08a1c336ad276e30c2697,guitarset_mic::track::00_Rock2-85-F_solo_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock3-117-Bb_comp_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock3-117-Bb_comp_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,fd88ab632cc5f7717ca9e500f674886f80e0224c42abebde1b01a604a7affebb,guitarset_mic::track::00_Rock3-117-Bb_comp_mic,train
data\raw\public_v9\real_music\guitarset\00_Rock3-117-Bb_solo_mic.wav,0,0,0,0,1,guitarset_player_00,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,00_Rock3-117-Bb_solo_mic,guitarset::player::00,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,ebb841a89a3681e276cc6a1a77d17aca6d7c56f8fae4593bb6b37c025b2450ab,guitarset_mic::track::00_Rock3-117-Bb_solo_mic,train
