path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,audio_sha256,generation_seed,generator_family,recommended_split,generated_by,external_assets_used,duration_sec,sample_rate,peak,rms,dc_offset,clipping_fraction
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00016__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_55,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00016,proc::voice::val_unseen_generator::00016,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,1869751847567b9d7ea99b4e4d7f126abfc4c04a59a96439ff941a34329546c9,proc::voice::val_unseen_generator::00016,5f837d83357483d3e4eb6a33dc415e202f690f05efbb7ea037b9a1c2bf38ba66,23694924,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,7.18,16000,0.80273837,0.45421245,-6.973e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00017__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_56,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00017,proc::voice::val_unseen_generator::00017,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,65cbaaaa5248f879b740ad30c55305d104219eb4e8fe956aa9e743f357558bd5,proc::voice::val_unseen_generator::00017,9a92c39c049947617c524c9ab1269ab80221eee19caaafe5184ddf7dbeb4b25b,23694925,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,3.44,16000,0.76464248,0.38947647,-0.00010754,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00018__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_57,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00018,proc::voice::val_unseen_generator::00018,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,cae7247ea89f3b5fb20d3bf18b504f9b6771a10b111475ab0c4507fde1d11d75,proc::voice::val_unseen_generator::00018,1d0df373a29174587de29fca362a48d00e5f8cc844edcb91d930dd984c5dd31c,23694926,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,7.023,16000,0.74511915,0.43589444,-7.658e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00019__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_58,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00019,proc::voice::val_unseen_generator::00019,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,8d396e042f9bf3bf4066027d81d9a6f82adaeb456eb7258d9dee2a3bbf4fdf23,proc::voice::val_unseen_generator::00019,cc7b35700b8225154c43d36cd7d0ced84cfa76df5c7632dbb1ddc99cadde781d,23694927,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,3.823,16000,0.78222769,0.43519887,-0.00011206,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00020__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_59,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00020,proc::voice::val_unseen_generator::00020,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,972b91503d4ebb2f6c095e5a523ca512cdc770dd1f07de31a786592d7ec1ed88,proc::voice::val_unseen_generator::00020,5690c4698c522c7b57febae3c97e32d5f5d5566dc077dfbc98a1f6ea51996284,23694928,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,7.144,16000,0.8609308,0.47276691,-5.703e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00021__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_60,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00021,proc::voice::val_unseen_generator::00021,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,0761a8cd06be0a975d2ee750d309bf8b960bcebf474ee30f57d13f2bbed00d5d,proc::voice::val_unseen_generator::00021,ee7c2739bdd68a8fd21ab118874caf8cb1e5dc4ab89c90dcd94a315150ec16c3,23694929,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,6.399,16000,0.84793049,0.44723159,-4.731e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00022__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_61,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00022,proc::voice::val_unseen_generator::00022,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,740aa3192c1bf96e2d21b2cb9a7058d41a1da5d49992e65edd3dc2e42a9d7566,proc::voice::val_unseen_generator::00022,d93774ba69f981e415d15930b6e42e45e58274dab5e160efde9380db7f0e5eaa,23694930,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,5.524,16000,0.83441597,0.48001304,-8.466e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00023__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_62,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00023,proc::voice::val_unseen_generator::00023,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,427ec0d300ab5e01244217a3d2e9a6701d2089cfe6f0aec089bda2cecc8c197a,proc::voice::val_unseen_generator::00023,17f30e210035f70fd42e28b5ede6b71dae2de3178bad20de84a1678e8c90a1ba,23694931,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,5.827,16000,0.83314186,0.52701068,-8.814e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00024__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_63,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00024,proc::voice::val_unseen_generator::00024,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,a06b4e29d98d492f397b1fb86f8bcf9dfcf07d60318dd9b1e08f375d8dcd6336,proc::voice::val_unseen_generator::00024,1d1625af079bbb57e545e3fc654365b460f90e86eeba164d9487613f797515f0,23694932,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,4.623,16000,0.84245563,0.52150405,-0.00015578,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00025__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_64,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00025,proc::voice::val_unseen_generator::00025,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,8326301bfd26bc525279cc92718a13d33614ac0da9921959fae9a17e3f50df6d,proc::voice::val_unseen_generator::00025,f6791bd67309680a3eadb65eddd389eb845250522586dccb01caddc3ad546dde,23694933,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,4.273,16000,0.89833736,0.46380309,-1.429e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00026__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_65,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00026,proc::voice::val_unseen_generator::00026,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,faf37f74b60f6aa724a1693a45460028cbe82ca0efcb6dd7c397dd01457dca01,proc::voice::val_unseen_generator::00026,eea2080c60c1b9a54d647168ff49399c266556e74c3cd741eb01537ee1573d13,23694934,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,4.888,16000,0.80031276,0.44974212,-8.9e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00027__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_66,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00027,proc::voice::val_unseen_generator::00027,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,d40709d3a8321d86c577dacef66cd02ead66437640304061f3f85d1e7ab2ecd5,proc::voice::val_unseen_generator::00027,530a5477b47f67cd9f7da9c07fdb375a1ff3ff79c98fa121c50aa28cce828e57,23694935,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,6.527,16000,0.73770064,0.39136438,-5.642e-05,0.0
data/generated_v8/audio/val_unseen_generator/voice/proc_voice_val_unseen_generator_00028__phase_locked_unseen.wav,1,1,0,1,0,proc_val_unseen_generator_speaker_67,proc_voice_phase_locked_unseen,project_procedural_v8,procedural_v8,,proc_voice_val_unseen_generator_00028,proc::voice::val_unseen_generator::00028,,,,,,,,,,,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,4241504a0bc7ebbc3e961875816832285811d1a0d80292d008d869c0d9690b92,proc::voice::val_unseen_generator::00028,b634a85969cc534ba8ed6a0bc06217023f3836e581eccfbfac3b78f8b3692bc4,23694936,proc_voice_phase_locked_unseen,val_unseen_generator,numpy_scipy_project_generator,NO,4.755,16000,0.89925843,0.53853893,-0.00010205,0.0
