path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\openslr_librispeech_asr\librispeech_dev_652-130737-0010.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0010,libri::652,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,237b2f5ffb6d1dcd164a30765671f4847d3875bfc67de356b4382b4f10528c82,libri::652,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0022.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147149-0022,libri::1993,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,56ffc6ff703dc8c66de646db61699f927f873b5d09cb2e1a5ee7065056ea7d3c,libri::1993,,,
data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0015.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0015,libri::7976,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,a14c753e2525bcb17b573d4aa56e1e64ba60dd9730000da719500b8c1135ad7b,libri::7976,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1988-24833-0001.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-24833-0001,libri::1988,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,398a08d40b5acb32981fd1f2e20a60b305c6881d04b69d1e0e87401ba47fb374,libri::1988,,,
data\raw\openslr_librispeech_asr\librispeech_dev_5536-43363-0010.flac,0,0,0,1,0,5536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5536-43363-0010,libri::5536,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,017083d38c940b67c359f78773aa7c2202dc5257723ba04bd21b4d5e156f3814,libri::5536,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0006.flac,0,0,0,1,0,1462,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1462-170145-0006,libri::1462,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,a4872acd91d0fb29504569aa0b650da6b34db5c13a9fb31467e995d8b2684b38,libri::1462,,,
data\raw\openslr_librispeech_asr\librispeech_dev_7850-281318-0005.flac,0,0,0,1,0,7850,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7850-281318-0005,libri::7850,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,74fc3df20bfe8bb0ce60df982ca3fdd01e1daa382d65f40e6cbbc06cdb11deb4,libri::7850,,,
data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0023.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0023,libri::7976,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,b300bc2cb3cb327bb128c84c8d4525c05c0cb9c2087dbdb39d63aa05c6b7cf84,libri::7976,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0001.flac,0,0,0,1,0,1462,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1462-170138-0001,libri::1462,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,0962f97611ce393f6b507e372e5768eda3545b2bd4517571085203ee13ab05e2,libri::1462,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6345-64257-0004.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-64257-0004,libri::6345,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,7e70465cb233a6981848002f2cf85fcfda1d204fa240ad2c15d29933839d328b,libri::6345,,,
data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0015.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0015,libri::5338,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,62731c32ccf857141e3cf11fdc68f1146eba70cbcb6a4b6af0e56d0175d95db2,libri::5338,,,
data\raw\openslr_librispeech_asr\librispeech_dev_5694-64038-0010.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64038-0010,libri::5694,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,fc56d8277b53100e90758dc730315d5487cfc207b0070307bd5a2633bef4ec76,libri::5694,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0010.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0010,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,128bc98e3f0d8429ecb292adfddf6be7d50c05fc5fa21628c059aed66bbc56fc,libri::2277,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0012.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0012,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,e2576eb48c377e54e5ec160b1f9103b577424db91810240b23f2ac17cf86b199,libri::2277,,,
data\raw\openslr_librispeech_asr\librispeech_dev_7850-281318-0010.flac,0,0,0,1,0,7850,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7850-281318-0010,libri::7850,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,1786293c64e6d149993c31f99ce1c0c358d1647ca1da51bdf847e0d2a8aacc22,libri::7850,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6241-66616-0009.flac,0,0,0,1,0,6241,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6241-66616-0009,libri::6241,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,c3d0f8cfff191558ae9c220f730d86c8c7c8a9edbcd86f636153676981e0bfb5,libri::6241,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0035,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,2f954b0b0574972f0a533497dfad8f6eee107454f0c900f22c3500030837fca4,libri::2277,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2412-153948-0003.flac,0,0,0,1,0,2412,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2412-153948-0003,libri::2412,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,ecdc1903dd77ffac9dc6f49103689b8fbc42639885c96ca68ac13dd18cbc57a6,libri::2412,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0010.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0010,libri::2078,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,210884e9fdabb393a4bd7d27eca6ae733db126f65914ce4bf3bd2d8c927349ca,libri::2078,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93306-0006.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0006,libri::6345,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,fa0b99f58cfca51f54f084350dfbcaae59d5bc2102ac42afcbd5e8f6b296ef69,libri::6345,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2902-9006-0001.flac,0,0,0,1,0,2902,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2902-9006-0001,libri::2902,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,092ce5b4c5af47b6acdd09ae8fea3966cbd8aafe774e3a38568c9adccd4c79b0,libri::2902,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0008.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0008,libri::1919,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,03307a250e066f445176ea2db354a6e6f787982212f9c4206c023e9dd239ea74,libri::1919,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0015,libri::1919,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,cd8b7935f2bc714109d08720e83c27615348abae9178ab995558484ca44bcf88,libri::1919,,,
data\raw\openslr_librispeech_asr\librispeech_dev_174-168635-0007.flac,0,0,0,1,0,174,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_174-168635-0007,libri::174,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,5fb5f6a52ae1c71e6255d4136bfa788cc37af22f8fbd7c583c779009ce618d2f,libri::174,,,
data\raw\openslr_librispeech_asr\librispeech_dev_652-129742-0009.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0009,libri::652,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,98175a8e4bc663c37bd0e4a183ac48f649044faac4940f9b137b834a856a81be,libri::652,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6313-76958-0003.flac,0,0,0,1,0,6313,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6313-76958-0003,libri::6313,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,7523fa9ec46a0b455cad664c3e04d1b9f02b3882ae3f9be3d7f21e8a082e268b,libri::6313,,,
data\raw\openslr_librispeech_asr\librispeech_dev_652-130737-0000.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0000,libri::652,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,d6e8cbf38c6791a808536cec70d6f0223efe8e9b3b6a6791450d270e9f7c1044,libri::652,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0025.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-64301-0025,libri::6295,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,61406c4305955315f0e1f4687baa55968728ca24c318f7637eb50a3ff110be3d,libri::6295,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1993-147964-0002.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147964-0002,libri::1993,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,f5b989660819a077a9766dfa4a446f5149e647d6ab91341b3af8f3d2614d0077,libri::1993,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0001.flac,0,0,0,1,0,1462,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1462-170145-0001,libri::1462,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,d7ce448d47ba30a5a69fbcd3f1a101c3faa76b319b361ea3f298551d400a35af,libri::1462,,,
data\raw\openslr_librispeech_asr\librispeech_dev_7850-281318-0008.flac,0,0,0,1,0,7850,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7850-281318-0008,libri::7850,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,6c81e1bea01928b1cb6f17836e92c7b47fed3a09434581e9dbf51654268228f1,libri::7850,,,
data\raw\openslr_librispeech_asr\librispeech_dev_8297-275155-0001.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0001,libri::8297,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,527875db0c807be2afedd667a1363f5e516edde35bf9a023bd78071184cc06cd,libri::8297,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0008.flac,0,0,0,1,0,1272,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1272-141231-0008,libri::1272,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,1d5eb4bf16f57e21ac034f012f37c9b97a61f8e2552a441352b9d0eab58c48e7,libri::1272,,,
data\raw\openslr_librispeech_asr\librispeech_dev_3853-163249-0048.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0048,libri::3853,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,8595773fd43f7274859f7911035a41de263756eac1e4d2ce22618da8a52fbe7a,libri::3853,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0007.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149874-0007,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,91187adfab39f4be8fdd702069649d5c903f070cd8fd39fe651c431bdfeb223a,libri::2277,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0013.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0013,libri::2078,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,f77ebdea58b99a74edbd59ac87565ef48ed0989a07ed337fb55cfdc2b5b3315d,libri::2078,,,
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac,0,0,0,1,0,3752,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3752-4943-0014,libri::3752,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,85b010ac92199855518a5035596893e2fdc35804d6b39a461fb739f7fc27e82c,libri::3752,,,
data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0006.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0006,libri::5338,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,be25852c9d4f87a1dceffa84dfe4885cba7b77bba75656092bea413745e9f597,libri::5338,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0026.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0026,libri::2078,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,1945339221586afca73303eaf096aa743481918d2628df0abe42cffc64c2ce4a,libri::2078,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0002.flac,0,0,0,1,0,6319,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6319-275224-0002,libri::6319,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,a8e48124d854b3ebe51d866f14a625c480a32680bd048691c547dd7b78d9d5ff,libri::6319,,,
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93302-0016.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0016,libri::6345,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,06b8d2075489e727e947c2e264a3085dec5a9ff1ab18caecaae98aa4214565dc,libri::6345,,,
data\raw\openslr_librispeech_asr\librispeech_dev_1673-143396-0011.flac,0,0,0,1,0,1673,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1673-143396-0011,libri::1673,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,9b8b7f9d807273f882a10c387ca7186b020450d1e7999c536ade9d3fafb1bf72,libri::1673,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2803-161169-0015.flac,0,0,0,1,0,2803,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2803-161169-0015,libri::2803,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,7dc3fce66b40bb9504363414bdf4e36902a367b23ea170aa357b0d9d0fce7f01,libri::2803,,,
data\raw\openslr_librispeech_asr\librispeech_dev_3576-138058-0031.flac,0,0,0,1,0,3576,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3576-138058-0031,libri::3576,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,6babc7b1a76e0693e95d09205a55d6098672d4fc71411f379467ea94481236c0,libri::3576,,,
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0050.flac,0,0,0,1,0,3752,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3752-4944-0050,libri::3752,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,b84258a92879d2dd0f55487059fd8e667c44d9fbaeb06caa261ff1722dddedc3,libri::3752,,,
data\raw\openslr_librispeech_asr\librispeech_dev_3536-23268-0001.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0001,libri::3536,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,786503c38d7699a31899685e005b35d175ddde03228d206acad516b273669611,libri::3536,,,
data\raw\openslr_librispeech_asr\librispeech_dev_2902-9008-0016.flac,0,0,0,1,0,2902,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2902-9008-0016,libri::2902,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,3d1ce2e445aefdb751a62be34ea2ab49ad4355185f2cc7f174137d50529b85a1,libri::2902,,,
data\raw\openslr_librispeech_asr\librispeech_dev_5895-34615-0002.flac,0,0,0,1,0,5895,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5895-34615-0002,libri::5895,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,e43d1d937fdd92eab21d27e8680028d48bbb1a414ce3fb5a4527056688d3f388,libri::5895,,,
