path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,base_voice_speaker_id,base_music_speaker_id,base_voice_original_id,base_music_original_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,calibration_fold,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_07_f000014.wav|data\raw\public_v9\real_music\jamendo\209800.low.mp3,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_07|music=jamendo_artist_163213fa885aeeb5,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_07_f000014::jamendo_209800::0081,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_07_f000014::jamendo::artist::163213fa885aeeb5,mlaad_tiny::en::dorothy_and_wizard_oz_07_f000014,jamendo::artist::163213fa885aeeb5,mlaad::dorothy_and_wizard_oz_07,jamendo_artist_163213fa885aeeb5,dorothy_and_wizard_oz_07_f000014,jamendo_209800,simultaneous,-3.0,0.5,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-sa/3.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,516f22121d23157db91bfffb42db1d3858f80bc42b349a80c3b77ff51fa2a658,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_07_f000014::jamendo::artist::163213fa885aeeb5,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_07_f000046.wav|data\raw\public_v9\real_music\guitarset\00_Jazz3-150-C_solo_mic.wav,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_07|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_07_f000046::00_Jazz3-150-C_solo_mic::0096,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_07_f000046::guitarset::player::00,mlaad_tiny::en::dorothy_and_wizard_oz_07_f000046,guitarset::player::00,mlaad::dorothy_and_wizard_oz_07,guitarset_player_00,dorothy_and_wizard_oz_07_f000046,00_Jazz3-150-C_solo_mic,simultaneous,-3.0,0.25,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,88a37b6c4f40126e65459a93349a70a0af4d7ea6dabd405b3db05c224b17cd6a,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_07_f000046::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_08_f000005.wav|data\raw\public_v9\real_music\jamendo\390000.low.mp3,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_08|music=jamendo_artist_262090857b1753c5,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_08_f000005::jamendo_390000::0078,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_08_f000005::jamendo::artist::262090857b1753c5,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000005,jamendo::artist::262090857b1753c5,mlaad::dorothy_and_wizard_oz_08,jamendo_artist_262090857b1753c5,dorothy_and_wizard_oz_08_f000005,jamendo_390000,simultaneous,3.0,0.75,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-nc-sa/3.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,82a6b7d8f5a7efbb3cbd0948ba3569fbf3b22e8bc1b78366518fa3fccecb8fbb,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_08_f000005::jamendo::artist::262090857b1753c5,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_08_f000016.wav|data\raw\public_v9\real_music\guitarset\00_SS2-107-Ab_solo_mic.wav,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_08|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_08_f000016::00_SS2-107-Ab_solo_mic::0057,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_08_f000016::guitarset::player::00,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000016,guitarset::player::00,mlaad::dorothy_and_wizard_oz_08,guitarset_player_00,dorothy_and_wizard_oz_08_f000016,00_SS2-107-Ab_solo_mic,simultaneous,0.0,0.5,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,d222406f199098954a5200e91d534b7ceafaf55a4e09823960f6524e2c0bced5,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_08_f000016::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_08_f000065.wav|data\raw\public_v9\real_music\jamendo\769000.low.mp3,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_08|music=jamendo_artist_1f257e2eede47aa5,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_08_f000065::jamendo_769000::0012,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_08_f000065::jamendo::artist::1f257e2eede47aa5,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000065,jamendo::artist::1f257e2eede47aa5,mlaad::dorothy_and_wizard_oz_08,jamendo_artist_1f257e2eede47aa5,dorothy_and_wizard_oz_08_f000065,jamendo_769000,simultaneous,0.0,0.25,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-sa/2.0/fr/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,32618082b529f1c170de9db0f92a9d4b5789e21ac0640c704862e49394c9a852,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_08_f000065::jamendo::artist::1f257e2eede47aa5,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_14_f000043.wav|data\raw\public_v9\real_music\jamendo\1089300.low.mp3,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_14|music=jamendo_artist_203681919a7437d8,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_14_f000043::jamendo_1089300::0045,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043::jamendo::artist::203681919a7437d8,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043,jamendo::artist::203681919a7437d8,mlaad::dorothy_and_wizard_oz_14,jamendo_artist_203681919a7437d8,dorothy_and_wizard_oz_14_f000043,jamendo_1089300,simultaneous,-6.0,0.5,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-sa/3.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,532d3d5690cff815f9e699462936c0af900f3a33119178e8bf39f2dd94f91fd3,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043::jamendo::artist::203681919a7437d8,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_14_f000082.wav|data\raw\public_v9\real_music\jamendo\477400.low.mp3,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_14|music=jamendo_artist_286692a60af56ea6,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_14_f000082::jamendo_477400::0105,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000082::jamendo::artist::286692a60af56ea6,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000082,jamendo::artist::286692a60af56ea6,mlaad::dorothy_and_wizard_oz_14,jamendo_artist_286692a60af56ea6,dorothy_and_wizard_oz_14_f000082,jamendo_477400,simultaneous,-6.0,0.5,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-nc-sa/3.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,c204bf7cc121ea0db91be95ab50c5d65f8ae0645d35495444b8d0c24b3eec25d,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000082::jamendo::artist::286692a60af56ea6,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_14_f000118.wav|data\raw\public_v9\real_music\guitarset\00_BN1-147-Gb_solo_mic.wav,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_14|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_14_f000118::00_BN1-147-Gb_solo_mic::0006,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000118::guitarset::player::00,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000118,guitarset::player::00,mlaad::dorothy_and_wizard_oz_14,guitarset_player_00,dorothy_and_wizard_oz_14_f000118,00_BN1-147-Gb_solo_mic,simultaneous,-3.0,0.75,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,3755350b1801c38b5006ab95f94bd94052ef06a246d7c8b32685eac9b9bcba1c,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000118::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_14_f000118.wav|data\raw\public_v9\real_music\guitarset\00_BN2-166-Ab_comp_mic.wav,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_14|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_14_f000118::00_BN2-166-Ab_comp_mic::0120,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000118::guitarset::player::00,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000118,guitarset::player::00,mlaad::dorothy_and_wizard_oz_14,guitarset_player_00,dorothy_and_wizard_oz_14_f000118,00_BN2-166-Ab_comp_mic,simultaneous,-6.0,0.25,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,c2a002666ec67752bbd90b89c6234acb1ca45be001a5d70e5735913a99b89e89,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000118::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_14_f000119.wav|data\raw\public_v9\real_music\guitarset\00_SS3-98-C_comp_mic.wav,0,0,0,1,1,voice=mlaad::dorothy_and_wizard_oz_14|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_14_f000119::00_SS3-98-C_comp_mic::0099,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000119::guitarset::player::00,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000119,guitarset::player::00,mlaad::dorothy_and_wizard_oz_14,guitarset_player_00,dorothy_and_wizard_oz_14_f000119,00_SS3-98-C_comp_mic,simultaneous,6.0,1.0,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,6b0e34fc1484134b5167d7b45a8a6557d82169dfca4dbc57056db996c5b08b6e,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000119::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_05_f000014.wav|data\raw\public_v9\real_music\guitarset\00_BN1-129-Eb_comp_mic.wav,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000014::00_BN1-129-Eb_comp_mic::0111,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000014::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_05_f000014,guitarset::player::00,mlaad::emerald_city_of_oz_05,guitarset_player_00,emerald_city_of_oz_05_f000014,00_BN1-129-Eb_comp_mic,simultaneous,-3.0,1.0,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,bede58592e6056b07863cb1ed48fff66e98295067512b6a8fb1b60b9d26555b4,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000014::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_05_f000024.wav|data\raw\public_v9\real_music\jamendo\1159700.low.mp3,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=jamendo_artist_2a15dc63c86d4978,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000024::jamendo_1159700::0108,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000024::jamendo::artist::2a15dc63c86d4978,mlaad_tiny::en::emerald_city_of_oz_05_f000024,jamendo::artist::2a15dc63c86d4978,mlaad::emerald_city_of_oz_05,jamendo_artist_2a15dc63c86d4978,emerald_city_of_oz_05_f000024,jamendo_1159700,simultaneous,3.0,0.25,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-sa/3.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,03219ceeeb82ca3702ffd536b98447f48a38573200cbf0513f7aafb59d68dff2,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000024::jamendo::artist::2a15dc63c86d4978,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_05_f000077.wav|data\raw\public_v9\real_music\jamendo\1170400.low.mp3,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=jamendo_artist_109d4ccdb947704b,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000077::jamendo_1170400::0021,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000077::jamendo::artist::109d4ccdb947704b,mlaad_tiny::en::emerald_city_of_oz_05_f000077,jamendo::artist::109d4ccdb947704b,mlaad::emerald_city_of_oz_05,jamendo_artist_109d4ccdb947704b,emerald_city_of_oz_05_f000077,jamendo_1170400,simultaneous,-3.0,0.5,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-nc-sa/2.0/fr/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,13fdd59cdfe136cb087b90e9b5ff0dabb21e3b868836068b042a3a9a00d9387d,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000077::jamendo::artist::109d4ccdb947704b,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_05_f000091.wav|data\raw\public_v9\real_music\guitarset\00_SS1-100-C#_comp_mic.wav,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000091::00_SS1-100-C#_comp_mic::0036,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000091::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_05_f000091,guitarset::player::00,mlaad::emerald_city_of_oz_05,guitarset_player_00,emerald_city_of_oz_05_f000091,00_SS1-100-C#_comp_mic,simultaneous,-3.0,0.25,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,eacb50382bbfdfb4bfe2655cce9e84697093ef1cf1f9db7e81ccfd19256444e0,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000091::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_08_f000059.wav|data\raw\public_v9\real_music\guitarset\00_Jazz1-130-D_solo_mic.wav,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_08|music=guitarset_player_00,mix::MLAAD_original::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_08_f000059::00_Jazz1-130-D_solo_mic::0018,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000059::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_08_f000059,guitarset::player::00,mlaad::emerald_city_of_oz_08,guitarset_player_00,emerald_city_of_oz_08_f000059,00_Jazz1-130-D_solo_mic,simultaneous,3.0,0.75,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[CC BY 4.0],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,555f5f211a1d10f87fab75c569cef2352df56577603c2d9efc88bdc208bc3dc3,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000059::guitarset::player::00,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_08_f000073.wav|data\raw\public_v9\echoes_fma_paired\real\fma_106336.mp3,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_08|music=fma_artist_10484,mix::MLAAD_original::Echoes::FMA_original,cal_v12::mlaad_tiny_matched::echoes_fma_paired,cal_v12_public_mix,mueller91/MLAAD-tiny|Octavian97/Echoes + official FMA,calv12::emerald_city_of_oz_08_f000073::fma_106336::0003,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000073::echoes_fma::106336,mlaad_tiny::en::emerald_city_of_oz_08_f000073,echoes_fma::106336,mlaad::emerald_city_of_oz_08,fma_artist_10484,emerald_city_of_oz_08_f000073,fma_106336,simultaneous,3.0,1.0,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,9143e5ea709575ebab6bec52840a1043aada7bb1|Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,CAL_V12 derived public mix,7d3941cf39e4001535c4a8ddcde641e6c996eb58cdb0885ad25024424351748e,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000073::echoes_fma::106336,cal_v12,public_v9_train_reserve,RR
MIX::data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_08_f000073.wav|data\raw\public_v9\real_music\jamendo\117300.low.mp3,0,0,0,1,1,voice=mlaad::emerald_city_of_oz_08|music=jamendo_artist_3ca4e21d70a464b4,mix::MLAAD_original::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_08_f000073::jamendo_117300::0117,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000073::jamendo::artist::3ca4e21d70a464b4,mlaad_tiny::en::emerald_city_of_oz_08_f000073,jamendo::artist::3ca4e21d70a464b4,mlaad::emerald_city_of_oz_08,jamendo_artist_3ca4e21d70a464b4,emerald_city_of_oz_08_f000073,jamendo_117300,simultaneous,0.0,0.5,0.0,0.05,0.0,0.0,cal_v12_a,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[M-AILABS original corpus license (see MLAAD LICENSE)] + music[http://creativecommons.org/licenses/by-sa/3.0/],YES,CONDITIONAL,NO_FOR_ORIGINAL_SUBSET|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,cdca6523e3d152dfea1cb03772c8aed7d028edda0498a5233ad218dc96193fdf,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000073::jamendo::artist::3ca4e21d70a464b4,cal_v12,public_v9_train_reserve,RR
