path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label,base_voice_speaker_id,base_music_speaker_id,base_voice_original_id,base_music_original_id,calibration_fold
C:\Users\lLrich\ai_voice_data_v12\files\a14c753e2525bcb17b573d4aa56e1e64ba60dd9730000da719500b8c1135ad7b.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0015,libri::7976,libri::7976,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\398a08d40b5acb32981fd1f2e20a60b305c6881d04b69d1e0e87401ba47fb374.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-24833-0001,libri::1988,libri::1988,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\b300bc2cb3cb327bb128c84c8d4525c05c0cb9c2087dbdb39d63aa05c6b7cf84.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0023,libri::7976,libri::7976,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\7e70465cb233a6981848002f2cf85fcfda1d204fa240ad2c15d29933839d328b.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-64257-0004,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\62731c32ccf857141e3cf11fdc68f1146eba70cbcb6a4b6af0e56d0175d95db2.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0015,libri::5338,libri::5338,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\fc56d8277b53100e90758dc730315d5487cfc207b0070307bd5a2633bef4ec76.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64038-0010,libri::5694,libri::5694,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ecdc1903dd77ffac9dc6f49103689b8fbc42639885c96ca68ac13dd18cbc57a6.flac,0,0,0,1,0,2412,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2412-153948-0003,libri::2412,libri::2412,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\210884e9fdabb393a4bd7d27eca6ae733db126f65914ce4bf3bd2d8c927349ca.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0010,libri::2078,libri::2078,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\fa0b99f58cfca51f54f084350dfbcaae59d5bc2102ac42afcbd5e8f6b296ef69.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0006,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\092ce5b4c5af47b6acdd09ae8fea3966cbd8aafe774e3a38568c9adccd4c79b0.flac,0,0,0,1,0,2902,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2902-9006-0001,libri::2902,libri::2902,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\98175a8e4bc663c37bd0e4a183ac48f649044faac4940f9b137b834a856a81be.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0009,libri::652,libri::652,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\d6e8cbf38c6791a808536cec70d6f0223efe8e9b3b6a6791450d270e9f7c1044.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0000,libri::652,libri::652,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\527875db0c807be2afedd667a1363f5e516edde35bf9a023bd78071184cc06cd.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0001,libri::8297,libri::8297,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8595773fd43f7274859f7911035a41de263756eac1e4d2ce22618da8a52fbe7a.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0048,libri::3853,libri::3853,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f77ebdea58b99a74edbd59ac87565ef48ed0989a07ed337fb55cfdc2b5b3315d.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0013,libri::2078,libri::2078,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\be25852c9d4f87a1dceffa84dfe4885cba7b77bba75656092bea413745e9f597.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0006,libri::5338,libri::5338,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\1945339221586afca73303eaf096aa743481918d2628df0abe42cffc64c2ce4a.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0026,libri::2078,libri::2078,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\a8e48124d854b3ebe51d866f14a625c480a32680bd048691c547dd7b78d9d5ff.flac,0,0,0,1,0,6319,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6319-275224-0002,libri::6319,libri::6319,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\06b8d2075489e727e947c2e264a3085dec5a9ff1ab18caecaae98aa4214565dc.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0016,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\9b8b7f9d807273f882a10c387ca7186b020450d1e7999c536ade9d3fafb1bf72.flac,0,0,0,1,0,1673,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1673-143396-0011,libri::1673,libri::1673,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\7dc3fce66b40bb9504363414bdf4e36902a367b23ea170aa357b0d9d0fce7f01.flac,0,0,0,1,0,2803,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2803-161169-0015,libri::2803,libri::2803,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\6babc7b1a76e0693e95d09205a55d6098672d4fc71411f379467ea94481236c0.flac,0,0,0,1,0,3576,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3576-138058-0031,libri::3576,libri::3576,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\786503c38d7699a31899685e005b35d175ddde03228d206acad516b273669611.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0001,libri::3536,libri::3536,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\3d1ce2e445aefdb751a62be34ea2ab49ad4355185f2cc7f174137d50529b85a1.flac,0,0,0,1,0,2902,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2902-9008-0016,libri::2902,libri::2902,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\e43d1d937fdd92eab21d27e8680028d48bbb1a414ce3fb5a4527056688d3f388.flac,0,0,0,1,0,5895,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5895-34615-0002,libri::5895,libri::5895,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\a52f290029c6b49762965df7f122d5e5ebc0a00dbba9c90436114059b746c4ae.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110523-0002,libri::7976,libri::7976,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\4dbe0af8c84cd9cee25c8071ae9f098f035e34b202379e4011a6ac74288a779b.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0004,libri::84,libri::84,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\7071a9139da3fae68115349523d97b0b02654fe492e9ec9d95e1f5536e43320c.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-136532-0005,libri::251,libri::251,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\14ccb3471108734fb437b91dc03d7871a76562a9bb41a268e6e6a707084581d1.flac,0,0,0,1,0,3081,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3081-166546-0063,libri::3081,libri::3081,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\0ac80278584077380b6621667f252236a8a17f1b763b60b4470d8894746bfaae.flac,0,0,0,1,0,6319,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6319-57405-0011,libri::6319,libri::6319,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\adf41ebd7c24b6e6d59134ff5a85f6e6945a8208784dc3e2f7128f5d0cfea813.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-137823-0025,libri::251,libri::251,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\66a60debf04f38c2fd879e1a2cf7d0cc596996b6086a7fa36244fd8c5b3f73d0.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0021,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\059c91eb10dc783281bc837bbe152134ba65910fa246ee872d3ac484d8861ba8.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0022,libri::3853,libri::3853,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\04d0a8259af1dfa04d9f35f00ee3e34751fe5fcaa3d2dd6610814af3de738135.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0011,libri::8297,libri::8297,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\1dfa9f9ad9c64f82384e11deef965644104037fc25f119393c91d7502dc45d98.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0015,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\dd73b79a41cd9e2aa71fdca3e6d7d4e59c71a0b1252ddcbcc70f7e17af351b62.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275154-0025,libri::8297,libri::8297,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\320aaf29a61ffb3adc663024cb74688fbeb771864eccbda8e2a702de26e34481.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-148538-0012,libri::1988,libri::1988,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\0c359420caffa0017921f9cfd9be33fd50c728d0be42283b6ead4e3cf887528c.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0007,libri::3536,libri::3536,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ad595db2fbf3280f953dc28c2b09e95c52b574b822e41b917462132272bc3cb4.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0006,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\609f4fbb97e29fa97804fb3fc9275125d742fd728e5c13ae83124bdba4e52063.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0017,libri::84,libri::84,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\76702df3a3a9caef0cfc9145d622047ceee315767e93b4903d791881043283e1.flac,0,0,0,1,0,6319,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6319-57405-0003,libri::6319,libri::6319,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8e00599659c75a55eadc254069a92bcfedb75b7e92e91034fbc79f9dbf33f8c4.flac,0,0,0,1,0,3576,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3576-138058-0005,libri::3576,libri::3576,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\35c483d66da85ccae686dd50977babbf7fc688427564b6b42a22da50c12a6840.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-24615-0010,libri::5338,libri::5338,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\593c2c00652a42f340a46e9887ae993feaf7d812d95c61f4a4d6b16dd516acdd.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121550-0027,libri::84,libri::84,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\e776c0a0e7174e412bb94bf1ce06282e703a23019bbf2ea1ffa97e5f2ef85b5d.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0054,libri::3853,libri::3853,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\63e65de85f6141f96962d86e574ca04fe2e9ce13d744f2ff9fb6c7e7c5686b3e.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0004,libri::3853,libri::3853,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\bf421ab24c6a985c6831be42f5955b64586f3044d4e54901754eeb8388d019d9.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0000,libri::6345,libri::6345,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\6d4fbcd64c7c06a3729ba6402e0d8bc0bf840c2ff8e1b074f7d0339f7b723978.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0019,libri::2078,libri::2078,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\88979a84dccfb504f0f5debf7d877ef8a9e7205bf3e35c048b1017fdaad71fa8.flac,0,0,0,1,0,1673,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1673-143397-0004,libri::1673,libri::1673,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8aff414ea7c8f908d88e99409597fcac7abe036e46663f6ad5e8b989f38bb087.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-8226-0001,libri::3536,libri::3536,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ba6de141487be03645013079d20c0f5e94f2fd6c68e8796490372c4295dbe096.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0016,libri::652,libri::652,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\2bf8d9f4b8708045e6e55198c91cbae35569be5013bd2152899460a119b4027e.flac,0,0,0,1,0,2803,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2803-154328-0009,libri::2803,libri::2803,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ca90f6d2b7eb54423bbb44abeaf0bd1c4911cf3b96b1bc30fd09004fdc224452.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0003,libri::652,libri::652,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ab442edaad572f5e4e7d792d3f4dd2a79de9f44165e753d15b906f184953769a.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0001,libri::652,libri::652,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\3aa393caa4e5f99f1f7fe1a265be9c598b019d87cd1cccc76b2a28a93036d662.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-24615-0009,libri::5338,libri::5338,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\2bae1d47f47ae77bbaf098d85be14ec453c7d8e5640653137bbec01fa2c18ebf.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0053,libri::3853,libri::3853,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\46c0d91bb5b822d249cf38fdb03f3383c292088bfd913a4557e1d3ce35f34db4.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64025-0010,libri::5694,libri::5694,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\37a842066f6384e3d70801afe9ca9581b55202e0383dc9a51d04323990f61af8.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0007,libri::5338,libri::5338,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ba3a494bbf1462f60e5309438adc57f4971f30f13adee466020e7c4e64101512.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0028,libri::8297,libri::8297,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f1d5413be7e660f40fc60415b040b8192d0627d225d6dd8ab03c05544867d788.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-8226-0014,libri::3536,libri::3536,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\b16df0f248964378066ac6fa00f086752f4076257e135ef7a665265429ba0f1f.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0010,libri::7976,libri::7976,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8359f2f20d7874d0f12003aaf69c7fbde25ff6349603c3fdb9328e3cb6b40186.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0021,libri::84,libri::84,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\07c26f98bf3465924a1d7d26884b4edfd0c77279ea96599d6e812a366b43fd7e.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0025,libri::84,libri::84,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\d02990b4e99133b93e1f28b0c8079f058281eba16d99e79c348ddaef71b9b9b4.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-118436-0008,libri::251,libri::251,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\dc974b44b14fbd3c779509b837ae38fd74c8d0b2300915471450e72277d490e2.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-147956-0014,libri::1988,libri::1988,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\008e7a73516fe07bf2dcf7870bd2fb2a4ecd139c7a2f575575245f6130185e31.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-105575-0004,libri::7976,libri::7976,,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
