path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\public_v9\mlaad_tiny\fake\en\FireRedTTS-2.0\jane_eyre_17_f000177.wav,1,1,0,1,0,mlaad::jane_eyre_17,MLAAD::FireRedTTS-2.0,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,jane_eyre_17_f000177,mlaad_tiny::en::jane_eyre_17_f000177,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,c7b46e587eab745814b7d4b72f83022aabc188be0a2dcbf0cd01d3ea7084c935,mlaad_tiny::en::jane_eyre_17_f000177,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\FireRedTTS-2.0\jane_eyre_17_f000379.wav,1,1,0,1,0,mlaad::jane_eyre_17,MLAAD::FireRedTTS-2.0,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,jane_eyre_17_f000379,mlaad_tiny::en::jane_eyre_17_f000379,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,2a2f4ae9ab72d3f448d3dd1af942158c478f6cd06fd2494d60364e04df0d3a6f,mlaad_tiny::en::jane_eyre_17_f000379,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\dorothy_and_wizard_oz_07_f000046.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_07,MLAAD::FishTTS,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_07_f000046,mlaad_tiny::en::dorothy_and_wizard_oz_07_f000046,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,bb5f2ef4bc11c0bba5c5ea190f384ebeabdb2bca08971c81d6b4b7a5e03414de,mlaad_tiny::en::dorothy_and_wizard_oz_07_f000046,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\emerald_city_of_oz_05_f000014.wav,1,1,0,1,0,mlaad::emerald_city_of_oz_05,MLAAD::FishTTS,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,emerald_city_of_oz_05_f000014,mlaad_tiny::en::emerald_city_of_oz_05_f000014,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,c18c53937242fa65af450bc223d8c2198bdd76c6988754c18a008e01fdd20e58,mlaad_tiny::en::emerald_city_of_oz_05_f000014,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\emerald_city_of_oz_24_f000069.wav,1,1,0,1,0,mlaad::emerald_city_of_oz_24,MLAAD::FishTTS,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,emerald_city_of_oz_24_f000069,mlaad_tiny::en::emerald_city_of_oz_24_f000069,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,401ed7bdeb9470b07eecdd13e9eea6bf571c0cd40fddd4237608808abd56f6a4,mlaad_tiny::en::emerald_city_of_oz_24_f000069,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\hunters_space_05_f000074.wav,1,1,0,1,0,mlaad::hunters_space_05,MLAAD::FishTTS,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_05_f000074,mlaad_tiny::en::hunters_space_05_f000074,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,d7bcfe4768ebe7d153081d2d933676c933f5e61c340af5ef2ee5563265fa1ccf,mlaad_tiny::en::hunters_space_05_f000074,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\hunters_space_17_f000018.wav,1,1,0,1,0,mlaad::hunters_space_17,MLAAD::FishTTS,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_17_f000018,mlaad_tiny::en::hunters_space_17_f000018,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,2f2f71e8798d3670a32c2f07153930986987fce1653d3076188586cc5d001c70,mlaad_tiny::en::hunters_space_17_f000018,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\dorothy_and_wizard_oz_08_f000005.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_08,MLAAD::Higgs-Audio-V2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_08_f000005,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000005,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,881c8275233ab4525583b8ec44b19b96c55ae07cf9de15bc0acd14fb1986b477,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000005,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\emerald_city_of_oz_05_f000024.wav,1,1,0,1,0,mlaad::emerald_city_of_oz_05,MLAAD::Higgs-Audio-V2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,emerald_city_of_oz_05_f000024,mlaad_tiny::en::emerald_city_of_oz_05_f000024,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,68ec8b7e667478da9936fed3a2d3e5d98f53cbc9865bb11dcaca9a19fd5e33ab,mlaad_tiny::en::emerald_city_of_oz_05_f000024,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\emerald_city_of_oz_05_f000091.wav,1,1,0,1,0,mlaad::emerald_city_of_oz_05,MLAAD::Higgs-Audio-V2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,emerald_city_of_oz_05_f000091,mlaad_tiny::en::emerald_city_of_oz_05_f000091,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,6902bd44996b4f23123d358807e4a3a7ecc69b40ac978e6e6fda2f2dfd5d0421,mlaad_tiny::en::emerald_city_of_oz_05_f000091,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\hunters_space_06_f000014.wav,1,1,0,1,0,mlaad::hunters_space_06,MLAAD::Higgs-Audio-V2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_06_f000014,mlaad_tiny::en::hunters_space_06_f000014,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,dcb19d30a4fb8890757bf139e337c4d9adfd8593b2cb03f968c1b8dca2e5bf22,mlaad_tiny::en::hunters_space_06_f000014,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\hunters_space_08_f000081.wav,1,1,0,1,0,mlaad::hunters_space_08,MLAAD::Higgs-Audio-V2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_08_f000081,mlaad_tiny::en::hunters_space_08_f000081,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,cbfe6295192ecc7a6aa9d21544eadc9b0f9231b0e669d9ceecc09f328bb31049,mlaad_tiny::en::hunters_space_08_f000081,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Microsoft VibeVoice 1.5B\dorothy_and_wizard_oz_14_f000082.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_14,MLAAD::Microsoft VibeVoice 1.5B,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_14_f000082,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000082,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,ce05ac632977d8c5bec12fffceece3cc2ae98e9b59320e17e9fc0f52b2df245a,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000082,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Microsoft VibeVoice 1.5B\jane_eyre_05_f000057.wav,1,1,0,1,0,mlaad::jane_eyre_05,MLAAD::Microsoft VibeVoice 1.5B,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,jane_eyre_05_f000057,mlaad_tiny::en::jane_eyre_05_f000057,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,a3d8984830813f206347b2eaa5e92842dcd543a68a1c671961c0e4ee46974c52,mlaad_tiny::en::jane_eyre_05_f000057,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Microsoft VibeVoice 1.5B\jane_eyre_05_f000180.wav,1,1,0,1,0,mlaad::jane_eyre_05,MLAAD::Microsoft VibeVoice 1.5B,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,jane_eyre_05_f000180,mlaad_tiny::en::jane_eyre_05_f000180,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,24bf3f9d71a33fe72ea4be7551337db7d82dbcd24f4dedacbdd144549a421c27,mlaad_tiny::en::jane_eyre_05_f000180,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\MiniCPM-o-2.6\hunters_space_06_f000036.wav,1,1,0,1,0,mlaad::hunters_space_06,MLAAD::MiniCPM-o-2.6,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_06_f000036,mlaad_tiny::en::hunters_space_06_f000036,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,e16999ed685c420b420de20c76b0f9553024fed246575dcb1f52a7fc8defe84d,mlaad_tiny::en::hunters_space_06_f000036,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\MiniCPM-o-2.6\hunters_space_08_f000103.wav,1,1,0,1,0,mlaad::hunters_space_08,MLAAD::MiniCPM-o-2.6,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_08_f000103,mlaad_tiny::en::hunters_space_08_f000103,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,ed647d46fa8d2f59a6303e3d811760feb79204683e5f99aec43d15286464ab60,mlaad_tiny::en::hunters_space_08_f000103,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\OpenVoiceV2\hunters_space_18_f000024.wav,1,1,0,1,0,mlaad::hunters_space_18,MLAAD::OpenVoiceV2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_18_f000024,mlaad_tiny::en::hunters_space_18_f000024,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,887b0b56b72d4ce94e1c4fdbdae3f214bc1d912d3e4ec6a7e930744e6733804b,mlaad_tiny::en::hunters_space_18_f000024,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\OpenVoiceV2\jane_eyre_05_f000054.wav,1,1,0,1,0,mlaad::jane_eyre_05,MLAAD::OpenVoiceV2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,jane_eyre_05_f000054,mlaad_tiny::en::jane_eyre_05_f000054,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,47a19a43b76ca89e9957cdcc3e2515f4083593d1134113c2564466fbebbdde5a,mlaad_tiny::en::jane_eyre_05_f000054,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\OpenVoiceV2\jane_eyre_05_f000097.wav,1,1,0,1,0,mlaad::jane_eyre_05,MLAAD::OpenVoiceV2,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,jane_eyre_05_f000097,mlaad_tiny::en::jane_eyre_05_f000097,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,fa3ae92a1cc4abcbe61c9c635a87a8947df11526b65a20a89fb5ed7a02cea6c7,mlaad_tiny::en::jane_eyre_05_f000097,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\Qwen2.5-Omni\hunters_space_05_f000109.wav,1,1,0,1,0,mlaad::hunters_space_05,MLAAD::Qwen2.5-Omni,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_05_f000109,mlaad_tiny::en::hunters_space_05_f000109,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,f7ccde90cec632f224c1c4f8c920fad7a3b8b66e3938174b8ce3954c43dfaf50,mlaad_tiny::en::hunters_space_05_f000109,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\RVC\dorothy_and_wizard_oz_07_f000014.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_07,MLAAD::RVC,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_07_f000014,mlaad_tiny::en::dorothy_and_wizard_oz_07_f000014,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,6ad89505ccec6213c1831c99d211b2d0b0aafd6e3c6d3d346282b989321c77db,mlaad_tiny::en::dorothy_and_wizard_oz_07_f000014,train,not_applicable,not_applicable
data\raw\public_v9\mlaad_tiny\fake\en\RVC\dorothy_and_wizard_oz_08_f000016.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_08,MLAAD::RVC,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_08_f000016,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000016,,,,,,,,,,,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,44aa4335c5d051b268ca38afb76bab8a4e1fa2f069c6cd13b460cc9c98984ce9,mlaad_tiny::en::dorothy_and_wizard_oz_08_f000016,train,not_applicable,not_applicable
