path,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,source,generator,data_role,v7_vf,v7_vfile,v7_vp_model,v7_mf,v7_mfile,v7_mp_model,v9_vf,v9_vfile,v9_vp_model,v9_mf,v9_mfile,v9_mp_model
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_29_f000051.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,0.7563410401344299,0.7575138211250305,0.9498723745346069,0.2055913805961609,0.20114150643348694,0.2697095274925232,0.5539994835853577,0.5377589464187622,0.9661000967025757,0.8169159889221191,0.8178917765617371,0.25908663868904114
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\jane_eyre_03_f000165.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,0.7513064742088318,0.7606166005134583,0.9654680490493774,0.7788360714912415,0.7855604290962219,0.21975895762443542,0.6299883723258972,0.6125198006629944,0.9769288897514343,0.864079475402832,0.8593463897705078,0.10347210615873337
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\jane_eyre_03_f000179.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,0.7849339246749878,0.774176836013794,0.97019362449646,0.7082247734069824,0.7168002724647522,0.1579420566558838,0.5885646939277649,0.5722045302391052,0.980076014995575,0.8409679532051086,0.8380630016326904,0.1246563047170639
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_06_f000048.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.7659094333648682,0.7689493298530579,0.9680696725845337,0.26013779640197754,0.25605812668800354,0.17636314034461975,0.5945608019828796,0.5786690711975098,0.9763962626457214,0.7770973443984985,0.7762451171875,0.22698378562927246
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_12_f000118.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.8286775350570679,0.8349176645278931,0.994055986404419,0.42294421792030334,0.4257623255252838,0.059442855417728424,0.5786577463150024,0.5638061761856079,0.9713298678398132,0.8762180805206299,0.8788224458694458,0.12276946753263474
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_19_f000080.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.8311111927032471,0.8284918069839478,0.9955875277519226,0.48177725076675415,0.49035316705703735,0.053022146224975586,0.5909813642501831,0.5646928548812866,0.9771412014961243,0.8921371698379517,0.8932174444198608,0.08124259114265442
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_23_f000060.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.7588534951210022,0.7647132873535156,0.9567790031433105,0.3913692235946655,0.3933982253074646,0.09857257455587387,0.5888559818267822,0.5778637528419495,0.9689702391624451,0.8638530373573303,0.8661772608757019,0.15245509147644043
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\hunters_space_13_f000101.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.8039519786834717,0.8062043190002441,0.9863327741622925,0.5592054128646851,0.5736263990402222,0.06761786341667175,0.5973218083381653,0.5819735527038574,0.9711080193519592,0.8802363872528076,0.8784661293029785,0.053965792059898376
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_02_f000096.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.7698524594306946,0.7737383246421814,0.9511888027191162,0.25865647196769714,0.25642460584640503,0.18612396717071533,0.6145514845848083,0.5947717428207397,0.9625341296195984,0.8127370476722717,0.8131116628646851,0.2035391628742218
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_04_f000070.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.7717200517654419,0.7727857828140259,0.950305163860321,0.33830124139785767,0.3378167748451233,0.08909714967012405,0.5466628670692444,0.53426593542099,0.937727153301239,0.8183149695396423,0.818979024887085,0.1391148716211319
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_08_f000086.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.7918336987495422,0.7844717502593994,0.9757221937179565,0.4997561275959015,0.5101648569107056,0.06590324640274048,0.6189722418785095,0.5991582274436951,0.9827766418457031,0.8433930277824402,0.8419936895370483,0.08735682815313339
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_12_f000050.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.823161780834198,0.8167360424995422,0.9855741858482361,0.5289519429206848,0.5433537364006042,0.08713692426681519,0.6086660623550415,0.5762304067611694,0.970964789390564,0.8516578674316406,0.8511877059936523,0.08982643485069275
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_12_f000061.wav,1,1,0,1,0,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,0.7373303771018982,0.7538267374038696,0.9883967041969299,0.5098044276237488,0.5141279101371765,0.04830024018883705,0.5562055706977844,0.5425118803977966,0.9840525388717651,0.8378542065620422,0.8379708528518677,0.07666412740945816
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\dorothy_and_wizard_oz_01_f000032.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.7173059582710266,0.7425052523612976,0.9925963878631592,0.5483472943305969,0.547355592250824,0.049481101334095,0.5409852266311646,0.5295385718345642,0.9861825704574585,0.801054835319519,0.8003802299499512,0.08628479391336441
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\dorothy_and_wizard_oz_02_f000008.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.8008587956428528,0.8042863011360168,0.9863080382347107,0.16169248521327972,0.1578933149576187,0.3070465922355652,0.4902348220348358,0.47720226645469666,0.9527668356895447,0.815457284450531,0.819277286529541,0.23326751589775085
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\dorothy_and_wizard_oz_05_f000066.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.777987539768219,0.7642546892166138,0.991255521774292,0.5055210590362549,0.5062631368637085,0.05873957276344299,0.601610541343689,0.5600942373275757,0.9844062328338623,0.8353452682495117,0.8361166715621948,0.08880465477705002
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\dorothy_and_wizard_oz_06_f000025.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.7835877537727356,0.776994526386261,0.9663683176040649,0.4495028257369995,0.45463740825653076,0.07479360699653625,0.620895504951477,0.6005698442459106,0.9799100160598755,0.8405541777610779,0.8423763513565063,0.1294412761926651
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\dorothy_and_wizard_oz_09_f000035.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.8300641179084778,0.8355283737182617,0.9962252378463745,0.5370218753814697,0.5499849915504456,0.06972043216228485,0.5526776909828186,0.5413475036621094,0.9731937646865845,0.8684081435203552,0.8700324296951294,0.10443220287561417
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\emerald_city_of_oz_07_f000009.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.7797183990478516,0.7806776762008667,0.9904317855834961,0.4556068181991577,0.45476511120796204,0.08234338462352753,0.5909912586212158,0.5685667395591736,0.9819275140762329,0.8302398324012756,0.8279032111167908,0.08424630016088486
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\emerald_city_of_oz_21_f000090.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.714401364326477,0.7368589639663696,0.9917094111442566,0.48636096715927124,0.4809654653072357,0.03229561075568199,0.5256921648979187,0.5128668546676636,0.9835831522941589,0.8481020331382751,0.8496392369270325,0.06751775741577148
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\hunters_space_07_f000104.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.7474062442779541,0.7517051100730896,0.9798306226730347,0.6404529809951782,0.6509426832199097,0.06781432777643204,0.5952107906341553,0.5728440284729004,0.9812864065170288,0.8378355503082275,0.8330098390579224,0.07199409604072571
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\hunters_space_10_f000046.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.7900000214576721,0.7987662553787231,0.9912926554679871,0.42641064524650574,0.42649298906326294,0.05208618566393852,0.5835696458816528,0.5702081918716431,0.9801040887832642,0.8525921106338501,0.8551475405693054,0.11598850786685944
"data\raw\public_v9\mlaad_tiny\fake\en\Resemble.ai (April 12th, 2025)\jane_eyre_01_f000063.wav",1,1,0,1,0,mlaad_tiny_matched,"MLAAD::Resemble.ai (April 12th, 2025)",val_b_unseen_generator,0.7922347784042358,0.7966676950454712,0.9783899784088135,0.5820271372795105,0.5917404294013977,0.107367604970932,0.6093128323554993,0.5969083905220032,0.963634729385376,0.8788737058639526,0.8770800232887268,0.0784328356385231
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_01_f000032.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.6881359815597534,0.7123429775238037,0.9889175891876221,0.4060623347759247,0.3953540623188019,0.0633324384689331,0.4969709813594818,0.4842967689037323,0.9804725050926208,0.7328363656997681,0.7364914417266846,0.12300124019384384
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_02_f000008.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7825624942779541,0.7820659279823303,0.9778958559036255,0.502974271774292,0.5060901641845703,0.220865398645401,0.5558826923370361,0.5426536798477173,0.9692553877830505,0.636725902557373,0.6125435829162598,0.25493043661117554
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_03_f000061.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.798317015171051,0.790240466594696,0.9795082807540894,0.48746222257614136,0.4978014826774597,0.12359809875488281,0.5360427498817444,0.5216894745826721,0.9658846855163574,0.819010853767395,0.8178993463516235,0.1237538605928421
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_05_f000066.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7404507398605347,0.7463862895965576,0.9767869114875793,0.41847318410873413,0.4185936450958252,0.16980156302452087,0.5339696407318115,0.5116152763366699,0.9769195318222046,0.7006465196609497,0.6960601806640625,0.22321657836437225
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_06_f000025.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7573379874229431,0.7489432096481323,0.9636803865432739,0.5040842294692993,0.5067571401596069,0.23433254659175873,0.542098343372345,0.5140690207481384,0.9625158309936523,0.7132364511489868,0.6997294425964355,0.20898479223251343
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_06_f000040.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7583352327346802,0.760212779045105,0.9703155755996704,0.3257697820663452,0.32853811979293823,0.26535776257514954,0.5342940092086792,0.5164090991020203,0.9716805219650269,0.6092367172241211,0.5939640998840332,0.315080463886261
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_09_f000035.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7758980393409729,0.780120849609375,0.9773914813995361,0.4428759515285492,0.4496329724788666,0.1842089593410492,0.5072256922721863,0.4938988983631134,0.9604990482330322,0.674340546131134,0.6613219380378723,0.20368549227714539
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_11_f000069.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7998700737953186,0.7728093266487122,0.9823093414306641,0.5284251570701599,0.5351210236549377,0.14721186459064484,0.5501387715339661,0.5308293104171753,0.965686023235321,0.7296292781829834,0.7151790857315063,0.18213407695293427
data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_12_f000027.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7954370975494385,0.7994924187660217,0.9845995903015137,0.5880032181739807,0.5943950414657593,0.2267221361398697,0.5554212927818298,0.5375745296478271,0.9605764150619507,0.7595715522766113,0.7485648393630981,0.1847207248210907
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_06_f000048.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7499906420707703,0.752709150314331,0.9657482504844666,0.6020655035972595,0.6085288524627686,0.12301257997751236,0.6009413003921509,0.575251042842865,0.9759535789489746,0.7286646366119385,0.7109837532043457,0.13325941562652588
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_07_f000009.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7548519372940063,0.7596968412399292,0.9667084217071533,0.5346955060958862,0.5352157354354858,0.14009878039360046,0.5602914094924927,0.545000433921814,0.9713751673698425,0.6698219776153564,0.6463937759399414,0.19574545323848724
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_09_f000109.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7555025219917297,0.7647478580474854,0.9595935940742493,0.7087032198905945,0.7158632278442383,0.13173513114452362,0.5789582133293152,0.5648597478866577,0.9612935781478882,0.7121486663818359,0.6858021020889282,0.20659111440181732
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_10_f000012.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7894287705421448,0.7920980453491211,0.9687718152999878,0.5657105445861816,0.5781740546226501,0.15062397718429565,0.570270299911499,0.5559390783309937,0.9498040676116943,0.8373692035675049,0.8319702744483948,0.08107475936412811
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_10_f000046.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7810048460960388,0.785856306552887,0.9736363291740417,0.5856727957725525,0.5971740484237671,0.12365904450416565,0.5842129588127136,0.5700314044952393,0.9745813012123108,0.7585808634757996,0.7424524426460266,0.13441024720668793
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_10_f000072.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.6817320585250854,0.7145960330963135,0.9892981052398682,0.48446038365364075,0.47673189640045166,0.05817672982811928,0.5242918133735657,0.5115114450454712,0.9834195375442505,0.7198064923286438,0.7168480157852173,0.0968455895781517
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_10_f000117.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7885354161262512,0.7777401208877563,0.9681925773620605,0.5511548519134521,0.5543181896209717,0.20800167322158813,0.5775579810142517,0.5620752573013306,0.972068190574646,0.7423402070999146,0.724228024482727,0.17462949454784393
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_12_f000086.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7915194630622864,0.7869352102279663,0.9801952838897705,0.5347217321395874,0.5467174053192139,0.13610830903053284,0.5807745456695557,0.5644617080688477,0.973549485206604,0.8071750402450562,0.8052719831466675,0.13124746084213257
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_12_f000118.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.804257869720459,0.8067140579223633,0.9862676858901978,0.5421411991119385,0.5576967597007751,0.10476197302341461,0.5800564289093018,0.5654246807098389,0.9709299802780151,0.8410409688949585,0.8400130271911621,0.08188626915216446
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_14_f000041.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.775256872177124,0.7817364931106567,0.9820054769515991,0.5325385332107544,0.5425710678100586,0.15482096374034882,0.5623712539672852,0.5501830577850342,0.9738823771476746,0.861711323261261,0.8621194958686829,0.11781998723745346
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_19_f000080.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.8145664930343628,0.813261091709137,0.9911102056503296,0.5290635824203491,0.5415759682655334,0.10677909851074219,0.5803399682044983,0.5568931102752686,0.9761390686035156,0.8146576285362244,0.8119401335716248,0.11296819150447845
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_21_f000090.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.6935270428657532,0.7234321236610413,0.9922115802764893,0.4597008228302002,0.44984641671180725,0.049097876995801926,0.4969864785671234,0.4837023615837097,0.9801496863365173,0.7523131370544434,0.7541025280952454,0.09030257910490036
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_22_f000076.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7746681571006775,0.7762536406517029,0.9631175994873047,0.529011607170105,0.5352202653884888,0.17693309485912323,0.5397753715515137,0.5246346592903137,0.9379147291183472,0.7671874165534973,0.7549765110015869,0.1244170144200325
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_23_f000030.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7590479850769043,0.7689161896705627,0.9821412563323975,0.46741941571235657,0.47147852182388306,0.2296844720840454,0.5592143535614014,0.5450341701507568,0.9679490923881531,0.7186300754547119,0.7006028890609741,0.17891967296600342
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_23_f000060.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.779524028301239,0.7722474336624146,0.9745470285415649,0.6274418830871582,0.6341015100479126,0.23027163743972778,0.565326452255249,0.5499284267425537,0.9717574119567871,0.7833069562911987,0.7761194705963135,0.1717529594898224
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_29_f000051.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7530438899993896,0.7539196014404297,0.9680608510971069,0.5346428155899048,0.5391321182250977,0.19539205729961395,0.5762407183647156,0.5595069527626038,0.9738012552261353,0.7397055625915527,0.7268449068069458,0.18477937579154968
data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_29_f000057.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7715528607368469,0.7754704356193542,0.9747325778007507,0.5478390455245972,0.561282753944397,0.13373737037181854,0.5600633025169373,0.547173798084259,0.970790684223175,0.7311995625495911,0.7176435589790344,0.1485004872083664
data\raw\public_v9\mlaad_tiny\original\en\hunters_space_02_f000038.wav,0,0,0,1,0,mlaad_tiny_matched,MLAAD_original,val_b_unseen_generator,0.7278454899787903,0.7134085893630981,0.9694225788116455,0.26361745595932007,0.2519600987434387,0.10435136407613754,0.5598472356796265,0.5312944650650024,0.9771130084991455,0.7230253219604492,0.7224758863449097,0.16826176643371582
