path,split,calibration_fold,source,generator,is_mixed,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns,baseline_vf,baseline_mf,baseline_vfile,baseline_mfile,baseline_vp_model,baseline_mp_model,v9_vf,v9_vfile,v9_vp_model,v9_mf,v9_mfile,v9_mp_model
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,fusion_calibration,cal_b,split_internal_mix,mix::LibriSpeech::GTZAN_genre_5,True,0.0,0.0,0.0,1.0,1.0,0.3475273764387051,0.0141923231293944,0.6808624297480158,True,True,35.528375,0.7413236498832703,0.09751419723033905,0.7141485810279846,0.09710593521595001,0.7225547432899475,0.7881271243095398,0.289377748966217,0.4585953950881958,0.1892346441745758,0.3200372159481048,0.1967146545648574,0.3130384087562561,0.3387477695941925,0.5428450107574463,0.5920321941375732,0.5023030042648315,0.8248345255851746,0.40422338247299194,0.40251895785331726,0.7724301218986511
data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,fusion_calibration,cal_b,fake_music_generated,AudioLDM2,False,1.0,0.0,1.0,0.0,1.0,0.8976938907552359,0.8976938907552359,,False,True,4.0666875,0.7313981652259827,0.999818742275238,0.7185066938400269,0.9998053908348083,0.5477848052978516,0.9998787641525269,0.0148679232224822,0.0287202149629592,0.8078625202178955,0.9994161128997804,0.8150027394294739,0.9994550347328186,0.0240672305226326,0.9615938067436218,0.6205775737762451,0.6370392441749573,0.2723804712295532,0.9977442026138306,0.9977547526359558,0.9959988594055176
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/jazz.00099.wav,fusion_calibration,cal_c,split_internal_mix,mix::WF2::GTZAN_genre_5,True,1.0,1.0,0.0,1.0,1.0,0.6635247757368284,0.8330098639895616,0.4940396874840952,True,True,32.0276875,0.6830306053161621,1.351484343103948e-06,0.6737017035484314,1.2765724477503682e-06,0.5688267350196838,0.999998152256012,0.0217146854847669,0.6910886764526367,0.3544492125511169,0.2618468701839447,0.3738024234771728,0.2520059943199157,0.003190568415448,0.8378071784973145,0.5533030033111572,0.5044520497322083,0.5740348696708679,0.1267555058002472,0.1256205439567566,0.9985249638557434
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0006.flac|data/raw/gtzan_unique_v2/rock.00006.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,True,0.0,0.0,0.0,1.0,1.0,0.494992772597708,0.4148214976076571,0.575164047587759,True,True,34.841875,0.7132033109664917,4.378023731987923e-06,0.6925876140594482,4.145465936744586e-06,0.4246070086956024,0.9999907612800598,0.0274130348116159,0.8749920725822449,0.4576833248138428,0.0103082321584224,0.4699881672859192,0.0107322540134191,0.0111229876056313,0.9392635822296144,0.6069897413253784,0.5977611541748047,0.480236291885376,0.19594120979309082,0.191173255443573,0.9967002868652344
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav,fusion_calibration,cal_c,wavefake_ajay,WF6,False,1.0,1.0,0.0,1.0,0.0,0.9948171769739108,0.9986498895618408,0.9909844643859812,True,True,8.31275,0.7948831915855408,0.5280663967132568,0.7915469408035278,0.5422981977462769,0.9817731380462646,0.1101243793964386,0.8380040526390076,0.0314152091741561,0.7718918323516846,0.1462456881999969,0.778795063495636,0.2013431936502456,0.9972757697105408,0.0141050387173891,0.5677605271339417,0.5540310740470886,0.9666278958320618,0.8175203800201416,0.8192493319511414,0.16409951448440552
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav,fusion_calibration,cal_a,wavefake_ajay,WF4,False,1.0,1.0,0.0,1.0,0.0,0.9993524374449008,0.9993524374449008,,False,True,5.1665,0.8176038861274719,0.5406296849250793,0.8217164874076843,0.5540725588798523,0.9909948706626892,0.09057524800300598,0.7857949733734131,0.0364966988563537,0.8570131063461304,0.1584378778934478,0.8617865443229675,0.2175994366407394,0.9987053871154784,0.0107634207233786,0.5837084054946899,0.5725070238113403,0.974326491355896,0.8557971119880676,0.8591752052307129,0.1697005182504654
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac,fusion_calibration,cal_c,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0157811322929708,0.0197834089853479,0.0117788556005938,True,True,10.985,0.7950259447097778,0.48152637481689453,0.7755688428878784,0.4881196916103363,0.981525719165802,0.07942603528499603,0.7915083765983582,0.0268336534500122,0.3763940930366516,0.1280393898487091,0.3827065825462341,0.1889613419771194,0.9981126189231871,0.0047817910090088,0.6132080554962158,0.5932726860046387,0.9759116172790527,0.8457067608833313,0.8475126028060913,0.14512205123901367
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac|data/raw/gtzan_unique_v2/pop.00089.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_7,True,0.0,0.0,0.0,1.0,1.0,0.2384439008185612,0.1221165168287849,0.3547712848083376,True,True,31.6651875,0.6776003241539001,0.005343944299966097,0.671675443649292,0.00513259693980217,0.7289126515388489,0.9714655876159668,0.2334170490503311,0.8304656147956848,0.3213942945003509,0.0361393541097641,0.3225970566272735,0.0434244871139526,0.3392592668533325,0.492060512304306,0.5590395927429199,0.4925502836704254,0.8191654682159424,0.2158682942390442,0.21261827647686005,0.8821182250976562
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/blues.00062.wav,fusion_calibration,cal_b,split_internal_mix,mix::bonafide::GTZAN_genre_0,True,0.0,0.0,0.0,1.0,1.0,0.1219743035952411,0.1460982666954694,0.0978503404950128,True,True,30.013375,0.6728045344352722,4.0084298234432936e-05,0.6631166338920593,3.923467011190951e-05,0.5621302127838135,0.9999442100524902,0.1611569225788116,0.8585349917411804,0.28460493683815,0.120004653930664,0.2993355989456177,0.1175108402967453,0.0022585736587643,0.8838145732879639,0.43919873237609863,0.41271165013313293,0.7214651107788086,0.05401640757918358,0.05212715268135071,0.9988858699798584
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0028.flac,fusion_calibration,cal_b,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0281851062531761,0.0281851062531761,,False,True,3.76,0.7405938506126404,0.27789926528930664,0.7495066523551941,0.26988455653190613,0.9473059177398682,0.12677255272865295,0.9097028970718384,0.0164510160684585,0.0463150739669799,0.0607040338218212,0.0485533103346824,0.0894147232174873,0.9977166652679444,0.0130140027031302,0.5588412880897522,0.5457190275192261,0.9772112369537354,0.8275942802429199,0.8304412961006165,0.26163366436958313
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav,fusion_calibration,cal_a,wavefake_ajay,WF4,False,1.0,1.0,0.0,1.0,0.0,0.9987749853060612,0.9994206168063856,0.9981293538057368,True,True,8.904875,0.7839040160179138,0.4618009030818939,0.7853437662124634,0.4682884216308594,0.9731528162956238,0.11775989830493927,0.7997974753379822,0.0402470976114273,0.7944670915603638,0.1316646188497543,0.7993621826171875,0.1718321293592453,0.993778109550476,0.0334137678146362,0.5933923125267029,0.5705366134643555,0.9541476368904114,0.7850154042243958,0.7865132093429565,0.24549457430839539
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,fusion_calibration,cal_b,split_internal_mix,mix::WF7::GTZAN_genre_6,True,1.0,1.0,0.0,1.0,1.0,0.6910875675064748,0.990407978847694,0.3917671561652557,True,True,34.8154375,0.7643045783042908,0.2354263812303543,0.7080783247947693,0.2382131814956665,0.6766185760498047,0.7098175883293152,0.2800873219966888,0.5535455346107483,0.5487318634986877,0.0812405422329902,0.5579283237457275,0.1107681840658187,0.35302734375,0.5959888100624084,0.5584612488746643,0.47806692123413086,0.7700908184051514,0.44762587547302246,0.44948136806488037,0.7315108776092529
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF7::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.9918631526924429,0.9857484938449128,0.9979778115399728,True,True,10.83275,0.7927930951118469,0.5106382369995117,0.7936102151870728,0.520943820476532,0.9838919639587402,0.13241897523403168,0.8293589353561401,0.023783840239048,0.7566483020782471,0.1731384992599487,0.7639845013618469,0.2384491711854934,0.9981660842895508,0.0098095592111349,0.5631041526794434,0.5367329120635986,0.9743754863739014,0.8150904178619385,0.8196597695350647,0.2154531031847
data/raw/gtzan_unique_v2/reggae.00013.wav,fusion_calibration,cal_a,gtzan_real_v2,GTZAN_genre_8,False,0.0,0.0,0.0,0.0,1.0,0.1048426866016313,0.0800393670685836,0.129646006134679,True,True,30.013375,0.6955624222755432,0.0006339134997688234,0.6932777166366577,0.0006169530097395182,0.6651191115379333,0.9981089234352112,0.0268334429711103,0.7944815158843994,0.3722318708896637,0.0512354895472526,0.3671677708625793,0.0537877529859542,0.0675145611166954,0.6611766815185547,0.5027721524238586,0.4878162443637848,0.5964635014533997,0.144514262676239,0.1421760618686676,0.9709194302558899
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF2::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.9169168856115868,0.8879365863620124,0.9458971848611613,True,True,9.482625,0.732684850692749,0.9992927312850952,0.7396007776260376,0.9992810487747192,0.8538709878921509,0.9991707801818848,0.1678424775600433,0.0405032038688659,0.8232465982437134,0.9799814224243164,0.8203537464141846,0.9839013814926147,0.050036821514368,0.7047683000564575,0.5741113424301147,0.5554196834564209,0.7022629380226135,0.9959297180175781,0.9961975812911987,0.9956251382827759
data/raw/gtzan_unique_v2/pop.00011.wav,fusion_calibration,cal_b,gtzan_real_v2,GTZAN_genre_7,False,0.0,0.0,0.0,0.0,1.0,0.1402905191510073,0.1060085331766129,0.1745725051254018,True,True,30.0001875,0.6881341338157654,4.86044291392318e-06,0.6827303767204285,4.579711458063684e-06,0.6409187912940979,0.9999997019767761,0.0168841388076543,0.7986354827880859,0.3776986002922058,0.4624569416046142,0.4010819494724273,0.4532773494720459,0.0008026103605516,0.843222439289093,0.6930521726608276,0.6513973474502563,0.46140381693840027,0.17011407017707825,0.15938524901866913,0.9998981356620789
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF2::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.8709071719541284,0.754295117633342,0.9875192262749146,True,True,8.0691875,0.7380032539367676,0.9996058940887451,0.7226067781448364,0.9995817542076111,0.5377094745635986,0.9996310472488403,0.3213427364826202,0.0643850639462471,0.7274593114852905,0.9983649253845216,0.7321681976318359,0.9984472990036012,0.0313435494899749,0.9243156909942628,0.6281045079231262,0.6397243738174438,0.22878451645374298,0.9965150356292725,0.9962916374206543,0.9591845273971558
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac,fusion_calibration,cal_b,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0214535043728863,0.0214535043728863,,False,True,2.99,0.7115593552589417,0.35811012983322144,0.7226093411445618,0.3472128212451935,0.9732320308685303,0.07626810669898987,0.8458963632583618,0.0237898603081703,0.0881988480687141,0.0848641917109489,0.0912356227636337,0.136899322271347,0.9989532232284546,0.0016151659656316,0.5387412309646606,0.5266183018684387,0.9789537787437439,0.7875970602035522,0.7904251217842102,0.15709523856639862
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::GTZAN_genre_5,True,0.0,0.0,0.0,1.0,1.0,0.8111498053038008,0.873573015749443,0.7487265948581585,True,True,30.013375,0.6951130628585815,1.9051431081607006e-06,0.6724416017532349,1.8022201402345672e-06,0.4590766131877899,0.9999999403953552,0.3613092005252838,0.7015312314033508,0.3491238355636596,0.9900487661361694,0.3824899792671203,0.9884824752807616,0.0001943549577845,0.9593527913093568,0.49633079767227173,0.43413886427879333,0.6950228214263916,0.31831052899360657,0.3152660131454468,0.9999702572822571
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav|data/raw/gtzan_unique_v2/pop.00020.wav,fusion_calibration,cal_c,split_internal_mix,mix::WF3::GTZAN_genre_7,True,1.0,1.0,0.0,1.0,1.0,0.8462236380719721,0.993309748007553,0.6991375281363911,True,True,33.860125,0.7629377245903015,0.25255286693573,0.7104288339614868,0.257139652967453,0.7695809006690979,0.7032988667488098,0.2936869859695434,0.5522370338439941,0.474670946598053,0.0813629329204559,0.4792160391807556,0.1085408851504325,0.394915908575058,0.4390371739864349,0.5992334485054016,0.4857552647590637,0.8634993433952332,0.42102304100990295,0.4216246008872986,0.7230243682861328
data\raw\fake_music_generated\fake_music_MusicGen_0082.wav,fusion_calibration,cal_c,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.9290206710429793,0.9290206710429793,,False,True,5.577,0.7345401644706726,0.9998410940170288,0.7231277823448181,0.9998286962509155,0.5619136095046997,0.9998953342437744,0.0150205958634614,0.0411619618535041,0.7985027432441711,0.999476969242096,0.8085488080978394,0.9995114803314208,0.0151673452928662,0.9663829803466796,0.6058849692344666,0.6215565204620361,0.25261160731315613,0.9978880286216736,0.9979026317596436,0.9952458739280701
data/raw/gtzan_unique_v2/disco.00093.wav,fusion_calibration,cal_c,gtzan_real_v2,GTZAN_genre_3,False,0.0,0.0,0.0,0.0,1.0,0.5488467634685296,0.4710242612684845,0.6266692656685746,True,True,30.0001875,0.7104882001876831,2.5730937522894237e-06,0.682489275932312,2.4288942768180277e-06,0.4100930690765381,0.9999942779541016,0.0244651734828948,0.8692348003387451,0.5099243521690369,0.0052022319287061,0.5220292210578918,0.0055035590194165,0.0088163102045655,0.9693633913993835,0.5217413902282715,0.5114083290100098,0.5252606272697449,0.14484496414661407,0.1425429880619049,0.9979886412620544
data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,fusion_calibration,cal_b,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8639368016582089,0.8639368016582089,,False,True,5.07025,0.7353529334068298,0.9999369382858276,0.7223532199859619,0.9999309778213501,0.5614473819732666,0.9999649524688721,0.0128794517368078,0.0185149982571601,0.6517751216888428,0.9997733235359192,0.6533318161964417,0.999794900417328,0.0088068833574652,0.978660523891449,0.7469522953033447,0.751999020576477,0.25064948201179504,0.9980547428131104,0.9979938268661499,0.9914848208427429
data/raw/gtzan_unique_v2/country.00036.wav,fusion_calibration,cal_b,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.4964172651956194,0.2005747198275367,0.7922598105637021,True,True,30.013375,0.6869380474090576,1.1274069038336165e-05,0.6874246597290039,1.1025966159650125e-05,0.8452243208885193,0.9999893307685852,0.1601259559392929,0.7893136143684387,0.0262951925396919,0.1073302328586578,0.0285962335765361,0.1221252456307411,0.235224187374115,0.4320246279239654,0.460939884185791,0.42086347937583923,0.9063374400138855,0.06290125846862793,0.061616405844688416,0.9979887008666992
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/pop.00013.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF5::GTZAN_genre_7,True,1.0,1.0,0.0,1.0,1.0,0.6898453018167982,0.9817057682196774,0.397984835413919,True,True,37.75725,0.7795286774635315,0.25625723600387573,0.7287429571151733,0.26175954937934875,0.8828728199005127,0.7125063538551331,0.2863438725471496,0.5441057682037354,0.355538010597229,0.150258183479309,0.3606986701488495,0.1925499141216278,0.3777966797351837,0.2175157070159912,0.5570135116577148,0.46811383962631226,0.8281417489051819,0.4498943090438843,0.45174577832221985,0.7437844276428223
data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,fusion_calibration,cal_a,fake_music_generated,AudioLDM2,False,1.0,0.0,1.0,0.0,1.0,0.9310688006179232,0.9310688006179232,,False,True,5.8966875,0.7298468351364136,0.9999552965164185,0.7150245308876038,0.9999507665634155,0.5357265472412109,0.9999728202819824,0.0135551653802394,0.0115002980455756,0.6338446736335754,0.999586284160614,0.6366722583770752,0.9996196031570436,0.0176912136375904,0.967625081539154,0.6043746471405029,0.6041475534439087,0.2891422510147095,0.9993646740913391,0.9992947578430176,0.9938079714775085
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF7::GTZAN_genre_8,True,1.0,1.0,0.0,1.0,1.0,0.1599621943063139,0.1676903516150686,0.1522340369975592,True,True,36.9453125,0.7143164277076721,3.9796992496121675e-05,0.7085657715797424,3.792907955357805e-05,0.638125479221344,0.9998294711112976,0.0278517436236143,0.8824755549430847,0.310626208782196,0.1015309542417526,0.314915657043457,0.1044132858514785,0.0423457734286785,0.675839900970459,0.4974353313446045,0.4772225618362427,0.716386616230011,0.1397445797920227,0.13493695855140686,0.989250659942627
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0306.wav,fusion_calibration,cal_b,wavefake_ajay,WF7,False,1.0,1.0,0.0,1.0,0.0,0.978409143166938,0.978409143166938,,False,True,5.61925,0.7782695293426514,0.6211954951286316,0.7831709384918213,0.6312897801399231,0.9739194512367249,0.15971755981445312,0.7782099843025208,0.034583780914545,0.7781915068626404,0.229415625333786,0.782063364982605,0.2897603213787079,0.9845712184906006,0.0311721786856651,0.5510575175285339,0.5369760990142822,0.9478208422660828,0.7956865429878235,0.7947883605957031,0.29344606399536133
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,fusion_calibration,cal_b,split_internal_mix,mix::A01::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.9953120666109784,0.99971760854766,0.9909065246742972,True,True,10.7151875,0.8333052396774292,0.5469908118247986,0.8181926012039185,0.5584162473678589,0.9875444173812866,0.08848855644464493,0.7428301572799683,0.0306611284613609,0.7619892358779907,0.1934651136398315,0.7669821977615356,0.2721419930458069,0.9989651441574096,0.0074468473903834,0.6174271106719971,0.595133900642395,0.9679552912712097,0.8897466659545898,0.8911226987838745,0.11933382600545883
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data/raw/gtzan_unique_v2/disco.00090.wav,fusion_calibration,cal_b,split_internal_mix,mix::bonafide::GTZAN_genre_3,True,0.0,0.0,0.0,1.0,1.0,0.5993692613619519,0.6065418729727337,0.5921966497511703,True,True,34.310375,0.6858147978782654,2.1553914848482236e-06,0.6569077372550964,2.024704372161068e-06,0.5176592469215393,0.9999942779541016,0.0184972863644361,0.8661797642707825,0.469230979681015,0.0057143131271004,0.4751294553279876,0.0062239468097686,0.0236352663487195,0.8986609578132629,0.47877341508865356,0.4638235867023468,0.6030731797218323,0.10775019973516464,0.10747510194778442,0.9952328205108643
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,fusion_calibration,cal_b,split_internal_mix,mix::LibriSpeech::MusicGen,True,1.0,0.0,1.0,1.0,1.0,0.4704168402917014,0.0143232804520144,0.9265104001313884,True,True,8.864375,0.7406054139137268,0.5975725650787354,0.7459635734558105,0.5970630049705505,0.835544228553772,0.679584264755249,0.4247121512889862,0.0513795465230941,0.4747557938098907,0.5261003971099854,0.4760653674602508,0.538811445236206,0.5334979891777039,0.444483071565628,0.7606396675109863,0.6685471534729004,0.658725917339325,0.8683499097824097,0.8671965003013611,0.6475777626037598
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,fusion_calibration,cal_b,split_internal_mix,mix::A01::GTZAN_genre_5,True,1.0,1.0,0.0,1.0,1.0,0.7221289140417877,0.99971760854766,0.4445402195359154,True,True,35.49675,0.8333052396774292,0.28181931376457214,0.7423268556594849,0.2888977825641632,0.7910006642341614,0.6980328559875488,0.2327767014503479,0.5070866942405701,0.4760972261428833,0.1365752071142196,0.4804775416851043,0.1790930330753326,0.3388287127017975,0.4631527364253998,0.6174271106719971,0.5222770571708679,0.7929151058197021,0.4720979332923889,0.4719827473163605,0.6965968012809753
