path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label,audio_sha256,generation_seed,generator_family,recommended_split,generated_by,external_assets_used,base_voice_id,base_music_id,duration_sec,sample_rate,peak,rms,dc_offset,clipping_fraction,mix_snr_db,v13_role,source_path,sha256,competition_use_status,generator_version,language,speaker,track,content_group,split_group,augmentation,seed
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\8f5bd2fe1d7f9a539adb09bbe56b892a777a4bf2a01792b2fbaef6fddc80cd49.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0011,libri::652,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,8f5bd2fe1d7f9a539adb09bbe56b892a777a4bf2a01792b2fbaef6fddc80cd49,libri::652,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_652-130737-0011.flac,8f5bd2fe1d7f9a539adb09bbe56b892a777a4bf2a01792b2fbaef6fddc80cd49,APPROVED,dev-clean; historical local snapshot,unknown,652,librispeech_dev_652-130737-0011,librispeech_dev_652-130737-0011,libri::652,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\9100b854ae0c12b24de379e174e08c01355b48f132be6465e68a2ce374352e23.flac,0,0,0,1,0,3081,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3081-166546-0008,libri::3081,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,9100b854ae0c12b24de379e174e08c01355b48f132be6465e68a2ce374352e23,libri::3081,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_3081-166546-0008.flac,9100b854ae0c12b24de379e174e08c01355b48f132be6465e68a2ce374352e23,APPROVED,dev-clean; historical local snapshot,unknown,3081,librispeech_dev_3081-166546-0008,librispeech_dev_3081-166546-0008,libri::3081,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\237b2f5ffb6d1dcd164a30765671f4847d3875bfc67de356b4382b4f10528c82.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0010,libri::652,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,237b2f5ffb6d1dcd164a30765671f4847d3875bfc67de356b4382b4f10528c82,libri::652,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_652-130737-0010.flac,237b2f5ffb6d1dcd164a30765671f4847d3875bfc67de356b4382b4f10528c82,APPROVED,dev-clean; historical local snapshot,unknown,652,librispeech_dev_652-130737-0010,librispeech_dev_652-130737-0010,libri::652,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\56ffc6ff703dc8c66de646db61699f927f873b5d09cb2e1a5ee7065056ea7d3c.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147149-0022,libri::1993,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,56ffc6ff703dc8c66de646db61699f927f873b5d09cb2e1a5ee7065056ea7d3c,libri::1993,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0022.flac,56ffc6ff703dc8c66de646db61699f927f873b5d09cb2e1a5ee7065056ea7d3c,APPROVED,dev-clean; historical local snapshot,unknown,1993,librispeech_dev_1993-147149-0022,librispeech_dev_1993-147149-0022,libri::1993,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\a14c753e2525bcb17b573d4aa56e1e64ba60dd9730000da719500b8c1135ad7b.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0015,libri::7976,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,a14c753e2525bcb17b573d4aa56e1e64ba60dd9730000da719500b8c1135ad7b,libri::7976,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0015.flac,a14c753e2525bcb17b573d4aa56e1e64ba60dd9730000da719500b8c1135ad7b,APPROVED,dev-clean; historical local snapshot,unknown,7976,librispeech_dev_7976-110124-0015,librispeech_dev_7976-110124-0015,libri::7976,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\398a08d40b5acb32981fd1f2e20a60b305c6881d04b69d1e0e87401ba47fb374.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-24833-0001,libri::1988,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,398a08d40b5acb32981fd1f2e20a60b305c6881d04b69d1e0e87401ba47fb374,libri::1988,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_1988-24833-0001.flac,398a08d40b5acb32981fd1f2e20a60b305c6881d04b69d1e0e87401ba47fb374,APPROVED,dev-clean; historical local snapshot,unknown,1988,librispeech_dev_1988-24833-0001,librispeech_dev_1988-24833-0001,libri::1988,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\017083d38c940b67c359f78773aa7c2202dc5257723ba04bd21b4d5e156f3814.flac,0,0,0,1,0,5536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5536-43363-0010,libri::5536,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,017083d38c940b67c359f78773aa7c2202dc5257723ba04bd21b4d5e156f3814,libri::5536,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_5536-43363-0010.flac,017083d38c940b67c359f78773aa7c2202dc5257723ba04bd21b4d5e156f3814,APPROVED,dev-clean; historical local snapshot,unknown,5536,librispeech_dev_5536-43363-0010,librispeech_dev_5536-43363-0010,libri::5536,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\a4872acd91d0fb29504569aa0b650da6b34db5c13a9fb31467e995d8b2684b38.flac,0,0,0,1,0,1462,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1462-170145-0006,libri::1462,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,a4872acd91d0fb29504569aa0b650da6b34db5c13a9fb31467e995d8b2684b38,libri::1462,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0006.flac,a4872acd91d0fb29504569aa0b650da6b34db5c13a9fb31467e995d8b2684b38,APPROVED,dev-clean; historical local snapshot,unknown,1462,librispeech_dev_1462-170145-0006,librispeech_dev_1462-170145-0006,libri::1462,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\74fc3df20bfe8bb0ce60df982ca3fdd01e1daa382d65f40e6cbbc06cdb11deb4.flac,0,0,0,1,0,7850,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7850-281318-0005,libri::7850,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,74fc3df20bfe8bb0ce60df982ca3fdd01e1daa382d65f40e6cbbc06cdb11deb4,libri::7850,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_7850-281318-0005.flac,74fc3df20bfe8bb0ce60df982ca3fdd01e1daa382d65f40e6cbbc06cdb11deb4,APPROVED,dev-clean; historical local snapshot,unknown,7850,librispeech_dev_7850-281318-0005,librispeech_dev_7850-281318-0005,libri::7850,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\b300bc2cb3cb327bb128c84c8d4525c05c0cb9c2087dbdb39d63aa05c6b7cf84.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0023,libri::7976,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,b300bc2cb3cb327bb128c84c8d4525c05c0cb9c2087dbdb39d63aa05c6b7cf84,libri::7976,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0023.flac,b300bc2cb3cb327bb128c84c8d4525c05c0cb9c2087dbdb39d63aa05c6b7cf84,APPROVED,dev-clean; historical local snapshot,unknown,7976,librispeech_dev_7976-110124-0023,librispeech_dev_7976-110124-0023,libri::7976,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\0962f97611ce393f6b507e372e5768eda3545b2bd4517571085203ee13ab05e2.flac,0,0,0,1,0,1462,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1462-170138-0001,libri::1462,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,0962f97611ce393f6b507e372e5768eda3545b2bd4517571085203ee13ab05e2,libri::1462,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0001.flac,0962f97611ce393f6b507e372e5768eda3545b2bd4517571085203ee13ab05e2,APPROVED,dev-clean; historical local snapshot,unknown,1462,librispeech_dev_1462-170138-0001,librispeech_dev_1462-170138-0001,libri::1462,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\7e70465cb233a6981848002f2cf85fcfda1d204fa240ad2c15d29933839d328b.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-64257-0004,libri::6345,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,7e70465cb233a6981848002f2cf85fcfda1d204fa240ad2c15d29933839d328b,libri::6345,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_6345-64257-0004.flac,7e70465cb233a6981848002f2cf85fcfda1d204fa240ad2c15d29933839d328b,APPROVED,dev-clean; historical local snapshot,unknown,6345,librispeech_dev_6345-64257-0004,librispeech_dev_6345-64257-0004,libri::6345,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\62731c32ccf857141e3cf11fdc68f1146eba70cbcb6a4b6af0e56d0175d95db2.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0015,libri::5338,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,62731c32ccf857141e3cf11fdc68f1146eba70cbcb6a4b6af0e56d0175d95db2,libri::5338,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0015.flac,62731c32ccf857141e3cf11fdc68f1146eba70cbcb6a4b6af0e56d0175d95db2,APPROVED,dev-clean; historical local snapshot,unknown,5338,librispeech_dev_5338-284437-0015,librispeech_dev_5338-284437-0015,libri::5338,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\fc56d8277b53100e90758dc730315d5487cfc207b0070307bd5a2633bef4ec76.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64038-0010,libri::5694,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,fc56d8277b53100e90758dc730315d5487cfc207b0070307bd5a2633bef4ec76,libri::5694,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_5694-64038-0010.flac,fc56d8277b53100e90758dc730315d5487cfc207b0070307bd5a2633bef4ec76,APPROVED,dev-clean; historical local snapshot,unknown,5694,librispeech_dev_5694-64038-0010,librispeech_dev_5694-64038-0010,libri::5694,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\128bc98e3f0d8429ecb292adfddf6be7d50c05fc5fa21628c059aed66bbc56fc.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0010,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,128bc98e3f0d8429ecb292adfddf6be7d50c05fc5fa21628c059aed66bbc56fc,libri::2277,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0010.flac,128bc98e3f0d8429ecb292adfddf6be7d50c05fc5fa21628c059aed66bbc56fc,APPROVED,dev-clean; historical local snapshot,unknown,2277,librispeech_dev_2277-149897-0010,librispeech_dev_2277-149897-0010,libri::2277,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\e2576eb48c377e54e5ec160b1f9103b577424db91810240b23f2ac17cf86b199.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0012,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,e2576eb48c377e54e5ec160b1f9103b577424db91810240b23f2ac17cf86b199,libri::2277,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0012.flac,e2576eb48c377e54e5ec160b1f9103b577424db91810240b23f2ac17cf86b199,APPROVED,dev-clean; historical local snapshot,unknown,2277,librispeech_dev_2277-149897-0012,librispeech_dev_2277-149897-0012,libri::2277,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\1786293c64e6d149993c31f99ce1c0c358d1647ca1da51bdf847e0d2a8aacc22.flac,0,0,0,1,0,7850,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7850-281318-0010,libri::7850,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,1786293c64e6d149993c31f99ce1c0c358d1647ca1da51bdf847e0d2a8aacc22,libri::7850,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_7850-281318-0010.flac,1786293c64e6d149993c31f99ce1c0c358d1647ca1da51bdf847e0d2a8aacc22,APPROVED,dev-clean; historical local snapshot,unknown,7850,librispeech_dev_7850-281318-0010,librispeech_dev_7850-281318-0010,libri::7850,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\c3d0f8cfff191558ae9c220f730d86c8c7c8a9edbcd86f636153676981e0bfb5.flac,0,0,0,1,0,6241,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6241-66616-0009,libri::6241,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,c3d0f8cfff191558ae9c220f730d86c8c7c8a9edbcd86f636153676981e0bfb5,libri::6241,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_6241-66616-0009.flac,c3d0f8cfff191558ae9c220f730d86c8c7c8a9edbcd86f636153676981e0bfb5,APPROVED,dev-clean; historical local snapshot,unknown,6241,librispeech_dev_6241-66616-0009,librispeech_dev_6241-66616-0009,libri::6241,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\2f954b0b0574972f0a533497dfad8f6eee107454f0c900f22c3500030837fca4.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0035,libri::2277,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,2f954b0b0574972f0a533497dfad8f6eee107454f0c900f22c3500030837fca4,libri::2277,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac,2f954b0b0574972f0a533497dfad8f6eee107454f0c900f22c3500030837fca4,APPROVED,dev-clean; historical local snapshot,unknown,2277,librispeech_dev_2277-149897-0035,librispeech_dev_2277-149897-0035,libri::2277,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\ecdc1903dd77ffac9dc6f49103689b8fbc42639885c96ca68ac13dd18cbc57a6.flac,0,0,0,1,0,2412,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2412-153948-0003,libri::2412,https://www.openslr.org/12,dev-clean; historical local snapshot,CC BY 4.0,YES,YES_WITH_ATTRIBUTION,NO,librispeech_dev,ecdc1903dd77ffac9dc6f49103689b8fbc42639885c96ca68ac13dd18cbc57a6,libri::2412,,,,,,REAL,,,,,,,,,,,,,train,data\raw\openslr_librispeech_asr\librispeech_dev_2412-153948-0003.flac,ecdc1903dd77ffac9dc6f49103689b8fbc42639885c96ca68ac13dd18cbc57a6,APPROVED,dev-clean; historical local snapshot,unknown,2412,librispeech_dev_2412-153948-0003,librispeech_dev_2412-153948-0003,libri::2412,none,-1
