path,split,calibration_fold,source,generator,data_role,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns
data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,cal_old,cal_a,fake_music_generated,AudioLDM2,cal_old,1,0,1,0,1,0.9323797279732394,0.9323797279732394,,False,True,5.8966875,0.7298268675804138,0.9999552965164185,0.7149994373321533,0.9999507665634155,0.5356602072715759,0.9999728202819824,0.013555179350078106,0.011500276625156403
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,cal_old,cal_a,split_internal_mix,mix::WF7::GTZAN_genre_8,cal_old,1,1,0,1,1,0.15682477471071135,0.15682477471071135,,False,True,36.9453125,0.7140873074531555,4.243024886818603e-05,0.7083624601364136,4.043006993015297e-05,0.637069582939148,0.9998178482055664,0.02785174548625946,0.8824755549430847
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0306.wav,cal_old,cal_b,wavefake_ajay,WF7,cal_old,1,1,0,1,0,0.9806307374932846,0.9806307374932846,,False,True,5.61925,0.7754351496696472,0.6281531453132629,0.7794012427330017,0.6383363604545593,0.9703417420387268,0.14865216612815857,0.778209924697876,0.03458379954099655
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,cal_old,cal_b,split_internal_mix,mix::A01::AudioLDM2,cal_old,1,1,1,1,1,0.9996903484298905,0.9996903484298905,,False,True,10.7151875,0.8288094997406006,0.553064227104187,0.8119584321975708,0.5647674798965454,0.9843010902404785,0.08457659184932709,0.7428301572799683,0.030661121010780334
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data/raw/gtzan_unique_v2/disco.00090.wav,cal_old,cal_b,split_internal_mix,mix::bonafide::GTZAN_genre_3,cal_old,0,0,0,1,1,0.5904328487436743,0.5904328487436743,,False,True,34.310375,0.6858162879943848,2.1637829377141315e-06,0.6569105982780457,2.032687007158529e-06,0.5176655054092407,0.9999942779541016,0.018497277051210403,0.8661797046661377
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,cal_old,cal_b,split_internal_mix,mix::LibriSpeech::MusicGen,cal_old,1,0,1,1,1,0.013651476283921462,0.013651476283921462,,False,True,8.864375,0.7368788123130798,0.5990745425224304,0.7432206869125366,0.5980153679847717,0.8292063474655151,0.6652555465698242,0.4247121214866638,0.05137950927019119
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,cal_old,cal_b,split_internal_mix,mix::A01::GTZAN_genre_5,cal_old,1,1,0,1,1,0.9996903484298905,0.9996903484298905,,False,True,35.49675,0.8288094997406006,0.28522175550460815,0.7399016618728638,0.2924801707267761,0.7886530756950378,0.6970675587654114,0.2327767014503479,0.5070866942405701
data/raw/gtzan_unique_v2/blues.00025.wav,cal_old,cal_c,gtzan_real_v2,GTZAN_genre_0,cal_old,0,0,0,0,1,0.07378826380034115,0.07378826380034115,,False,True,30.013375,0.7034248113632202,0.0004028594121336937,0.7057865262031555,0.00039279309567064047,0.6972338557243347,0.9990038871765137,0.22918610274791718,0.8392924666404724
data/raw/gtzan_unique_v2/pop.00081.wav,cal_old,cal_c,gtzan_real_v2,GTZAN_genre_7,cal_old,0,0,0,0,1,0.9002692535064822,0.9002692535064822,,False,True,30.0001875,0.6936136484146118,2.55332633969374e-05,0.6804491281509399,2.4292256057378836e-05,0.5152108073234558,0.999936044216156,0.02062525786459446,0.8338907361030579
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5061056.flac,cal_old,cal_b,asvspoof2019,A01,cal_old,1,1,0,1,0,0.9998358602522931,0.9998358602522931,,False,True,1.369625,0.6806367039680481,0.45978379249572754,0.7004470825195312,0.4491012692451477,0.9814769625663757,0.030314166098833084,0.7978935837745667,0.03939354047179222
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,cal_old,cal_b,split_internal_mix,mix::LibriSpeech::MusicGen,cal_old,1,0,1,1,1,0.9332535629463843,0.9332535629463843,,False,True,7.040375,0.7229067087173462,0.99962317943573,0.7065472602844238,0.9996015429496765,0.48248228430747986,0.9997360110282898,0.010341443121433258,0.048614080995321274
data/raw/gtzan_unique_v2/pop.00019.wav,cal_old,cal_a,gtzan_real_v2,GTZAN_genre_7,cal_old,0,0,0,0,1,0.7609383752689423,0.7609383752689423,,False,True,30.0001875,0.7528391480445862,1.2816602975362912e-05,0.7146934270858765,1.2049741599184927e-05,0.3351575434207916,0.9999720454216003,0.024014392867684364,0.8155574798583984
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,cal_old,cal_a,split_internal_mix,mix::R::AudioLDM2,cal_old,1,0,1,1,1,0.9204442115310421,0.9204442115310421,,False,True,12.4355625,0.7233116626739502,0.999192476272583,0.7316096425056458,0.9991834759712219,0.8474520444869995,0.999162495136261,0.1568576842546463,0.027894742786884308
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0004.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0295.wav,cal_old,cal_c,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_old,1,0,1,1,1,0.11606119717198485,0.11606119717198485,,False,True,7.30575,0.6348028182983398,0.9864155650138855,0.6473742127418518,0.986311137676239,0.9188414216041565,0.9701565504074097,0.6123137474060059,0.04306253418326378
data/raw/gtzan_unique_v2/country.00060.wav,cal_old,cal_b,gtzan_real_v2,GTZAN_genre_2,cal_old,0,0,0,0,1,0.4167922060563992,0.4167922060563992,,False,True,30.013375,0.7014561295509338,1.7404676810883757e-08,0.6774795055389404,1.608656674534359e-08,0.48529985547065735,1.0,0.02614511549472809,0.8428872227668762
data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,cal_old,cal_b,fake_music_generated,MusicGen,cal_old,1,0,1,0,1,0.9355359142763263,0.9355359142763263,,False,True,4.349375,0.7223421931266785,0.9996377229690552,0.7072666883468628,0.9996166229248047,0.5037166476249695,0.9997572302818298,0.01052841730415821,0.05098297819495201
data/raw/gtzan_unique_v2/rock.00076.wav,cal_old,cal_a,gtzan_real_v2,GTZAN_genre_9,cal_old,0,0,0,0,1,0.226888661706877,0.226888661706877,,False,True,30.013375,0.6985673904418945,7.014359653112479e-07,0.678917646408081,6.520918987007462e-07,0.447882741689682,0.9999985098838806,0.024619365110993385,0.8498983383178711
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav|data/raw/gtzan_unique_v2/pop.00073.wav,cal_old,cal_c,split_internal_mix,mix::WF6::GTZAN_genre_7,cal_old,1,1,0,1,1,0.9427093034922822,0.9427093034922822,,False,True,37.8129375,0.7097881436347961,1.6979056454147212e-06,0.6842764019966125,1.5983719094947446e-06,0.4264715611934662,0.9999964833259583,0.027665162459015846,0.8138497471809387
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0239.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,cal_old,cal_a,split_internal_mix,mix::WF7::AudioLDM2,cal_old,1,1,1,1,1,0.9987341826820413,0.9987341826820413,,False,True,10.3706875,0.8035640716552734,0.7606984376907349,0.7698596715927124,0.7673665881156921,0.9008204340934753,0.5599119067192078,0.40885862708091736,0.04008541628718376
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0063.wav|data/raw/gtzan_unique_v2/disco.00019.wav,cal_old,cal_c,split_internal_mix,mix::WF1::GTZAN_genre_3,cal_old,1,1,0,1,1,0.5646625495787198,0.5646625495787198,,False,True,38.6360625,0.7238254547119141,5.462027729663532e-06,0.6969752311706543,5.122282800584799e-06,0.4418238699436188,0.9999827742576599,0.020696578547358513,0.8536181449890137
data/raw/gtzan_unique_v2/hiphop.00021.wav,cal_old,cal_c,gtzan_real_v2,GTZAN_genre_4,cal_old,0,0,0,0,1,0.5122919009752838,0.5122919009752838,,False,True,30.013375,0.7477757930755615,1.7301344996667467e-05,0.7158769965171814,1.621261253603734e-05,0.33311691880226135,0.9999708533287048,0.03511546179652214,0.8298057913780212
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac,cal_old,cal_c,librispeech_dev,LibriSpeech,cal_old,0,0,0,1,0,0.015756709502314736,0.015756709502314736,,False,True,3.33,0.7118651270866394,0.49290579557418823,0.7211893200874329,0.4952526390552521,0.9732244610786438,0.06489451974630356,0.8912255764007568,0.013204896822571754
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,cal_old,cal_b,split_internal_mix,mix::WF7::GTZAN_genre_6,cal_old,1,1,0,1,1,0.3022839471389749,0.3022839471389749,,False,True,36.9205625,0.7376435399055481,9.454303653910756e-05,0.7065430283546448,8.936952508520335e-05,0.35263514518737793,0.999866247177124,0.022159522399306297,0.793864905834198
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044_WF3_1.wav|data\raw\fake_music_generated\fake_music_MusicGen_0122.wav,cal_old,cal_c,split_internal_mix,mix::WF3::MusicGen,cal_old,1,1,1,1,1,0.4344439627369691,0.4344439627369691,,False,True,9.7158125,0.7323616743087769,0.9990853071212769,0.7179398536682129,0.9990552663803101,0.5307667255401611,0.9988570213317871,0.2998679578304291,0.08843085169792175
data/raw/gtzan_unique_v2/blues.00062.wav,cal_old,cal_b,gtzan_real_v2,GTZAN_genre_0,cal_old,0,0,0,0,1,0.11611911170688612,0.11611911170688612,,False,True,30.013375,0.6909655332565308,3.013381501659751e-05,0.6693835258483887,2.943382060038857e-05,0.46600040793418884,0.9999649524688721,0.03265800699591637,0.8618924021720886
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac|data/raw/gtzan_unique_v2/pop.00054.wav,cal_old,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_7,cal_old,0,0,0,1,1,0.1846899340144376,0.1846899340144376,,False,True,41.9851875,0.7063843011856079,0.000548650452401489,0.684086799621582,0.0005471647600643337,0.4427323043346405,0.9995376467704773,0.03046179562807083,0.8035674095153809
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac,cal_old,cal_b,asvspoof2019,A01,cal_old,1,1,0,1,0,0.999676668260906,0.999676668260906,,False,True,1.508,0.6763774156570435,0.4709415137767792,0.6972896456718445,0.45987433195114136,0.9812940359115601,0.03480049967765808,0.7841445803642273,0.037640105932950974
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0029.flac|data/raw/gtzan_unique_v2/metal.00039.wav,cal_old,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_6,cal_old,0,0,0,1,1,0.0387457229704238,0.0387457229704238,,False,True,36.3301875,0.7229509949684143,0.23200416564941406,0.694962739944458,0.2332817018032074,0.8317057490348816,0.694556713104248,0.28726282715797424,0.5898993611335754
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,cal_old,cal_c,split_internal_mix,mix::WF3::AudioLDM2,cal_old,1,1,1,1,1,0.999516698079082,0.999516698079082,,False,True,16.556625,0.7922012805938721,0.4848676323890686,0.7664619088172913,0.4907124936580658,0.9818713665008545,0.09015828371047974,0.7188957929611206,0.04439065605401993
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-304647-0013.flac|data/raw/gtzan_unique_v2/metal.00050.wav,cal_old,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_6,cal_old,0,0,0,1,1,0.43177147022666806,0.43177147022666806,,False,True,38.888375,0.6718565821647644,4.400569014251232e-05,0.6544409394264221,4.126215208088979e-05,0.49063727259635925,0.9999048113822937,0.059318993240594864,0.8499693870544434
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269_WF1_1.wav|data/raw/gtzan_unique_v2/rock.00006.wav,cal_old,cal_c,split_internal_mix,mix::WF1::GTZAN_genre_9,cal_old,1,1,0,1,1,0.39432363481657473,0.39432363481657473,,False,True,32.773,0.6957297921180725,1.9414139842410805e-06,0.6804337501525879,1.8342766452406067e-06,0.4945954978466034,0.9999947547912598,0.02851029671728611,0.8628480434417725
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0066.flac|data/raw/gtzan_unique_v2/country.00036.wav,cal_old,cal_b,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,cal_old,0,0,0,1,1,0.054248719672870115,0.054248719672870115,,False,True,30.013375,0.6906052231788635,0.0008956220699474216,0.6917260885238647,0.0008718683384358883,0.8243045210838318,0.9972683787345886,0.40630900859832764,0.7766521573066711
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0026.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,cal_old,cal_c,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_old,1,0,1,1,1,0.04007891415760611,0.04007891415760611,,False,True,14.8465,0.7531377673149109,0.6805469989776611,0.6981747150421143,0.6769274473190308,0.9006538391113281,0.5544581413269043,0.40236616134643555,0.052158500999212265
