path,label,content_group,source,dataset,extension,codec,augment,channel_policy,sample_rate,duration,bytes_per_second,rms,silence_ratio,clipping_ratio,zcr,spectral_centroid,spectral_rolloff,spectral_flatness,high_frequency_ratio
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\fae077847d8057616eb3379b272ddcb63d40d258ee4ad1ae72eff5f86983b469.wav,0,hunters_space_18_f000010,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,12.129875,32003.627407537177,0.03725477680563927,0.290765625,0.0,0.06795418678416851,1499.3096878760887,624.25,0.3533502012398513,0.0054499554669918855
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\d68c532d75a469ab2a1d4391db6b511bb2952d12037df0682e38f58db715be80.wav,1,hunters_space_18_f000010,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,9.56,32004.60251046025,0.06365058571100235,0.125984375,0.0,0.1607837622462851,1509.685682828108,657.75,0.37345345965222293,0.006610614155591687
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\2e6ecb29e93eef3886d187dffde88f4ff99b001562975da5a90a645f6c53f017.wav,0,jane_eyre_05_f000047,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,8.199875,32005.36593545633,0.03699007257819176,0.046890625,0.0,0.12359568118251847,1841.082143393502,1246.5,0.3992982789576028,0.014061736301642648
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\6b22df8b2d236ebfd196fa858ae9bc1a90149005deaecb34464820a72a7373ea.wav,1,jane_eyre_05_f000047,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,7.68,32005.729166666668,0.06707751005887985,0.102375,0.0,0.148096064001,1600.8802581303355,1001.75,0.3306669627797719,0.005653455975970985
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\d0833757eb48a8bcad26ac74ca78507e3d023a0111daa047c9bfe45c12c3fac6.wav,0,jane_eyre_06_f000021,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,2.799875,32015.714987276217,0.023853009566664696,0.570640625,0.0,0.07740745949155456,2020.0188975157735,932.5,0.4380421370269963,0.03160488034711834
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\5c6aa3ed3f06ef223555be8d94665a6da85fa9323685f2fdcff54656fefacf47.wav,1,jane_eyre_06_f000021,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,2.62,32016.79389312977,0.08223693072795868,0.4599375,0.0,0.12006437600587509,1460.5403286652552,552.25,0.347507429820835,0.0081524902598568
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\c158c700a8a90ea56018c55cf0b871d7f8a727cb14effe426d16a263b9a8beaa.wav,0,jane_eyre_12_f000082,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,6.489875,32006.779791598452,0.03019658662378788,0.058140625,0.0,0.14881482523164424,2153.5899552336186,1104.0,0.4556871953889442,0.03429034985902657
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\147468e9868e6fe7cb712f860cd0d5d0f158b6ebd2efc4e36c82bf11e940a0c7.wav,1,jane_eyre_12_f000082,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,5.3,32008.301886792455,0.07701259851455688,0.14390625,0.0,0.1577524648822638,1553.8405116690672,1043.25,0.30068778642750826,0.0054131167253621635
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\94c3d60869b34960ca7ed8eefa49b5adf6a72ba93e17a5daeaf05217bf499380.wav,0,jane_eyre_18_f000063,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,5.229875,32008.413202992426,0.026191094890236855,0.079796875,0.0,0.14276785574774606,2257.5487408662493,1892.75,0.49691283778598916,0.053847640093829016
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\8e2a7886943b4be526cc31d1b41920268b53c1a2054090bf4319cecd720c384d.wav,1,jane_eyre_18_f000063,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,5.22,32008.429118773947,0.037684258073568344,0.160046875,0.0,0.16692448319504993,1999.8063991888043,652.25,0.444952404630437,0.020182114444861926
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\ad6bfebec914a57019754167641840e8bd2aed9d222e9e60bea364e148aee5c9.wav,0,dorothy_and_wizard_oz_09_f000102,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,4.006875,32010.981126189363,0.06979124248027802,0.28478125,0.0,0.10775168362005656,1491.3721628136298,1000.0,0.25115370461694414,0.002575415936827061
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\c5b5eaab170ee4c757900b1e7c69725ea851a8dd2b338d091f0bbe6bf6bec403.wav,1,dorothy_and_wizard_oz_09_f000102,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,5.36,32008.20895522388,0.0870208665728569,0.31675,0.0,0.12068938577165268,1206.3347977277333,790.0,0.23849015554954403,0.0012655976982184577
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\e8142ca7b96985247d4ae0d4dd8f7793ffc6926533c13d03f0e288cd3a7dc32e.wav,0,dorothy_and_wizard_oz_14_f000119,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,6.389875,32006.885893699015,0.037317436188459396,0.204515625,0.0,0.15514304911014234,1686.4859030775522,1375.25,0.2724077496636781,0.005281446569815477
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\08e1fd34ce4eaa91f2157f0ea2b189aca34e5d79c95198b12c3a7c54a31ec2f4.wav,1,dorothy_and_wizard_oz_14_f000119,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,9.6,32004.583333333336,0.016330542042851448,0.07453125,0.0,0.07123548805450085,2640.452749313912,3807.25,0.5691868840974185,0.09308561416387343
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\64fecf86b066a46efb6a7cfe89272c2022bc86f6e9d2cc33181321b6d1d1792e.wav,0,emerald_city_of_oz_08_f000059,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,10.299875,32004.271896503597,0.10298437625169754,0.119046875,0.0,0.13272082376287128,1315.9247744797399,680.0,0.2146860375315535,0.0009291720012923928
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\405fc2f2d87374ee8675ec40843d686e48939858692bc4b5a34635f2659f50ea.wav,1,emerald_city_of_oz_08_f000059,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,14.24,32003.08988764045,0.046256229281425476,0.2150625,0.0,0.13195518679979373,1603.9794135166205,404.25,0.385497683547994,0.005665940092938035
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\852bd4ce32be1bcf3494bd33e251e20ae7042f8955789e5a1093bfab2b53f195.wav,0,emerald_city_of_oz_08_f000073,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,5.2718125,32008.34627559307,0.09633101522922516,0.07415625,0.0,0.11857997781215332,1548.412850318391,692.75,0.26353654169138535,0.006061752274119725
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\2727d66bae293fcc1e4cbd1bc1074130a69c0c3e5f78885270cc41f25dc55c6c.wav,1,emerald_city_of_oz_08_f000073,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,5.04,32008.73015873016,0.10935568064451218,0.172453125,0.0,0.1447522617540899,1790.609652070303,893.25,0.35893980631257716,0.01119197255582038
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\4f567dd04f0efaa89bb8004eb4d944c01b87b4a43bf8602a1d7e54ecbd896c27.wav,0,jane_eyre_01_f000039,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,7.469875,32005.89032614334,0.0309761893004179,0.0725,0.0,0.11136111501742214,1985.8771349146518,1172.25,0.43476735737961913,0.033436378073133474
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\f8db49fa010baa62a293223090b2ebd5d94dd0e1c7fcf5b5079830fced9dbfe7.wav,1,jane_eyre_01_f000039,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,8.8,32004.999999999996,0.04374769330024719,0.251171875,0.0,0.09572024562883795,1607.5769983178407,362.25,0.37521513295950426,0.00545963407550272
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\b49c2faa78c4dbb792a4610b509cc7e78b1d6e4632a9f9c66bd30a7fed8b5a26.wav,0,jane_eyre_02_f000105,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,4.259875,32010.328941576925,0.0400833822786808,0.22403125,0.0,0.1516273691776434,1957.9206304280697,1894.75,0.4058235103246758,0.019776074541844463
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\07c7de63ec0b87f85e53dfbc00e12dd0f2a93a37cc6eee97f4c0700d1f3685f1.wav,1,jane_eyre_02_f000105,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,6.56,32006.70731707317,0.06287706643342972,0.346328125,0.0,0.18917483085673215,1711.3144676724423,1588.75,0.3735540221389583,0.005618196965158455
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\e3ee7f85f3827bf8fbc59c3dbd03e46edc70f4a4b02e6f8c24bf080148fa6836.wav,0,jane_eyre_08_f000060,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,2.209875,32019.910628429214,0.016581766307353973,0.71209375,0.0,0.05328208253253957,2263.447836177277,699.0,0.46145484247941787,0.06323588386866881
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\cbbd08b3f00a4231c9d3cd3b6c6b67c148d4e2a065bd528230ab2d9f57e56b99.wav,1,jane_eyre_08_f000060,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,1.68,32026.190476190477,0.01795141026377678,0.813984375,0.0,0.07489179518429975,2122.8286278350333,989.0,0.5219020863066375,0.04908186565231616
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\634c769e93fe8f2f4ea3de6a6a4a6abdf1b4f64189f420341f68a51fcf76bdd2.wav,0,jane_eyre_12_f000078,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,10.029875,32004.386894153715,0.043619006872177124,0.05825,0.0,0.09314208034500539,1485.3022354546388,975.25,0.2769562743491412,0.0031239688804723903
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\2c952fa2ee741a5ec1d8f6cf9b2512f7f30e941b3fb3e4a4128dccdedc6139c0.wav,1,jane_eyre_12_f000078,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,12.88,32003.416149068322,0.07797837257385254,0.240859375,0.0,0.10492351442991296,1319.7903309204798,887.75,0.19518253344975703,0.0012580073843436639
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\e31de757c3283b7dbcc0d19c18164dc4b757c26b6c5dd1480390165bfb21026a.wav,0,jane_eyre_17_f000177,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,6.639875,32006.626630772418,0.044337399303913116,0.053890625,0.0,0.16139314676791824,2020.393568906605,629.0,0.4268345708305661,0.01739674550012023
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\c7b46e587eab745814b7d4b72f83022aabc188be0a2dcbf0cd01d3ea7084c935.wav,1,jane_eyre_17_f000177,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,7.04,32006.25,0.029649576172232628,0.27340625,0.0,0.15464304129752027,2365.1884933867846,1402.25,0.5623219467312252,0.08576973354156169
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\6f6f1d1d5b8d14df8e48499151cc99c7ac761d974de5aba279d7b97e4fb12f85.wav,0,jane_eyre_17_f000379,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,7.639875,32005.75925653234,0.08286313712596893,0.05575,0.0,0.1182205971968312,1438.5558140500132,686.0,0.26885602657828495,0.001983851302074408
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\2a2f4ae9ab72d3f448d3dd1af942158c478f6cd06fd2494d60364e04df0d3a6f.wav,1,jane_eyre_17_f000379,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,9.04,32004.86725663717,0.05298801138997078,0.3745,0.0,0.10557977468397944,1772.0845016921103,665.0,0.45804665236314446,0.016250135087392845
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\bdda60c8200b4f62c7fd5b8ab6b2c383619acb28294102e9004848a3014c2333.wav,0,dorothy_and_wizard_oz_02_f000150,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,2.329875,32018.885133322605,0.028005260974168777,0.727546875,0.0,0.047125736339630304,1531.0461997619557,1462.0,0.2561017264689541,0.002937801536463045
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\3bc3f750c2a8a68e6ebb05cea243d36fc50e43ae923b91dd01fbe367acd6c074.wav,1,dorothy_and_wizard_oz_02_f000150,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,2.74,32016.05839416058,0.05658693611621857,0.552515625,0.0,0.0668916701823466,1077.485320549763,1033.25,0.1923536117628498,0.0006957915401250354
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\3fe54e1e3367cf344fb5cb15ede60e6bb8b1a2bec3d65582ab641b74a83528bc.wav,0,dorothy_and_wizard_oz_03_f000008,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,10.869875,32004.047884635285,0.04189281910657883,0.103890625,0.0,0.1906904795387428,1815.1491198383594,1436.75,0.35416338916240686,0.013406206679044517
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\3c4e80c492b0da5a9c9041573222be1834445ecbe70dd0540f53c601f2522f38.wav,1,dorothy_and_wizard_oz_03_f000008,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,10.2168125,32004.30662694456,0.057727016508579254,0.254390625,0.0,0.1996124939452179,1743.3519566348114,760.75,0.3174299150330143,0.010375375454764446
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\c22e8a180a454662d26075d28ab270e6757a500628c409d76303f9fa56f76cd2.wav,0,dorothy_and_wizard_oz_07_f000046,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,8.089875,32005.43889738717,0.05751542001962662,0.170703125,0.0,0.19239363115048672,1578.6954434319512,700.5,0.3124822988962661,0.006155542589700438
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\bb5f2ef4bc11c0bba5c5ea190f384ebeabdb2bca08971c81d6b4b7a5e03414de.wav,1,dorothy_and_wizard_oz_07_f000046,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,9.2415625,32004.761099651707,0.018839038908481598,0.45565625,0.0,0.20297192143627243,1548.208997136836,1136.25,0.3304114737397562,0.005651652365227669
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\320067930d57139cc380f6f1208b88095f1343583b162fd2d7fbedeac69f612b.wav,0,emerald_city_of_oz_05_f000014,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,7.579875,32005.804845066705,0.07941579073667526,0.10540625,0.0,0.17289332645822592,1406.086854966913,523.5,0.25794511989233143,0.0018784239099371102
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\c18c53937242fa65af450bc223d8c2198bdd76c6988754c18a008e01fdd20e58.wav,1,emerald_city_of_oz_05_f000014,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,7.0124375,32006.274565726966,0.03395223990082741,0.131609375,0.0,0.1623931623931624,1903.8070493934194,681.75,0.44933970030525333,0.013253236452099186
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\d323854605f809037752c15ce3e1717b4978328fcfd93b27c2078e6775eb1764.wav,0,emerald_city_of_oz_07_f000058,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,10.899875,32004.036743540637,0.06175437197089195,0.10821875,0.0,0.1778777793403022,1647.4732333515988,991.0,0.31824959971832345,0.007637136104673147
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\9741a04a0599492831e1a9c5cb3e4029210e58094b3c6f5795b032a91771806b.wav,1,emerald_city_of_oz_07_f000058,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,12.8174375,32003.432823448522,0.043348606675863266,0.21853125,0.0,0.20548758574352724,1391.279574220554,815.25,0.26995720027348813,0.002309993274181392
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\1722b9235c88e53e30f161ecdf7d5adb7ae22d6ded36141c8787cdd370d1fae7.wav,0,emerald_city_of_oz_19_f000084,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,6.839875,32006.432866097697,0.06095048785209656,0.182234375,0.0,0.130720792512383,1270.3732269954353,830.0,0.2274180346302904,0.0021603148914911088
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\77d577f67274af6a3e658dcc82f1241bac5af33e019b4abb32bfb32ab3689de7.wav,1,emerald_city_of_oz_19_f000084,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,6.0836875,32007.232455644706,0.05427093058824539,0.141078125,0.0,0.1157049328895764,1177.7449926658564,1142.5,0.1801761690029298,0.00044187012375355663
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\04b92241e91508f594c2e6ebc227134809826bf1f8522e7311c12b77cd713f60.wav,0,emerald_city_of_oz_24_f000069,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,4.709875,32009.34207383423,0.07645171880722046,0.169046875,0.0,0.17703401615650244,1695.2899013197887,896.5,0.3097875525660804,0.007732872202838658
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\401ed7bdeb9470b07eecdd13e9eea6bf571c0cd40fddd4237608808abd56f6a4.wav,1,emerald_city_of_oz_24_f000069,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,4.4118125,32009.97322529006,0.048423830419778824,0.158484375,0.0,0.13701776590259224,1195.790994792509,470.25,0.2821529115937386,0.0035227633548151347
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\2ebc5b3e1fa8206e03cbf35f806ced68868409a26e701f255ed038acb4bdcd17.wav,0,emerald_city_of_oz_29_f000003,mlaad_tiny_matched,mlaad_tiny_matched,.wav,PCM_S16LE,none,canonical16k_pcm16_label_independent_v1,16000.0,10.359875,32004.24715549174,0.07460711151361465,0.0713125,0.0,0.1497367146361662,1465.428944028072,1355.25,0.23893778199678103,0.001885388802940761
