label,category,data_role,group,transition_location,duration,peak,rms,silence_ratio,zcr,spectral_centroid,high_frequency_ratio
0,PAIRED_CORE,paired_core,jane_eyre_12_f000082,nan,4.0,0.231109619140625,0.03019658662378788,0.058140625,0.14881482523164424,2153.5899551319926,0.034290349854297915
1,PAIRED_CORE,paired_core,jane_eyre_12_f000082,nan,4.0,0.492889404296875,0.07701259851455688,0.14390625,0.1577524648822638,1553.8405116086515,0.0054131167246013225
0,PAIRED_CORE,paired_core,jane_eyre_18_f000063,nan,4.0,0.207611083984375,0.026191094890236855,0.079796875,0.14276785574774606,2257.5487407916958,0.053847640089205805
1,PAIRED_CORE,paired_core,jane_eyre_18_f000063,nan,4.0,0.296295166015625,0.037684258073568344,0.160046875,0.16692448319504993,1999.8063991221702,0.020182114442925225
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_09_f000102,nan,4.0,0.58184814453125,0.06979124248027802,0.28478125,0.10775168362005656,1491.3721627550854,0.002575415936399043
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_09_f000102,nan,4.0,0.6356201171875,0.0870208665728569,0.31675,0.12068938577165268,1206.3347976815853,0.0012655976979883586
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_14_f000119,nan,4.0,0.33642578125,0.037317436188459396,0.204515625,0.15514304911014234,1686.4859029988354,0.005281446568791683
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_14_f000119,nan,4.0,0.1558837890625,0.016330542042851448,0.07453125,0.07123548805450085,2640.452749221601,0.09308561415632022
0,PAIRED_CORE,paired_core,emerald_city_of_oz_08_f000059,nan,4.0,0.55364990234375,0.10298437625169754,0.119046875,0.13272082376287128,1315.9247744302065,0.0009291720011208462
1,PAIRED_CORE,paired_core,emerald_city_of_oz_08_f000059,nan,4.0,0.2589111328125,0.046256229281425476,0.2150625,0.13195518679979373,1603.979413400938,0.00566594009169893
0,PAIRED_CORE,paired_core,emerald_city_of_oz_08_f000073,nan,4.0,0.690887451171875,0.09633101522922516,0.07415625,0.11857997781215332,1548.4128502747815,0.006061752273678713
1,PAIRED_CORE,paired_core,emerald_city_of_oz_08_f000073,nan,4.0,0.95001220703125,0.10935568064451218,0.172453125,0.1447522617540899,1790.609652033585,0.011191972555197778
0,PAIRED_CORE,paired_core,jane_eyre_01_f000039,nan,4.0,0.363250732421875,0.0309761893004179,0.0725,0.11136111501742214,1985.8771348044347,0.0334363780686257
1,PAIRED_CORE,paired_core,jane_eyre_01_f000039,nan,4.0,0.242218017578125,0.04374769330024719,0.251171875,0.09572024562883795,1607.576998185093,0.0054596340741051835
0,PAIRED_CORE,paired_core,jane_eyre_02_f000105,nan,4.0,0.362060546875,0.0400833822786808,0.22403125,0.1516273691776434,1957.9206303817957,0.019776074540197666
1,PAIRED_CORE,paired_core,jane_eyre_02_f000105,nan,4.0,0.440338134765625,0.06287706643342972,0.346328125,0.18917483085673215,1711.3144676276117,0.005618196964344035
0,PAIRED_CORE,paired_core,jane_eyre_08_f000060,nan,4.0,0.1749267578125,0.016581766307353973,0.71209375,0.05328208253253957,2263.4478359545806,0.06323588385715954
1,PAIRED_CORE,paired_core,jane_eyre_08_f000060,nan,4.0,0.314117431640625,0.01795141026377678,0.813984375,0.07489179518429975,2122.8286277044203,0.049081865644903355
0,PAIRED_CORE,paired_core,jane_eyre_12_f000078,nan,4.0,0.331695556640625,0.043619006872177124,0.05825,0.09314208034500539,1485.3022353586339,0.0031239688795721837
1,PAIRED_CORE,paired_core,jane_eyre_12_f000078,nan,4.0,0.6002197265625,0.07797837257385254,0.240859375,0.10492351442991296,1319.7903308633568,0.0012580073841152136
0,PAIRED_CORE,paired_core,jane_eyre_17_f000177,nan,4.0,0.362762451171875,0.044337399303913116,0.053890625,0.16139314676791824,2020.3935688288846,0.017396745497711082
1,PAIRED_CORE,paired_core,jane_eyre_17_f000177,nan,4.0,0.35906982421875,0.029649576172232628,0.27340625,0.15464304129752027,2365.188493274407,0.08576973353370061
0,PAIRED_CORE,paired_core,jane_eyre_17_f000379,nan,4.0,0.453704833984375,0.08286313712596893,0.05575,0.1182205971968312,1438.5558139807358,0.0019838513016371
1,PAIRED_CORE,paired_core,jane_eyre_17_f000379,nan,4.0,0.471893310546875,0.05298801138997078,0.3745,0.10557977468397944,1772.0845015490581,0.016250135083466427
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_02_f000150,nan,4.0,0.379669189453125,0.028005260974168777,0.727546875,0.047125736339630304,1531.0461996224635,0.0029378015350338144
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_02_f000150,nan,4.0,0.598480224609375,0.05658693611621857,0.552515625,0.0668916701823466,1077.48532046007,0.0006957915397693837
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_03_f000008,nan,4.0,0.358612060546875,0.04189281910657883,0.103890625,0.1906904795387428,1815.1491197670512,0.013406206677153759
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_03_f000008,nan,4.0,0.417236328125,0.057727016508579254,0.254390625,0.1996124939452179,1743.3519565638787,0.010375375453781173
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_07_f000046,nan,4.0,0.478790283203125,0.05751542001962662,0.170703125,0.19239363115048672,1578.6954433626572,0.00615554258877384
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_07_f000046,nan,4.0,0.207794189453125,0.018839038908481598,0.45565625,0.20297192143627243,1548.2089969451783,0.005651652362550428
0,PAIRED_CORE,paired_core,emerald_city_of_oz_05_f000014,nan,4.0,0.349822998046875,0.07941579073667526,0.10540625,0.17289332645822592,1406.086854898572,0.0018784239096322447
1,PAIRED_CORE,paired_core,emerald_city_of_oz_05_f000014,nan,4.0,0.22174072265625,0.03395223990082741,0.131609375,0.1623931623931624,1903.8070493079301,0.013253236449999591
0,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000058,nan,4.0,0.473907470703125,0.06175437197089195,0.10821875,0.1778777793403022,1647.4732332917172,0.007637136103702529
1,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000058,nan,4.0,0.256072998046875,0.043348606675863266,0.21853125,0.20548758574352724,1391.2795740783176,0.002309993273118924
0,PAIRED_CORE,paired_core,emerald_city_of_oz_19_f000084,nan,4.0,0.464630126953125,0.06095048785209656,0.182234375,0.130720792512383,1270.3732269178313,0.002160314890978915
1,PAIRED_CORE,paired_core,emerald_city_of_oz_19_f000084,nan,4.0,0.301910400390625,0.05427093058824539,0.141078125,0.1157049328895764,1177.7449925867504,0.00044187012350316914
0,PAIRED_CORE,paired_core,emerald_city_of_oz_24_f000069,nan,4.0,0.689239501953125,0.07645171880722046,0.169046875,0.17703401615650244,1695.2899012694745,0.007732872202063025
1,PAIRED_CORE,paired_core,emerald_city_of_oz_24_f000069,nan,4.0,0.39544677734375,0.048423830419778824,0.158484375,0.13701776590259224,1195.790994683382,0.003522763354030359
0,PAIRED_CORE,paired_core,emerald_city_of_oz_29_f000003,nan,4.0,0.5423583984375,0.07460711151361465,0.0713125,0.1497367146361662,1465.428943976321,0.0018853888025342628
1,PAIRED_CORE,paired_core,emerald_city_of_oz_29_f000003,nan,4.0,0.304718017578125,0.034496668726205826,0.108515625,0.1658150908607947,1785.6378492419722,0.011295338357724605
0,PAIRED_CORE,paired_core,hunters_space_05_f000074,nan,4.0,0.396148681640625,0.05468805879354477,0.138375,0.12145502273473023,1592.2504112736658,0.006285454044431843
1,PAIRED_CORE,paired_core,hunters_space_05_f000074,nan,4.0,0.2513427734375,0.03477911278605461,0.055578125,0.08739199049985157,1756.7340168428286,0.008056850022913231
0,PAIRED_CORE,paired_core,hunters_space_17_f000018,nan,4.0,0.4100341796875,0.030944863334298134,0.71678125,0.04603196924951952,2026.4200351426728,0.026690285858383216
1,PAIRED_CORE,paired_core,hunters_space_17_f000018,nan,4.0,0.363037109375,0.03972731530666351,0.396140625,0.10770480788762324,1231.3987914617044,0.0026895215729333378
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_02_f000014,nan,4.0,0.314605712890625,0.037403855472803116,0.15384375,0.17461210331411428,1789.2713294559087,0.009950161546927093
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_02_f000014,nan,4.0,0.1702880859375,0.029314154759049416,0.147109375,0.12987702932858325,1443.3706043543757,0.004957331086364219
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_06_f000021,nan,4.0,0.443084716796875,0.06380368024110794,0.18084375,0.1994562415037735,2018.577964537459,0.01625968338580532
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_06_f000021,nan,4.0,0.201690673828125,0.036353278905153275,0.291375,0.1721433147392928,1501.055401704207,0.005930430625324014
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_08_f000005,nan,4.0,0.46490478515625,0.06635244190692902,0.203265625,0.12567383865372897,1363.8305158089995,0.0020095755264218935
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_08_f000005,nan,4.0,0.43927001953125,0.08781290054321289,0.089609375,0.1259550930483289,1341.7718579129037,0.003792742114177916
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_11_f000081,nan,4.0,0.406646728515625,0.04832969233393669,0.1495625,0.14997109329833277,1569.709165822352,0.004608101388459313
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_11_f000081,nan,4.0,0.436126708984375,0.05484447255730629,0.115703125,0.14929920780012187,1867.5804664755624,0.01716379820940208
0,PAIRED_CORE,paired_core,emerald_city_of_oz_05_f000024,nan,4.0,0.468597412109375,0.06317691504955292,0.198953125,0.21445647588243566,1400.6427568601514,0.004003496161886174
1,PAIRED_CORE,paired_core,emerald_city_of_oz_05_f000024,nan,4.0,0.27667236328125,0.03976685553789139,0.247078125,0.1483304426631666,2156.4651786200748,0.05145356125517985
0,PAIRED_CORE,paired_core,emerald_city_of_oz_05_f000091,nan,4.0,0.5491943359375,0.07430526614189148,0.18575,0.13273644900701573,1444.596390012199,0.0023500093005239114
1,PAIRED_CORE,paired_core,emerald_city_of_oz_05_f000091,nan,4.0,0.614959716796875,0.05474959686398506,0.302890625,0.1582993484273192,1562.733247913823,0.0023503678088159607
0,PAIRED_CORE,paired_core,emerald_city_of_oz_12_f000089,nan,4.0,0.662109375,0.07768130302429199,0.273875,0.1404240691260801,1635.619178197226,0.003918314982772283
1,PAIRED_CORE,paired_core,emerald_city_of_oz_12_f000089,nan,4.0,0.31915283203125,0.029922442510724068,0.121609375,0.08684510695479616,1980.3356687683327,0.020941151230144
0,PAIRED_CORE,paired_core,hunters_space_06_f000014,nan,4.0,0.431884765625,0.039233025163412094,0.445078125,0.07221987843560056,2078.255323847109,0.042220656486979494
1,PAIRED_CORE,paired_core,hunters_space_06_f000014,nan,4.0,0.3656005859375,0.03618379309773445,0.403359375,0.11123611306426663,1452.4302023082414,0.002680821485342615
0,PAIRED_CORE,paired_core,hunters_space_08_f000081,nan,4.0,0.362518310546875,0.033561211079359055,0.457828125,0.10050157033703652,2202.1599357298282,0.04218392100841146
1,PAIRED_CORE,paired_core,hunters_space_08_f000081,nan,4.0,0.32135009765625,0.03748220205307007,0.3120625,0.14617415897123393,1923.0978323728423,0.009882398284267237
0,PAIRED_CORE,paired_core,hunters_space_12_f000017,nan,4.0,0.415618896484375,0.045035380870103836,0.243703125,0.10859544680385631,2159.0210248272288,0.0437133882757975
1,PAIRED_CORE,paired_core,hunters_space_12_f000017,nan,4.0,0.542144775390625,0.06181374192237854,0.211203125,0.13106454788356067,1346.971066046481,0.004920953947346374
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_09_f000114,nan,4.0,0.626251220703125,0.06412839889526367,0.14271875,0.17023703495367115,1497.1129912438637,0.003313326600056076
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_09_f000114,nan,4.0,0.3192138671875,0.053789831697940826,0.034,0.09048578884045064,1456.7112877123545,0.002233860914744639
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_12_f000128,nan,4.0,0.330718994140625,0.0392640084028244,0.20634375,0.16150252347692934,1531.9992316278608,0.004574689531983189
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_12_f000128,nan,4.0,0.30316162109375,0.0419314019382,0.033796875,0.058297785902904735,1185.5016626765027,0.00135370369637818
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_14_f000082,nan,4.0,0.499114990234375,0.04608719050884247,0.113375,0.15976812137689653,1570.9577916132669,0.0036385519978374766
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_14_f000082,nan,4.0,0.35791015625,0.07371079176664352,0.121734375,0.12370505789152955,1280.105475803007,0.002928251020341974
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_15_f000058,nan,4.0,0.488067626953125,0.04555538296699524,0.256875,0.15728370755793059,1733.9968187917582,0.008263987912702837
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_15_f000058,nan,4.0,0.33172607421875,0.04251141846179962,0.215359375,0.17570587040422506,1762.3512871440435,0.018497540837331534
0,PAIRED_CORE,paired_core,emerald_city_of_oz_11_f000090,nan,4.0,0.548980712890625,0.08216729760169983,0.246203125,0.16440881888779513,1488.0048035765756,0.0034584302626355424
1,PAIRED_CORE,paired_core,emerald_city_of_oz_11_f000090,nan,4.0,0.293304443359375,0.04550318792462349,0.224578125,0.19040922514414288,1720.9584986749774,0.014610699233227517
0,PAIRED_CORE,paired_core,hunters_space_01_f000007,nan,4.0,0.547454833984375,0.05784010887145996,0.1213125,0.0769543274113658,1408.5244549458375,0.005622591225836202
1,PAIRED_CORE,paired_core,hunters_space_01_f000007,nan,4.0,0.310699462890625,0.06010745093226433,0.118984375,0.11476741824091001,1532.6225797575798,0.006591941243509955
0,PAIRED_CORE,paired_core,jane_eyre_02_f000039,nan,4.0,0.514617919921875,0.043676864355802536,0.066796875,0.13392396756199315,1651.5965161664499,0.012730662244636187
1,PAIRED_CORE,paired_core,jane_eyre_02_f000039,nan,4.0,0.326385498046875,0.044918492436409,0.229734375,0.14504914139283426,1534.748061436422,0.0030292565407753075
0,PAIRED_CORE,paired_core,jane_eyre_05_f000057,nan,4.0,0.438873291015625,0.041019998490810394,0.03934375,0.08795449928905139,1918.0293788304675,0.019103464164747033
1,PAIRED_CORE,paired_core,jane_eyre_05_f000057,nan,4.0,0.41119384765625,0.0487557090818882,0.193171875,0.14851794559289988,1220.4590485666108,0.001325426380740374
0,PAIRED_CORE,paired_core,jane_eyre_05_f000180,nan,4.0,0.357025146484375,0.05002677068114281,0.0339375,0.11564243191299864,1835.1986234950716,0.010074600939255232
1,PAIRED_CORE,paired_core,jane_eyre_05_f000180,nan,4.0,0.445465087890625,0.05523430556058884,0.23,0.19354989921717528,1594.1559414722128,0.013204586037819006
0,PAIRED_CORE,paired_core,jane_eyre_09_f000110,nan,4.0,0.24456787109375,0.0260754507035017,0.47196875,0.09437647463241614,2225.7384106446384,0.04967437607522046
1,PAIRED_CORE,paired_core,jane_eyre_09_f000110,nan,4.0,0.416748046875,0.0528121292591095,0.06371875,0.10726730105157893,1350.4526117972798,0.0024407711152363283
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_11_f000097,nan,4.0,0.62835693359375,0.05319053679704666,0.18965625,0.12890826419162799,1401.8645236345253,0.0023305298329336778
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_11_f000097,nan,4.0,0.62359619140625,0.08306761085987091,0.3288125,0.15506492288942014,1844.5729574534491,0.013127457200936598
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_18_f000005,nan,4.0,0.547393798828125,0.0649857297539711,0.167046875,0.18644041313145518,1773.3693359483043,0.01221161374255806
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_18_f000005,nan,4.0,0.63641357421875,0.056179579347372055,0.426859375,0.17526836356818076,2212.4519004828694,0.033675408803315765
0,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000035,nan,4.0,0.605865478515625,0.06678462773561478,0.17753125,0.1478929358271223,1316.488890357707,0.0016733542240842357
1,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000035,nan,4.0,0.293365478515625,0.025236614048480988,0.160625,0.19453428959827498,2215.322819091578,0.029025095382925747
0,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000038,nan,4.0,0.52081298828125,0.06011344864964485,0.22721875,0.1711589243581931,1373.0944817824427,0.0014395597976804282
1,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000038,nan,4.0,0.358184814453125,0.03526654839515686,0.426921875,0.13168955764933826,1439.5534348967897,0.005127351125389786
0,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000053,nan,4.0,0.405975341796875,0.06429602950811386,0.26815625,0.12717386209159517,1522.5261709128267,0.003214700702619214
1,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000053,nan,4.0,0.626678466796875,0.2857710123062134,0.00178125,0.01984406006343849,1063.6412973030529,0.0002392902266628475
0,PAIRED_CORE,paired_core,emerald_city_of_oz_17_f000017,nan,4.0,0.40631103515625,0.082414910197258,0.0858125,0.15395553055516492,1472.4764654745816,0.0048023585893151866
1,PAIRED_CORE,paired_core,emerald_city_of_oz_17_f000017,nan,4.0,0.41070556640625,0.04396451637148857,0.170765625,0.13709589212331444,2623.914914080483,0.0909973185216063
0,PAIRED_CORE,paired_core,hunters_space_04_f000021,nan,4.0,0.38323974609375,0.042558617889881134,0.176171875,0.13301770340161564,2278.110467899626,0.05135507835813862
1,PAIRED_CORE,paired_core,hunters_space_04_f000021,nan,4.0,0.488525390625,0.04510028660297394,0.441609375,0.20478444975702745,2399.2045524996915,0.03592131447732783
0,PAIRED_CORE,paired_core,hunters_space_06_f000036,nan,4.0,0.73974609375,0.07541496306657791,0.133984375,0.12643947561680652,1722.8389667300453,0.012901533301893937
1,PAIRED_CORE,paired_core,hunters_space_06_f000036,nan,4.0,0.223907470703125,0.021758364513516426,0.51353125,0.30448913264269756,1760.5763410761797,0.010405948754635536
0,PAIRED_CORE,paired_core,hunters_space_08_f000103,nan,4.0,0.57196044921875,0.050783056765794754,0.1270625,0.13475210550164846,1829.2629028249048,0.020108704086569458
1,PAIRED_CORE,paired_core,hunters_space_08_f000103,nan,4.0,0.5921630859375,0.09633171558380127,0.148046875,0.13742402225034767,1994.8825750687058,0.011562256483094531
0,PAIRED_CORE,paired_core,hunters_space_10_f000106,nan,4.0,0.417877197265625,0.051332611590623856,0.11659375,0.1170799543742871,2272.764241540876,0.03643857594499056
1,PAIRED_CORE,paired_core,hunters_space_10_f000106,nan,4.0,0.733154296875,0.0638653114438057,0.407671875,0.215143986624791,1833.0638561075834,0.011072168616621397
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_09_f000123,nan,4.0,0.429931640625,0.0672428086400032,0.170515625,0.11343927248863263,1281.5402383670837,0.0008738192867706598
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_09_f000123,nan,4.0,0.496795654296875,0.08114397525787354,0.4366875,0.13815840872513632,1790.7763121759226,0.011362509722151293
0,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000047,nan,4.0,0.673736572265625,0.07743505388498306,0.217046875,0.11068922951921124,1466.6860816155104,0.0023160472486049148
1,PAIRED_CORE,paired_core,emerald_city_of_oz_07_f000047,nan,4.0,0.42095947265625,0.08365296572446823,0.427796875,0.08837638088095126,1497.5600840130287,0.004313655868533178
0,PAIRED_CORE,paired_core,emerald_city_of_oz_09_f000074,nan,4.0,0.552490234375,0.08892563730478287,0.16809375,0.14218972171440178,1316.9022780364533,0.0022420280470110718
1,PAIRED_CORE,paired_core,emerald_city_of_oz_09_f000074,nan,4.0,0.607208251953125,0.06341046839952469,0.428203125,0.14359599368740136,1897.518454068067,0.01923709778504055
0,PAIRED_CORE,paired_core,emerald_city_of_oz_11_f000043,nan,4.0,0.51007080078125,0.07840923964977264,0.199203125,0.10256410256410256,1339.6527787868831,0.0013893810177390935
1,PAIRED_CORE,paired_core,emerald_city_of_oz_11_f000043,nan,4.0,0.3984375,0.06995626538991928,0.483515625,0.0716886201346896,1480.6221592472111,0.0031506021374108897
0,PAIRED_CORE,paired_core,hunters_space_02_f000090,nan,4.0,0.438690185546875,0.05159829556941986,0.047421875,0.1138611540805325,2138.729095791997,0.031465888309765246
1,PAIRED_CORE,paired_core,hunters_space_02_f000090,nan,4.0,0.511932373046875,0.07623136043548584,0.3691875,0.1568462007218863,1915.5590174844097,0.0143563999015717
0,PAIRED_CORE,paired_core,hunters_space_07_f000081,nan,4.0,0.64373779296875,0.06950487196445465,0.2010625,0.09411084548196065,1587.969205990162,0.009774544213071355
1,PAIRED_CORE,paired_core,hunters_space_07_f000081,nan,4.0,0.581634521484375,0.07304023206233978,0.43125,0.1157830591102986,1789.0880857595866,0.014571647491017565
0,PAIRED_CORE,paired_core,hunters_space_18_f000024,nan,4.0,0.730224609375,0.05692431330680847,0.153984375,0.11939249050766418,1951.430999791581,0.027952179963533684
1,PAIRED_CORE,paired_core,hunters_space_18_f000024,nan,4.0,0.240142822265625,0.04631764814257622,0.462453125,0.08715761183768496,1542.6328878596842,0.0037561768096778005
0,PAIRED_CORE,paired_core,jane_eyre_04_f000253,nan,4.0,0.324127197265625,0.03873814642429352,0.055390625,0.11950186721667526,1842.1113548645335,0.013928658279339708
1,PAIRED_CORE,paired_core,jane_eyre_04_f000253,nan,4.0,0.26507568359375,0.03697519749403,0.343046875,0.12778324661322832,2296.9748346723736,0.04240954706689102
0,PAIRED_CORE,paired_core,jane_eyre_05_f000054,nan,4.0,0.313934326171875,0.0416785329580307,0.040875,0.12470507351677369,1665.9609493793262,0.011324634488445704
1,PAIRED_CORE,paired_core,jane_eyre_05_f000054,nan,4.0,0.551605224609375,0.0682186707854271,0.45134375,0.13434584915389303,2476.1091330486465,0.062422926832803774
0,PAIRED_CORE,paired_core,jane_eyre_05_f000097,nan,4.0,0.53765869140625,0.06711677461862564,0.26646875,0.08950139845935093,1530.2338155227947,0.0068347507878399084
1,PAIRED_CORE,paired_core,jane_eyre_05_f000097,nan,4.0,0.517333984375,0.06272927671670914,0.567125,0.09600150002343787,1080.0358488410936,0.0010149672818512753
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_06_f000040,nan,4.0,0.41864013671875,0.0571264810860157,0.1933125,0.20155002421912843,1521.6930029079329,0.003562480922525179
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_06_f000040,nan,4.0,0.308349609375,0.03355071693658829,0.28890625,0.18140908451694557,1736.893930822323,0.010529438847332871
0,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_12_f000027,nan,4.0,0.36065673828125,0.05465144291520119,0.16775,0.1679401240644385,1403.5307417618087,0.003664046071842223
1,PAIRED_CORE,paired_core,dorothy_and_wizard_oz_12_f000027,nan,4.0,0.483856201171875,0.04926031455397606,0.29971875,0.19519054985234144,2121.835019618875,0.038389182846821954
0,PAIRED_CORE,paired_core,emerald_city_of_oz_09_f000109,nan,4.0,0.684722900390625,0.09046877920627594,0.17503125,0.11737683401303145,1353.7561528681251,0.0008560186910839196
1,PAIRED_CORE,paired_core,emerald_city_of_oz_09_f000109,nan,4.0,0.6680908203125,0.08493167906999588,0.063140625,0.10172033938030282,1660.0272874342857,0.008643055410447313
0,PAIRED_CORE,paired_core,emerald_city_of_oz_10_f000117,nan,4.0,0.69464111328125,0.08148262649774551,0.207484375,0.17094017094017094,1467.977651293836,0.0038202942033185587
1,PAIRED_CORE,paired_core,emerald_city_of_oz_10_f000117,nan,4.0,0.33111572265625,0.039295461028814316,0.07728125,0.2703010984546634,2566.981839283685,0.05131266961674489
0,PAIRED_CORE,paired_core,emerald_city_of_oz_12_f000086,nan,4.0,0.69427490234375,0.08022966980934143,0.14359375,0.16678385599774997,1375.8837722025878,0.001172357041722816
1,PAIRED_CORE,paired_core,emerald_city_of_oz_12_f000086,nan,4.0,0.949981689453125,0.12831321358680725,0.113203125,0.12175190237347458,1323.4931763654563,0.002187347830572663
0,PAIRED_CORE,paired_core,emerald_city_of_oz_22_f000076,nan,4.0,0.46783447265625,0.0653994008898735,0.09459375,0.13276769949530462,1486.2747763996397,0.00344059770951295
1,PAIRED_CORE,paired_core,emerald_city_of_oz_22_f000076,nan,4.0,0.949981689453125,0.1534326672554016,0.06134375,0.11470491726433225,1491.5600654422033,0.005112456852864559
0,PAIRED_CORE,paired_core,emerald_city_of_oz_29_f000057,nan,4.0,0.413177490234375,0.06512424349784851,0.216171875,0.17401834403662558,1509.4687705624551,0.0026188485573389736
1,PAIRED_CORE,paired_core,emerald_city_of_oz_29_f000057,nan,4.0,0.95001220703125,0.133870467543602,0.292125,0.09353271144861638,1292.3248264711392,0.0019287062566446457
0,PAIRED_CORE,paired_core,hunters_space_02_f000038,nan,4.0,0.4002685546875,0.04550732299685478,0.175578125,0.11176737136517759,2534.7896058167094,0.07488450828685995
