component,domain,path,group,duration,rms,peak,crest,zcr,abs_q10,abs_q50,abs_q90,silence_fraction,clipping_fraction,spectral_centroid,spectral_bandwidth,spectral_rolloff85,spectral_flatness,frame_rms_std,frame_rms_p90_p10,log_band_0,log_band_1,log_band_2,log_band_3,log_band_4,log_band_5,log_band_6,log_band_7,procedural_probability
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0364.wav,wavefake::LJ019-0364,9.20675,0.05873782760308199,0.4285849332809448,7.2965744694728345,0.2103610184454566,0.001480481866747141,0.02133564930409193,0.09433405697345734,0.0726484375,0.0,1304.7928267024295,2010.0367898186137,1843.75,0.14768647038641972,0.0018755812010348913,17.457009948577518,-0.09868174355730999,-1.1784724182148478,-1.7326153198945446,-2.0416523671538926,-2.1000914198474483,-2.0618943882182013,-1.5796325894687502,-1.1776878726990885,0.003372898698536923
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1994843.flac,asvspoof::LA_0097,3.209,0.14562971776169073,0.999969482421875,6.866520774683026,0.09085951346824299,0.000335693359375,0.002349853515625,0.23366394042968763,0.2787277968214397,1.947647242131505e-05,401.5977310502347,465.05833214019043,562.5,0.017457596239263178,0.006536840264770465,240.94229298784856,-0.017703299113847087,-1.6639644342757842,-2.0450302067682777,-2.1667315913184804,-2.8210969986287755,-3.478600891754365,-3.3435674288944277,-3.845856699318783,0.019131496003052584
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9435398.flac,asvspoof::LA_0087,1.178375,0.1499304739155904,1.0,6.669758147786498,0.2225640481620962,0.00079345703125,0.021697998046875,0.2452850341796876,0.11992150206852657,5.303914288745094e-05,539.9384552210071,669.5101520494941,843.75,0.025613357506551106,0.006021479760713096,175.23411349906806,-0.060335549547299076,-1.004255493310638,-1.7021995816282873,-2.3262415721853125,-3.0902672007985315,-3.1185857603340126,-2.6125562988683217,-2.6776467290644432,0.00112758019866209
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4903187.flac,asvspoof::LA_0098,5.77425,0.16662654862445758,1.0,6.001444597246007,0.13117646422115667,0.0008544921875,0.0609130859375,0.2890716552734376,0.11173529029744123,4.329566610382301e-05,555.029844828136,627.1031803387483,687.5,0.026470602583312023,0.00556635143582739,180.43324205017407,-0.03594095453940435,-1.4642675478221805,-1.5721345650388834,-1.8508284315905659,-2.941625726699143,-3.1035660942353718,-2.8892183688015494,-3.0058872642052874,0.02308532141869013
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0163.wav,wavefake::LJ028-0163,5.3058125,0.05837937418233224,0.45822566747665405,7.84910208262099,0.14154455072327193,0.0005477732629515232,0.013131524436175823,0.0952501937747002,0.15427655990482136,0.0,1025.2189847782815,1411.0936275539043,1281.25,0.07094027978052984,0.0021457194748239995,76.67456776551528,-0.0907061573339024,-0.9606616972440922,-1.708445026177585,-1.905836049625254,-2.84973372185956,-2.944258625216472,-1.7048666767111946,-1.6066188585277188,0.0022764773913575374
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0119_WF6_1.wav,wavefake::LJ048-0119,4.5046875,0.052947277377024635,0.4548164904117584,8.58998824761321,0.21493187557232843,0.0012987843714654447,0.01731094717979431,0.08840168863534928,0.08120707596253902,0.0,1159.1971031639234,1864.6483442582683,1281.25,0.14518458983889887,0.0017300001305216972,18.529972002413942,-0.07805122234773207,-1.4107115627148679,-1.7404960365581923,-1.982017108026412,-1.9983531524647222,-2.0002003116343072,-1.4629750929483123,-1.3707397072982896,0.0014086576052382304
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0029_WF4_2.wav,wavefake::LJ043-0029,2.2871875,0.05077780601314505,0.28564029932022095,5.625298171533369,0.1526753019620703,0.0006496168440207839,0.013738483190536499,0.08432281911373138,0.14318896024047,0.0,819.1782629756738,1153.4273785717546,812.5,0.08921905325447706,0.0017027665686923908,51.133016500978144,-0.052046350465521696,-1.4757211388125722,-1.84564025394708,-1.7769294239340674,-1.8002227833990294,-1.6072770059739439,-2.250681137752251,-2.6272170991736963,0.005680423379250968
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3686694.flac,asvspoof::LA_0080,1.523875,0.1168617699711458,1.0,8.557118382229781,0.16570280136171608,3.0517578125e-05,0.0025634765625,0.177032470703125,0.42638011647937,4.101386268558773e-05,654.6617347858182,598.6277131172769,625.0,0.029235782591771287,0.005478881856769587,4266.179701195457,-0.03199249698552907,-1.4878817171263212,-1.605750016915307,-2.1513159551427092,-2.4060943483206865,-3.318039516487442,-2.92091022842879,-2.9799222701083887,2.404789492733163e-06
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0319.wav,wavefake::LJ019-0319,4.6324375,0.06631147767670284,0.5829252600669861,8.790714375405704,0.1621198629212877,0.0006245937664061784,0.017518101260066032,0.106745807826519,0.14214978615469717,0.0,927.4136259637337,1331.5272298591567,1031.25,0.12172801776597339,0.002383968965058742,99.74434792773988,-0.0723440400447762,-1.1459480491969993,-1.8178341995486846,-1.9979567342206397,-1.6485418760881732,-2.1461983592106617,-1.8734346190544924,-1.8620357535314191,0.0013802865513669244
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7336869.flac,asvspoof::LA_0093,3.7130625,0.06806887765421014,0.999969482421875,14.690553405356841,0.11414287638028549,9.1552734375e-05,0.0020751953125,0.08587646484375,0.44540389503273914,1.6832466461310574e-05,872.6750492210383,995.0867817823645,2093.75,0.07421410003722624,0.003070549193236273,407.89063165606854,-0.13331673876049124,-1.091336574018705,-0.8414443254175109,-1.5836409583214448,-2.2964996842887304,-2.212467034470871,-2.790892432438894,-3.459342980583972,2.465325569129156e-05
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5077856.flac,asvspoof::LA_0088,1.32725,0.18815390937829085,0.999969482421875,5.314635692269338,0.12234518483635508,0.00048828125,0.0351104736328125,0.3313751220703125,0.17997739687323414,0.0003296289320022603,432.3627093087745,448.34347590301246,468.75,0.012307907009775913,0.007388282378002961,453.4264150697842,-0.011704621919042247,-2.04735584473173,-2.013575818039281,-2.2814633811479257,-2.965787312652474,-3.3232085089006076,-3.1631667183856225,-3.3396287158090883,1.0282248285943097e-06
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2690019.flac,asvspoof::LA_0089,1.6778125,0.15297465995972806,0.999969482421875,6.536830888757169,0.12818506928922666,0.00042724609375,0.0196533203125,0.27870483398437507,0.20875395790650028,3.7250884708511824e-05,437.01918898715957,462.7037816330363,593.75,0.013278552635941803,0.0059254927106694565,318.7569779811483,-0.026924328723339393,-1.354419649784987,-1.934441993750452,-2.703316814315718,-2.951575639250407,-3.1266851704094734,-3.620617303755856,-3.7378854311205436,0.012143977613548955
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3034269.flac,asvspoof::LA_0084,3.2496875,0.06419188766138481,1.0,15.578292467033318,0.10231949840366196,9.1552734375e-05,0.000640869140625,0.0667724609375,0.5706317915184153,0.00017309356668910472,734.0950447635468,439.6333418624945,1062.5,0.012294915677409172,0.0030898325769827613,278.07337433994456,-0.12759001565962155,-0.6193980551859986,-2.1260003997228676,-2.3408563422739337,-2.7132503986977055,-3.927989343004074,-3.749974937851507,-4.131374624878531,1.767009032796814e-06
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2842909.flac,asvspoof::LA_0093,3.832125,0.07865102287149697,1.0,12.714392813858733,0.10395837750558609,0.0008544921875,0.012725830078125,0.1158447265625,0.11582998988811691,1.630948886061911e-05,701.6485144534681,715.8872591289753,1375.0,0.0379722529346388,0.003215148066909516,72.12568946794542,-0.1383952020829536,-0.6757189528630649,-1.331446341205416,-2.0009603168952337,-2.5640996249438848,-2.7619522615915066,-3.2213267920092417,-3.642344054560429,0.00047837334851333303
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0024.wav,wavefake::LJ017-0024,7.9064375,0.06310306322760871,0.542306661605835,8.593983142304353,0.22443123428878595,0.0006363030872307718,0.015373940579593182,0.10044475197792055,0.13869236302696378,0.0,1143.0575333178606,1660.779192258938,1312.5,0.13607412008375808,0.002280577963228623,71.74007382667688,-0.09178119309564559,-1.1764858049597082,-1.396608092964947,-2.0212128268047156,-2.280745228816535,-2.1052967893562027,-1.591524760812454,-1.4492320862045738,0.0016171937589208076
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6579305.flac,asvspoof::LA_0084,4.331125,0.1631946032454806,1.0,6.127653611778938,0.1889836500858623,0.00128173828125,0.041351318359375,0.2712493896484376,0.08044965222661549,4.3291292677999366e-05,593.4207923337491,589.7456271259883,781.25,0.026583788247480814,0.006001323811610571,64.75140477175117,-0.04050121017167209,-1.2630221481461987,-1.642384148396295,-2.212451412652126,-2.474962863637294,-3.5123897323803286,-3.010602471966582,-3.036012495271668,0.012374186230935587
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0246.wav,wavefake::LJ009-0246,4.760125,0.046876266622473,0.4765644669532776,10.166433918284936,0.14578327490447868,0.00023200654977699743,0.006514637032523751,0.07310820519924173,0.28933063732570047,0.0,752.0211369035801,810.2906470569696,1343.75,0.06868476507898184,0.0019016324465590448,185.97205793443,-0.09450535162939817,-0.8061200971625221,-1.7542734706466803,-2.0555595532823707,-2.496357942845044,-2.474338653413796,-2.45707086604089,-2.5460237041895746,0.0009579729866388146
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6439800.flac,asvspoof::LA_0092,3.3076875,0.12063457822463453,0.999969482421875,8.289244237749351,0.1382411851403953,0.00054931640625,0.019256591796875,0.182708740234375,0.15751185684862914,1.8895376301419042e-05,669.8308862683302,555.5816809325773,1156.25,0.023496226147047168,0.0048575885328907675,194.2781891966017,-0.09589846565634483,-0.7563614547612006,-1.764872863214864,-2.4596641313284273,-3.2866386386584803,-2.9834301683300044,-3.3232821188562127,-3.6831448578479016,0.0031404121764642455
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9161713.flac,asvspoof::LA_0092,2.83,0.14030216654262148,1.0,7.127473685135265,0.1603834006934782,0.001007080078125,0.030548095703125,0.233306884765625,0.09818904593639576,2.2084805653710246e-05,613.2683000625092,624.019261059885,1031.25,0.034964287231608666,0.00522491245513229,110.15996443623852,-0.07812069206931962,-0.8910346034344915,-1.5926820766751029,-2.2462941385928192,-2.887029286239149,-2.699034748161019,-2.972898714256026,-3.2738876218163853,0.004618616907446227
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2233888.flac,asvspoof::LA_0080,4.413375,0.08684860188792826,0.999969482421875,11.513938747249636,0.17036523019840538,0.00018310546875,0.004364013671875,0.13597717285156263,0.36783074177925057,2.8322995439997735e-05,659.1013240307421,1034.7280150878048,750.0,0.09515768188058639,0.0037318996255078654,272.69070239543555,-0.04512558928599074,-1.479801590336179,-1.6976907574280038,-1.6927394298734264,-2.1325773070638756,-2.3593556662961666,-2.01495077746234,-2.418981617786918,0.00017599946197088695
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4766453.flac,asvspoof::LA_0080,3.1470625,0.10915984524064791,1.0,9.160877773282419,0.14126549094375596,0.000213623046875,0.001922607421875,0.153106689453125,0.3734236291780033,3.971957976684607e-05,501.11756523871094,620.7974248463503,593.75,0.0334260735702692,0.005017853309787784,262.5037767437912,-0.013935077618829747,-2.111395603345132,-1.9922762433157104,-2.3263302848457177,-2.576805545141696,-2.80412046975417,-2.464096208362905,-2.8897778962039804,0.0022048637003568997
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0143.wav,wavefake::LJ028-0143,7.36075,0.06555638606183246,0.46622058749198914,7.1117493733143275,0.1714513759754099,0.0005945702840108425,0.016444138251245022,0.10695815235376367,0.14792989844784837,0.0,847.4526858388047,1160.6648275552175,812.5,0.08404626460122232,0.0024115730923898095,84.95108311106142,-0.053115885198874814,-1.1974764868251706,-1.9845090688847842,-2.15670974147614,-2.441135946106169,-2.187161100589951,-2.114204167875928,-1.782116442409478,0.010759717436312464
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9264723.flac,asvspoof::LA_0081,2.019125,0.19476094232170651,0.999969482421875,5.134343007902085,0.12100294072125058,0.000518798828125,0.05853271484375,0.3542938232421875,0.16309663839534452,3.095400235250418e-05,377.311239010153,471.14007138983976,531.25,0.012250959206462523,0.0068981137389837145,390.25776858941805,-0.02003495703351482,-1.6412516601773153,-1.812492740125236,-2.2872461506627104,-3.2390354441635436,-3.7648362989712894,-3.281537169229183,-3.388017961446763,0.04910286251699401
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9999337.flac,asvspoof::LA_0081,1.6029375,0.14381291079931963,1.0,6.953478616363079,0.1411916088278874,0.00067138671875,0.0333251953125,0.2403503417968751,0.13381682068078138,3.899091511677779e-05,649.6648420660212,492.24692406024826,1062.5,0.01410356006750607,0.005443176947876995,132.15874510319193,-0.09439373522488352,-0.7358897122700613,-2.073547754908443,-2.8192835059415224,-3.2494205703027252,-3.895644015127346,-3.3310397840411947,-3.2709585394824954,0.003522753307699357
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0413.wav,wavefake::LJ016-0413,5.4915625,0.05057671128899937,0.45122477412223816,8.921591827983907,0.280922789766002,0.0007149824174121022,0.012480294331908226,0.07501111179590227,0.13112160701075515,0.0,1406.071635536228,1936.1602052965795,2312.5,0.20134928937560242,0.0018944143954758039,41.942168418900835,-0.1298004174190053,-0.9806979809635821,-1.7371873255595134,-1.6364962033075545,-1.8099955590632015,-1.7839359116939375,-1.4992288325050804,-1.3117459946859633,0.00012269130595795477
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0153.wav,wavefake::LJ008-0153,8.5914375,0.042590040821675876,0.4159461557865143,9.766277462096765,0.1545480824068938,0.000419245447847061,0.010295647196471691,0.06824982240796089,0.1861328125,0.0,1039.8982618187417,1523.6650825217998,1125.0,0.09785306597460006,0.0015502088321602513,105.96163652822676,-0.09284446089253752,-1.096353147519568,-1.3549916720108954,-1.9066874593590488,-2.4903436496460776,-2.651850346170602,-1.7851170335538031,-1.4691047592478954,0.0025591920406286364
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2351220.flac,asvspoof::LA_0093,2.23575,0.0546852485449457,1.0,18.28646712976173,0.0897095412484974,6.103515625e-05,0.00054931640625,0.04302978515625,0.5751425696075143,2.7954825002795484e-05,844.5560871671889,587.5517328640983,1156.25,0.03263567937018229,0.0027029320339109833,300.6490729968284,-0.2673512088345878,-0.38174178264646397,-1.4937888659519158,-2.0813991393827624,-2.8274124608824653,-2.715534065333242,-3.2507621022430095,-3.8590514633190525,2.1764001854945768e-06
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3093092.flac,asvspoof::LA_0079,2.6958125,0.13277313373236319,1.0,7.5316441804841725,0.15250857831772235,6.103515625e-05,0.0194091796875,0.2312866210937501,0.2620267544571442,2.318410497762734e-05,690.4233087067015,875.0655717606032,968.75,0.05333713564723913,0.005277226977409357,3352.760162031952,-0.06749374370021753,-1.1753109793234142,-1.6049453431005736,-1.47972500461732,-1.7752853823838357,-3.2645588067042084,-2.8924367131339306,-3.237317070874487,1.7469586914373657e-05
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0031.wav,wavefake::LJ002-0031,9.89175,0.05513079216480591,0.39519578218460083,7.1683312839622815,0.2239783123305651,0.0006484303448814899,0.009867907501757145,0.09535026848316196,0.148890625,0.0,1271.2005690492479,2048.1687174368044,1781.25,0.12541901984529102,0.0020966255746409134,65.84248765137755,-0.08172132945198529,-1.5585605584657503,-2.2721002369337824,-2.183052040825236,-1.7823321855529288,-1.618544918421673,-1.3275773365957,-1.352845806196464,0.004598223838777509
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0335.wav,wavefake::LJ019-0335,8.637875,0.06034580157403663,0.6100397109985352,10.109066332478722,0.2359784060812975,0.0006510079314466568,0.016468333080410957,0.09451239481568338,0.136953125,0.0,1592.2049430167347,2330.4606573405904,5718.75,0.16728240407315273,0.002149344410608438,59.98917552269448,-0.122854066738011,-1.2903831351244228,-1.7839874380080523,-2.069272341207874,-1.9625222634741213,-1.7899084943592356,-1.037421365456767,-1.2897685254242905,0.0003734702792434831
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4137518.flac,asvspoof::LA_0080,6.5568125,0.13987593481183502,0.999969482421875,7.148974437719123,0.20260609295763907,0.000946044921875,0.027374267578125,0.2404235839843749,0.10387097389165849,9.53207065170767e-06,569.5274502531653,626.809505012772,656.25,0.03172215203873023,0.005325669194175913,77.92763379706403,-0.02934724127027304,-1.4524583717484336,-1.829309234238053,-2.0770041070405156,-2.539447174865866,-3.2089259002936164,-2.717794153057765,-2.838619949138226,0.03047768204092169
