task,epoch,split,train_loss,file_eer,voice_eer,music_eer,voice_auc,music_auc,ads,cps,score,total
music,3,val_d,0.17290631604605708,0.32926693197456025,0.5318418658506326,0.09554291133238503,0.3897306397306397,0.9840045592705168,0.7003352874428779,0.6868675995005782,0.6989885186486479,0.6989885186486479
music,4,val_a,0.14785909126030988,0.24697809350243616,0.4317674303200728,0.02667140825035559,0.09465488215488214,0.9537234042553192,0.7821560447096607,0.5241891432051007,0.7563593545592047,0.7563593545592047
music,4,val_b,0.14785909126030988,0.15709109730848864,0.3595238095238096,0.010855117412494467,0.18921182266009853,0.9706766917293234,0.8462931542172454,0.579944257194711,0.819658264514992,0.819658264514992
music,4,val_c,0.14785909126030988,0.24087849146427642,0.4226697543627491,0.02667140825035559,0.08981481481481479,0.955015197568389,0.7870253809202052,0.522415006191602,0.7605643434473449,0.7605643434473449
music,4,val_d,0.14785909126030988,0.31096812586008105,0.5409395418079563,0.03781412991939309,0.08505892255892256,0.9569908814589666,0.7249837897325503,0.5210249020089446,0.7045879009601896,0.7045879009601896
music,5,val_a,0.11151430306249652,0.2347788894261167,0.46815813414936724,0.0,0.21990740740740738,0.9827507598784194,0.7889789284570682,0.6013290836429134,0.7702139439756527,0.7702139439756527
music,5,val_b,0.11151430306249652,0.1786576949620428,0.41666666666666663,0.0,0.5182266009852218,0.997905477980666,0.8273378191856453,0.7580660394829439,0.8204106412153752,0.8204106412153752
music,5,val_c,0.11151430306249652,0.228679287387957,0.4499627822347201,0.0,0.22091750841750843,0.9816109422492401,0.7956677998590774,0.6012642253333742,0.7762274424065071,0.7762274424065071
music,5,val_d,0.11151430306249652,0.2865697177074423,0.4499627822347201,0.0,0.24116161616161616,0.979065349544073,0.7667225846993349,0.6101134828528446,0.7510616745146859,0.7510616745146859
music,6,val_a,0.09290591942082191,0.19208167515899877,0.4954511620213382,0.0,0.29684343434343435,0.9852963525835866,0.804868930016233,0.6410698934635105,0.7884890263609609,0.7884890263609609
music,6,val_b,0.09290591942082191,0.14389233954451344,0.4285714285714286,0.0,0.6476847290640394,0.997905477980666,0.8423395445134576,0.8227951035223526,0.8403851004143471,0.8403851004143471
music,6,val_c,0.09290591942082191,0.19208167515899877,0.4863534860640145,0.0,0.3005050505050505,0.9840425531914893,0.8066884652076978,0.6422738018482699,0.790246998871755,0.790246998871755
music,6,val_d,0.09290591942082191,0.30486852382192137,0.4499627822347201,0.0,0.31553030303030294,0.9820288753799393,0.7575731816420953,0.6487795892051211,0.7466938223983979,0.7466938223983979
music,7,val_a,0.08959262278573267,0.2103804812734779,0.4863534860640145,0.0,0.23438552188552186,0.9868920972644376,0.7975390621504581,0.6106388095749797,0.7788490368929103,0.7788490368929103
music,7,val_b,0.08959262278573267,0.14389233954451344,0.41666666666666663,0.0,0.5121674876847291,0.9969924812030075,0.84472049689441,0.7545799844438683,0.8357064456493558,0.8357064456493558
music,7,val_c,0.08959262278573267,0.2103804812734779,0.46815813414936724,0.0,0.20345117845117844,0.9861702127659575,0.8011781325333875,0.5948106956085679,0.7805413888409055,0.7805413888409055
music,7,val_d,0.08959262278573267,0.2987689217837617,0.4499627822347201,0.0,0.2136784511784512,0.9814209726443769,0.7606229826611751,0.597549711911414,0.7443156555861989,0.7443156555861989
music,8,val_a,0.08586830594416323,0.24087849146427642,0.46815813414936724,0.0,0.3317760942760943,0.9870440729483283,0.7859291274379883,0.6594100836122113,0.7732772230554106,0.7732772230554106
music,8,val_b,0.08586830594416323,0.1810731538992409,0.4119047619047619,0.0,0.7038423645320198,0.9976369495166488,0.8270824706694271,0.8507396570243343,0.8294481893049178,0.8294481893049178
music,8,val_c,0.08586830594416323,0.24087849146427642,0.46815813414936724,0.0,0.3232744107744107,0.9859042553191489,0.7859291274379883,0.6545893330467798,0.7727951479988675,0.7727951479988675
music,8,val_d,0.08586830594416323,0.2987689217837617,0.45906045819204366,0.0,0.3332491582491582,0.983016717325228,0.7588034474697104,0.6581329377871931,0.7487363965014586,0.7487363965014586
music,9,val_a,0.08264566379888304,0.24697809350243616,0.4499627822347201,0.0,0.32365319865319864,0.9865881458966564,0.7865183968018379,0.6551206722749275,0.773378624349147,0.773378624349147
music,9,val_b,0.08264566379888304,0.20263975155279504,0.38809523809523805,0.0,0.6927093596059113,0.9981740064446831,0.821061076604555,0.8454416830252972,0.8234991372466293,0.8234991372466293
music,9,val_c,0.08264566379888304,0.25607170751664377,0.4317674303200728,0.0,0.323989898989899,0.9854863221884499,0.7856106601776636,0.6547381105891744,0.7725234052188147,0.7725234052188147
music,9,val_d,0.08264566379888304,0.2987689217837617,0.45906045819204366,0.0,0.33749999999999997,0.9833206686930092,0.7588034474697104,0.6604103343465045,0.7489641361573898,0.7489641361573898
music,10,val_a,0.08360300444323442,0.24697809350243616,0.4499627822347201,0.0,0.33484848484848484,0.9862841945288755,0.7865183968018379,0.6605663396886802,0.7739231910905222,0.7739231910905222
music,10,val_b,0.08360300444323442,0.20263975155279504,0.38809523809523805,0.0,0.7085714285714286,0.9979591836734694,0.821061076604555,0.853265306122449,0.8242814995563444,0.8242814995563444
music,10,val_c,0.08360300444323442,0.24087849146427642,0.4408651062773964,0.0,0.3349747474747475,0.985372340425532,0.7913877330123825,0.6601735439501397,0.7782663141061583,0.7782663141061583
music,10,val_d,0.08360300444323442,0.2865697177074423,0.4499627822347201,0.0,0.34187710437710433,0.983320668693009,0.7667225846993349,0.6625988865350567,0.7563102148829071,0.7563102148829071
