task,epoch,split,train_loss,file_eer,voice_eer,music_eer,voice_auc,music_auc,ads,cps,score,total
voice,6,val_d,0.5220338054772081,0.5396474132480381,0.4408651062773964,0.5155286865813182,0.9475589225589226,0.7889437689969605,0.4873446661461062,0.8682513457779415,0.5254353341092898,0.5254353341092898
voice,7,val_a,0.4975107641055666,0.3597649421653587,0.2318666776941527,0.786628733997155,0.9496632996632997,0.398822188449848,0.5377555731793436,0.6742427440565738,0.5514042902670666,0.5514042902670666
voice,7,val_b,0.4975107641055666,0.3573153899240856,0.2857142857142857,0.6888568896765618,0.9076354679802956,0.267937701396348,0.5575423809921315,0.5877865846883218,0.5605668013617506,0.5605668013617506
voice,7,val_c,0.4975107641055666,0.39636255439431695,0.2635844843271855,0.5533428165007113,0.9515572390572391,0.410676291793313,0.583098980987191,0.6811167654252761,0.5929007594309995,0.5929007594309995
voice,7,val_d,0.4975107641055666,0.4847509949046008,0.4226697543627491,0.6066856330014225,0.9531986531986532,0.41899696048632207,0.49108486177472305,0.6860978068424877,0.5105861562814995,0.5105861562814995
voice,8,val_a,0.49083329788569746,0.5579462193625172,0.2726821602845091,0.8133001422475106,0.9473484848484848,0.5704027355623101,0.4225004155875864,0.7588756102053975,0.4561379350493675,0.4561379350493675
voice,8,val_b,0.49083329788569746,0.5119910282953761,0.41666666666666663,0.6888568896765618,0.9249753694581281,0.5273899033297529,0.4540140856160101,0.7261826363939405,0.4812309406938031,0.4812309406938031
voice,8,val_c,0.49083329788569746,0.5640458214006769,0.29087751219915636,0.7288999525841631,0.9572390572390572,0.7342705167173253,0.4411316010845813,0.8457547869781913,0.48159391967394233,0.48159391967394233
voice,8,val_d,0.49083329788569746,0.5640458214006769,0.36365891985774546,0.6755571360834518,0.9572811447811447,0.7531534954407296,0.44257816450307697,0.8552173201109372,0.483842080063863,0.483842080063863
voice,9,val_a,0.48653697453696154,0.32926693197456025,0.22276900173682906,0.7444286391654813,0.952946127946128,0.3333586626139818,0.5674841419157096,0.6431523952800549,0.5750509672521441,0.5750509672521441
voice,9,val_b,0.48653697453696154,0.36809868875086266,0.2857142857142857,0.648094816127603,0.9250738916256158,0.18141783029001074,0.5643793536434307,0.5532458609578133,0.563266004374869,0.563266004374869
voice,9,val_c,0.48653697453696154,0.3780637482798378,0.2635844843271855,0.5644855381697487,0.9523569023569023,0.37686170212765957,0.5889055675437194,0.664609302242281,0.5964759410135755,0.5964759410135755
voice,9,val_d,0.48653697453696154,0.49085059694276045,0.41824497560168716,0.6110715979137031,0.951851851851852,0.4189209726443769,0.48760422703417144,0.6853864122481144,0.5073824455555658,0.5073824455555658
voice,10,val_a,0.4703055774343425,0.40856175847063636,0.22276900173682906,0.8244428639165482,0.9462542087542087,0.3542553191489362,0.5038324612423515,0.6502547639515724,0.5184746915132736,0.5184746915132736
voice,10,val_b,0.4703055774343425,0.43762939958592134,0.29761904761904756,0.703810367744794,0.9198522167487684,0.21305048335123522,0.5105183803597917,0.5664513500500018,0.5161116773288127,0.5161116773288127
voice,10,val_c,0.4703055774343425,0.4237549745230037,0.2544868083698618,0.6644144144144144,0.9542508417508417,0.4369680851063829,0.5379008267402015,0.6956094634286123,0.5536716904090425,0.5536716904090425
voice,10,val_d,0.4703055774343425,0.4969501989809202,0.4000496236870399,0.6488857278330963,0.9532407407407408,0.46618541033434646,0.4768492574222031,0.7097130755375436,0.5001356392337372,0.5001356392337372
