path,label,source,dataset,extension,augment,is_mix,sample_rate,duration,bytes_per_second,rms,silence_ratio,clipping_ratio,zcr,spectral_centroid,spectral_rolloff,spectral_flatness,high_frequency_ratio
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\1ead2a124768727b6ee3ddcfec2df7ad5f7087fa74ac0a49822d0028685f8731.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,22.14721088435374,88201.98670614688,0.0607835054397583,0.01334375,0.0,0.0577352771137049,1644.4518876377317,443.75,0.2762593507262791,0.0034794553379013512
C:\Users\lLrich\ai_voice_data_v13\raw\mlaad_tiny_matched\17e374042bbbbd7c23658b573bae910f292683f6d789947cf72c31f8e6f80d9e.wav,1,mlaad_tiny_matched,mlaad_tiny_matched,.wav,none,False,16000.0,9.04,32008.628318584073,0.09499596804380417,0.0391875,0.0,0.060782199721870656,1240.9230423432432,584.0,0.2876131401853187,0.0014659866086148884
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\8fc62737ca803d55e7510b227db75ccf13cafed03d54e9a2e4ba4670732e1753.mp3,1,sonics_official,sonics_official,.mp3,none,False,16000.0,223.96,5097.160207179853,0.20988936722278595,0.01684375,0.0,0.05851653932092689,2043.288426522677,67.25,0.27476224139799393,0.007230435919073832
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\406f0b9d85592684cfaa6f200ae0cafb463d6f31050def2e2997579f832253a3.mp3,1,sonics_official,sonics_official,.mp3,none,False,16000.0,223.4,4661.629364368845,0.1257740706205368,0.008359375,0.0,0.04862575977749652,1396.3758513073003,373.0,0.1510885911797638,0.002453218727282276
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\8dd9e582228f0433cb22a571cc8f72add4b2901ce0f2ecbf536e955447c32c9c.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,29.30639455782313,88201.50137881728,0.060615845024585724,0.025109375,0.0,0.09343895998374975,1950.1190606067253,1183.5,0.31230730656321787,0.022889046596447003
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\a8e48124d854b3ebe51d866f14a625c480a32680bd048691c547dd7b78d9d5ff.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,7.455,19690.945674044266,0.08625862002372742,0.0610625,0.0,0.10318911232988015,1150.9980544626967,598.25,0.2734440160730149,0.0016066879312596756
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\4c129f6cd95ba7df8b3e7bc05d8b5608f7fd2db9b50ebd53046269a768524380.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,6.585,16830.220197418374,0.042846567928791046,0.216453125,0.0,0.16745574149596087,1857.082869032551,584.5,0.402367554074172,0.00756546767008434
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\f492ba2cbe5e08cca665e537d03233af8c522bcfb1448eee55ead1558d74e817.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,7.3,21256.712328767124,0.06248439475893974,0.07746875,0.0,0.1953311770496414,2367.290371361237,2802.25,0.5427065853951439,0.020593528950217946
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\eb728567600f39832053569b7fd369a28b6fb8c1715d4498b88bde9bc21908b3.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,28.023197278911564,88201.57012776102,0.08367172628641129,0.011375,0.0,0.040266254160221254,1605.925702278203,235.0,0.3220738326992725,0.00342236783131207
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\6f1b17fd6f49f51075d84c3c5623aaed1db90716165b2086f73a464c7176f344.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,10.975,15826.059225512528,0.0482543520629406,0.272921875,0.0,0.15428366068219815,1602.6859042129388,1818.25,0.3038880450221782,0.0040495670473347095
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\5ab14d6e9d5ab560862fc6f29ccd5aa2194a784e67450cbed6ae31ed28fcfb04.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,32.26319727891156,88201.3637830008,0.01918773725628853,0.226078125,0.0,0.07587618556539946,2074.162098048982,474.75,0.3500931041112939,0.008432057215245268
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\f7c28e167dac8b39131506716d95270d373ac1c3639f6b4390cad0d42eb5352e.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,2.835,19487.477954144622,0.021844321861863136,0.483703125,0.0,0.12567383865372897,2053.26272162421,767.25,0.31290216867761383,0.03531580425085471
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\120d5955fae86806d16875b70b8dbbd6118ae78494c5f88aa8c45e615731c22b.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,35.88639455782313,88201.22609140712,0.076137974858284,0.053515625,0.0,0.07043860060313442,1516.382297030657,211.0,0.2922363267907896,0.002421142017453534
C:\Users\lLrich\ai_voice_data_v13\raw\mlaad_tiny_matched\881c8275233ab4525583b8ec44b19b96c55ae07cf9de15bc0acd14fb1986b477.wav,1,mlaad_tiny_matched,mlaad_tiny_matched,.wav,none,False,16000.0,10.0,32007.8,0.08781290054321289,0.089609375,0.0,0.1259550930483289,1341.7718579793864,592.5,0.22059253092809478,0.003792742114539534
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\4722f1cf639ec6ad0bb07c7ccb33899baf35deead63dcdbe0120900809db9852.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,2.59,17510.03861003861,0.024490034207701683,0.561421875,0.0,0.07629806715729934,1753.4755188224956,1250.0,0.41772160038670475,0.015245340368337234
C:\Users\lLrich\ai_voice_data_v13\raw\mlaad_tiny_matched\d7bcfe4768ebe7d153081d2d933676c933f5e61c340af5ef2ee5563265fa1ccf.wav,1,mlaad_tiny_matched,mlaad_tiny_matched,.wav,none,False,16000.0,9.8453125,32007.922551975877,0.03477911278605461,0.055578125,0.0,0.08739199049985157,1756.734016933581,670.75,0.36176302843776703,0.008056850024160301
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\1691284962c209b9b415c3a86dae974eeac67022bbde1f409d2e16a39057c5e0.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,7.955,19415.210559396604,0.06631016731262207,0.104171875,0.0,0.12979890310786105,1972.5717944764408,639.25,0.47944465560781296,0.022526134320929023
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\ad32deb91aab24e6119537411a5cb23ed1c018a2b840d5e26e5f2846b0f4aefd.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,3.22,19414.285714285714,0.03862140327692032,0.435421875,0.0,0.15409615775246488,3509.588218764106,4826.5,0.6579735796884771,0.30303796357352825
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\54d0b5d30a727ddbf3f9dbe18663063d6c55c979627ab6993fdede63f0a54cc0.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,22.32439909297052,88201.97093770887,0.14578409492969513,0.018359375,0.0,0.034297410897045265,1126.1015799050501,200.25,0.19044060094446996,0.0006272151847831574
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\f8757162bcea61d676520ca1f7dcfdc475b48a6352f673e4a487672107a3a5c0.mp3,1,sonics_official,sonics_official,.mp3,none,False,16000.0,187.88,4603.2786885245905,0.13787667453289032,0.005578125,0.0,0.12554883670057346,2228.565716153023,1110.5,0.2738642943307263,0.018201993306308374
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\748e5322d18701198538de865925005297d71cfd9bbfe060621de14619562919.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,10.095,19412.778603268944,0.05485804006457329,0.163875,0.0,0.20953452397693714,1768.4547137561228,1717.25,0.35263179987908644,0.00836208642272086
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\07e24afeec403d1e9d45057bb4997a4c3e2b038b9030158700568e3031a323ea.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,9.365,17604.484783769352,0.04509716480970383,0.24225,0.0,0.16500257816528383,1558.4051099201295,993.0,0.31973814238406,0.002715127438938709
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\39e9c77088fe6bc6e6c2fcfefd4da9bf18851b1bdad254ddbcdf47e584c655ac.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,13.92,16578.80747126437,0.06734414398670197,0.10771875,0.0,0.06678229347333552,837.6304289837426,548.75,0.16109206393217476,0.0004168037301712831
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\0a48c12a5c62becf45d2725ea18d570472420b52441a528401b0dd2d0202d83a.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,2.875,20548.869565217392,0.07876839488744736,0.396640625,0.0,0.08876701198456226,1434.2415109591154,963.75,0.2684001916183608,0.0028173013448071008
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\0efa642eafdd89c4ed2cb38d7d1e2278da045db3892103a843871950e344d6a1.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,7.345,19727.705922396188,0.061372995376586914,0.06246875,0.0,0.1310332973952718,1787.7013199482458,753.0,0.41809850695614287,0.012700703506257172
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\2a46c712fd19e788bf290d0cde422aac16f0cc2da8878e405837be9134f526e1.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,10.36,18720.55984555985,0.06507209688425064,0.038359375,0.0,0.1066266660416569,1228.4139284521189,592.25,0.2691499858189253,0.002089508584810574
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\39a86dd81ef6a0259f2915845794396df1f420956e31e99179a315f23a6c6ae2.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,9.81,17509.27624872579,0.06812676042318344,0.087484375,0.0,0.09475148049188269,1300.2553052697874,716.25,0.2851341892428928,0.002046853326172734
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\02ce64332baf9121b2ff08ea649383b02bfbb050965856ce4155e73cfeb38704.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,10.205,16710.63204311612,0.05348343774676323,0.2553125,0.0,0.10697042141283458,1524.0355329242834,1507.75,0.28362542864782164,0.001422097810569845
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\91e5f6c4b4488ca84f9209c223fee1d9952b5d8bd96fa3cfcbaa1434933ee4da.mp3,1,sonics_official,sonics_official,.mp3,none,False,16000.0,120.0,4562.1,0.12674684822559357,0.00734375,0.0,0.06367286988859201,1385.0111862195688,392.5,0.19460845016763054,0.004135352932383011
C:\Users\lLrich\ai_voice_data_v13\raw\mlaad_tiny_matched\b413267ace886df259f6b58925b8ae2e60baf3dd004a9899266d468b2d862723.wav,1,mlaad_tiny_matched,mlaad_tiny_matched,.wav,none,False,16000.0,11.2080625,32006.959275967634,0.09655968844890594,0.122421875,0.0,0.16081501273457396,2234.883369927003,844.0,0.5335973971113833,0.03796200941727848
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\df8a09c03de68835dd9a2ae83238ad5a1b59dacae615480402f6f2bd385d074d.mp3,1,sonics_official,sonics_official,.mp3,none,False,16000.0,171.16,4999.953260107502,0.19696196913719177,0.003703125,0.0,0.04557883716933077,1808.8501417831626,69.75,0.24936211989384421,0.0035633783978304343
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\0b7ea09a53ab1a042cd1abd9638b21d38162b6013ac0656d170729ac2ac6f4a2.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,5.035,19482.22442899702,0.09111184626817703,0.09521875,0.0,0.13825216019000297,1571.4761079469642,1013.75,0.33304618312017786,0.00463326488200626
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\158a42a533aca9d89d6e8999fd747f1f166e795e5efbd2bc7ce1c9be7c0a515a.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,25.94079365079365,88201.69617015548,0.017503635957837105,0.057609375,0.0,0.1450335161486898,2835.971485078908,1989.0,0.43124858102833047,0.06414049373637022
C:\Users\lLrich\ai_voice_data_v13\raw\mlaad_tiny_matched\c158c700a8a90ea56018c55cf0b871d7f8a727cb14effe426d16a263b9a8beaa.wav,0,mlaad_tiny_matched,mlaad_tiny_matched,.wav,none,False,16000.0,6.489875,32012.018721469984,0.03019658662378788,0.058140625,0.0,0.14881482523164424,2153.5899552336186,1104.0,0.4556871953889442,0.03429034985902657
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\0bb1eb0a80c3c9dce03a48b838da2367f75e095a086ceaeff948587fa80a4a86.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,3.78,20980.15873015873,0.03280339017510414,0.102625,0.0,0.16048688260754074,3194.655809113547,5361.25,0.6675414877177004,0.17661090990760636
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\2bcc479599713e00c934cdfd382e7f217438369cbf36ff6125ef0049a6761373.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,14.4,88203.05555555555,0.03965604677796364,0.07740625,0.0,0.047985124767574494,1061.9082966549524,414.25,0.19558143290026975,0.0008221180771002026
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\e11055dbac4dc042480e700e3e18d0be7fc7bbb3c37e047a8cd78565842d5411.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,2.15,20713.488372093023,0.023987997323274612,0.529828125,0.0,0.08767324489445148,2134.0346904644693,2026.5,0.5391164202661075,0.03269283256910967
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\5d44d12412c7ba07ab9f9ecc2f4de4fa0ed2967d562f7a915018d4a9ba7ef660.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,2.845,17183.831282952546,0.04473267123103142,0.505703125,0.0,0.05106329786402913,1057.1521040502848,550.5,0.23033792177692172,0.0015511542094858429
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\8c8f612a0a9f52bab9b8c10d490d10edfffa40fff86f09e4ff5e1b9faf766aae.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,20.531995464852606,88202.14299677181,0.11124997586011887,0.012421875,1.5625e-05,0.04559446241347521,1275.8492959612593,257.25,0.259393774748924,0.0020218676262961713
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\a5fd4e36a6d485af7acdfcedbf7d3f4813da15de709d5d21baf40d0671909466.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,7.64,19171.465968586388,0.08050598204135895,0.082515625,0.0,0.14697104642260037,2062.7063879149987,520.0,0.4725473349612868,0.017846183634222714
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\527875db0c807be2afedd667a1363f5e516edde35bf9a023bd78071184cc06cd.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,6.625,16782.79245283019,0.06466714292764664,0.2045625,0.0,0.10007968874513665,1330.4824056931116,652.25,0.2978854030171928,0.002054628789389493
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\2917f52105198d3e877bb3dfa328b86a1cf698439e53c1d4d5d5e54e999023f2.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,11.155,19102.554908112954,0.05440402030944824,0.029765625,0.0,0.06406350099220301,1623.2221489186115,1051.5,0.3827705719917577,0.010009799521188746
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\d21aab543c47141f0693eb569c8868aeb96abdfa34954f005f1ecd3c23f0a6a3.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,4.835,18885.00517063082,0.04420541599392891,0.077796875,0.0,0.13993968655760247,1651.9973975779778,1091.75,0.37484133247342455,0.005104696208399523
C:\Users\lLrich\ai_voice_data_v13\raw\mlaad_tiny_matched\5a2662ff76555888a1b9d434f62d8350881fb2e4a50ad017a241175135104361.wav,1,mlaad_tiny_matched,mlaad_tiny_matched,.wav,none,False,16000.0,4.0,32019.5,0.0961577445268631,0.036609375,0.0,0.0646885107579806,1017.3817146252746,587.0,0.22983086336695602,0.0011026926391262861
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\a985eead71c85bcb368cef98e0cd9d80fafa7c74ba38a95d1de1609bb3e9a9cb.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,5.73,17078.883071553228,0.07912860065698624,0.154296875,0.0,0.0902357849341396,1433.080306663533,314.75,0.3681791941296566,0.005443671935392486
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\7ee6c569239e4ba12d2ef33dd942fa8d6535cdda436c5cfc8b5ac2338f649e85.mp3,1,sonics_official,sonics_official,.mp3,none,False,16000.0,174.28,4596.052329584577,0.1544140875339508,0.00446875,0.0,0.08601696901514086,2116.2755968515303,311.5,0.2750966941737941,0.014089569137161553
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\dc7a848d1ec7e995c0379eb93ce4933c0c9d97903a6431e10e718b98c5dd13e8.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,24.93199546485261,88201.76480057772,0.05528613179922104,0.0265,0.0,0.07559493117079955,1678.1462715378393,1116.75,0.2446901428228592,0.0033368123061114714
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\d222e019f95dcc47380a6a5577dac4bb00de8573fafd2efc5f5bbf5e08183f58.wav,0,guitarset_mic,guitarset_mic,.wav,none,False,44100.0,32.26319727891156,88201.3637830008,0.06320057064294815,0.049578125,0.0,0.045469460460319695,1028.6097347680009,247.75,0.18144753676224423,0.00033046466761635037
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\787f22668ee0ea7853fbe69a025b4497e6a3c229958e998af0a8b3cd81c34df9.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,3.08,21146.428571428572,0.04688354581594467,0.290640625,0.0,0.11487679494992109,2152.4633821292537,2251.25,0.49323120210223254,0.026753243286912518
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\378c8f10b2ba6764f34d9588ac099476689dbe7e5312d9eb1f97019c288ef48a.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,2.32,21019.396551724138,0.04154610633850098,0.580625,0.0,0.12261129080141878,1993.607768922203,2079.0,0.39008492295041436,0.011572516462661645
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\43e88adcc1655c806d36e4e39abec00503120dc2b4dd9c3a06b5aa08734a8085.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,3.6,22341.388888888887,0.12333901226520538,0.192765625,0.0,0.15892435819309678,1446.7105839070614,625.0,0.29912019571815535,0.0021038143796813145
C:\Users\lLrich\ai_voice_data_v13\raw\librispeech_dev\95eb0d408f2f4275bd44995e2202b1b1377ac00538662d5cae509de32e9d353f.flac,0,librispeech_dev,librispeech_dev,.flac,none,False,16000.0,7.375,20659.254237288136,0.0906994640827179,0.045265625,0.0,0.08314192409256395,1448.3542299269059,582.0,0.3367065675565713,0.006275003092065331
