split,path,label,voice_present,music_present,source,generator,high_ratio_db,low_ratio_db,rolloff95_hz,rms_db
val_a,data/raw/gtzan_unique_v2/pop.00085.wav,0,0,1,gtzan_real_v2,GTZAN_genre_7,-9.626206479104649,3.9062156319391046,2960.9375,-13.189544
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,0,0,1,fake_music_generated,MusicGen,-29.682060137719862,-41.976757791635734,984.375,-10.942222
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,1,1,1,split_internal_mix,mix::WF6::MusicGen,-10.939616144877766,-14.394238142248632,6375.0,-26.801441
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0186_WF4_2.wav,1,1,0,wavefake_ajay,WF4,-7.244858108438549,-10.80394336977424,6718.75,-24.578016
val_a,data/raw/gtzan_unique_v2/jazz.00050.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-12.932036825513384,6.30896611530396,1562.5,-14.472732
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0248.wav|data/raw/gtzan_unique_v2/pop.00028.wav,1,1,1,split_internal_mix,mix::WF6::GTZAN_genre_7,-11.258181324329984,-8.864287433208096,5648.4375,-36.16901
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0045.flac|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-13.844063354909782,-3.021994933060028,1476.5625,-38.204067
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0007.flac|data/raw/gtzan_unique_v2/country.00069.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,-12.337153537731524,4.561335421239758,1570.3125,-28.496094
val_a,data/raw/gtzan_unique_v2/hiphop.00075.wav,0,0,1,gtzan_real_v2,GTZAN_genre_4,-6.665467921045446,7.846943659311314,2265.625,-12.860365
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac|data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,0,1,1,split_internal_mix,mix::bonafide::MusicGen,-24.976253795236612,-11.68729598949267,1554.6875,-13.913946
val_a,data/raw/gtzan_unique_v2/classical.00028.wav,0,0,1,gtzan_real_v2,GTZAN_genre_1,-21.19076927484311,-5.325804495397861,1945.3125,-24.577044
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac,0,1,0,asvspoof2019,bonafide,-17.315113158254523,1.404056249896746,1101.5625,-19.234768
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0039.flac|data/raw/gtzan_unique_v2/jazz.00012.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_5,-14.931968421126998,-3.1520375233408564,2101.5625,-40.80974
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0296.wav,0,0,1,fake_music_generated,MusicGen,-32.964174750094465,-44.75618201507622,976.5625,-9.72843
val_a,data/raw/gtzan_unique_v2/reggae.00048.wav,0,0,1,gtzan_real_v2,GTZAN_genre_8,-7.116953859427588,3.114860614870834,4101.5625,-17.797386
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0090.wav,0,0,1,fake_music_generated,MusicGen,-27.202167352380776,-39.31810075855417,1328.125,-11.29801
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-12.871459302617321,0.5289465818385777,2687.5,-43.01765
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0001.flac|data/raw/gtzan_unique_v2/country.00040.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,-16.83775658862334,-7.479485149347078,1210.9375,-24.986526
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1600066.flac|data/raw/gtzan_unique_v2/disco.00066.wav,1,1,1,split_internal_mix,mix::A01::GTZAN_genre_3,-16.11028261410243,-3.90848615305519,2492.1875,-32.9439
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0009.flac,0,1,0,librispeech_dev,LibriSpeech,-14.84989434512373,-8.681882337538324,3234.375,-30.095432
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0028.flac|data/raw/gtzan_unique_v2/reggae.00011.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,-13.40697014345023,-1.0828026458115165,1695.3125,-29.602499
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5034418.flac,0,1,0,asvspoof2019,bonafide,-12.136595386021336,-4.738427342774453,3515.625,-17.88953
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data/raw/gtzan_unique_v2/jazz.00012.wav,1,1,1,split_internal_mix,mix::WF6::GTZAN_genre_5,-12.83098741113655,-4.444227654596528,2468.75,-20.77398
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0268_WF2_1.wav,1,1,0,wavefake_ajay,WF2,-8.3633688864702,-7.679482117446955,6593.75,-24.028646
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2059429.flac|data/raw/gtzan_unique_v2/blues.00074.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_0,-10.608033680500666,-3.9692684846558457,3875.0,-29.819008
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac,0,1,0,librispeech_dev,LibriSpeech,-25.351579721921702,-13.52964645959894,2304.6875,-24.349527
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_1272-128104-0000.flac,0,1,0,librispeech_dev,LibriSpeech,-6.789616880981083,-1.7687125640899037,6210.9375,-24.160845
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,1,1,1,split_internal_mix,mix::WF4::MusicGen,-24.208404622975912,-25.001567511559845,1398.4375,-18.603476
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0040.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-14.486773388042227,-5.1512116402990955,1140.625,-28.785107
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0017.flac|data/raw/gtzan_unique_v2/hiphop.00001.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_4,-12.426175394063655,1.2035295375103388,3125.0,-27.262285
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61943-0002.flac,0,1,0,librispeech_dev,LibriSpeech,-20.974032530425575,-11.30388160688944,1765.625,-26.668215
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-25.246153326465475,-17.179353953858627,1445.3125,-28.090134
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1229215.flac|data/raw/gtzan_unique_v2/hiphop.00001.wav,1,1,1,split_internal_mix,mix::A01::GTZAN_genre_4,-7.473123284618362,6.139923355011263,3539.0625,-23.792126
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0269_WF2_1.wav,1,1,0,wavefake_ajay,WF2,-1.3203808130791241,-9.273423815048284,7429.6875,-23.623241
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac,0,1,0,librispeech_dev,LibriSpeech,-19.636002162830643,-6.862248830903866,1148.4375,-32.303547
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0048.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,1,split_internal_mix,mix::WF1::MusicGen,-11.686336715098482,-14.51845234993187,4773.4375,-20.586222
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac|data\raw\fake_music_generated\fake_music_MusicGen_0090.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-25.430419572405544,-13.753768439367441,2265.625,-28.155401
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0000.flac,0,1,0,librispeech_dev,LibriSpeech,-22.26592684278005,-5.170947169333104,1812.5,-26.015972
val_a,data/raw/gtzan_unique_v2/jazz.00041.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-12.402826923785796,-4.658170218239502,3609.375,-19.712013
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/disco.00059.wav,0,1,1,split_internal_mix,mix::bonafide::GTZAN_genre_3,-13.961177498077808,-2.8837927140619666,2476.5625,-16.386593
val_a,data/raw/gtzan_unique_v2/classical.00024.wav,0,0,1,gtzan_real_v2,GTZAN_genre_1,-25.80584742845548,-4.011487714997775,1421.875,-23.244785
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3132363.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,1,1,1,split_internal_mix,mix::A02::MusicGen,-26.67752941605289,-21.14760659317948,1562.5,-12.534979
val_a,data/raw/gtzan_unique_v2/disco.00058.wav,0,0,1,gtzan_real_v2,GTZAN_genre_3,-9.872935353550481,2.518191542521609,3492.1875,-17.575666
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/jazz.00008.wav,1,1,1,split_internal_mix,mix::WF1::GTZAN_genre_5,-6.9240460813662095,-4.573104169029363,6593.75,-25.24781
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0156.wav|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,1,1,1,split_internal_mix,mix::WF2::MusicGen,-9.198926174355984,-13.087138257206437,5859.375,-27.95685
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0044.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-13.785904140395813,-1.564894087785139,1656.25,-20.921146
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9012332.flac|data\raw\fake_music_generated\fake_music_MusicGen_0170.wav,1,1,1,split_internal_mix,mix::A02::MusicGen,-18.655223954181395,9.221170033529752,664.0625,-8.882695
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5405802.flac|data/raw/gtzan_unique_v2/disco.00058.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_3,-9.872935355607147,2.518191544270087,3492.1875,-18.00875
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0361.wav,0,1,0,wavefake_ajay,R,-7.000884522673889,-7.616480910872565,6687.5,-24.843767
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,0,0,1,fake_music_generated,MusicGen,-31.07467157026932,-42.700053679224645,671.875,-9.971701
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0026.flac|data/raw/gtzan_unique_v2/hiphop.00056.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_4,-20.034550852132394,-0.9736010082810709,1390.625,-22.98773
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0019.flac|data/raw/gtzan_unique_v2/rock.00041.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,-14.003253437850276,-2.4172390844620866,2789.0625,-25.810772
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5305063.flac|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,1,1,1,split_internal_mix,mix::A02::MusicGen,-19.814458528719644,-6.0061863859096,1171.875,-16.154562
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0011.flac,0,1,0,librispeech_dev,LibriSpeech,-22.21525478985499,-16.261226382442132,1664.0625,-25.516064
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7070941.flac|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,1,split_internal_mix,mix::A02::MusicGen,-21.187413683533496,-8.29015390713017,2171.875,-30.50077
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0033.flac,0,1,0,librispeech_dev,LibriSpeech,-11.887446148766251,-5.524812120499628,3156.25,-23.24052
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3029173.flac,1,1,0,asvspoof2019,A01,-17.47319948258941,-3.446104757622116,2335.9375,-20.12939
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0071.wav,1,1,0,wavefake_ajay,WF5,-6.1153247403094815,-13.445394779325197,6992.1875,-26.054289
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0026.flac,0,1,0,librispeech_dev,LibriSpeech,-10.63836719657785,-1.2436012841233637,2546.875,-24.762947
val_a,data/raw/gtzan_unique_v2/classical.00089.wav,0,0,1,gtzan_real_v2,GTZAN_genre_1,-14.062951934816063,-8.070095037270395,3343.75,-27.730236
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0009.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-22.588150417960627,-18.341340452939694,781.25,-22.286564
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0010.flac|data/raw/gtzan_unique_v2/reggae.00011.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,-19.92979661168698,-3.289703876969919,2703.125,-28.64397
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-17.886043199933347,-11.337126105827329,585.9375,-14.557691
val_a,data/raw/gtzan_unique_v2/jazz.00089.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-24.232215969831728,0.41247373089035133,2203.125,-27.71178
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav|data/raw/gtzan_unique_v2/jazz.00011.wav,1,1,1,split_internal_mix,mix::WF6::GTZAN_genre_5,-8.198628951160984,-7.104269017781305,7062.5,-30.264338
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3147515.flac,1,1,0,asvspoof2019,A02,-15.772636319949925,-4.192821525757696,2546.875,-20.978344
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,0,0,1,fake_music_generated,MusicGen,-24.155135451650995,-35.7083873159917,1171.875,-9.731832
val_a,data/raw/gtzan_unique_v2/jazz.00012.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-18.740276709740943,-1.1581494042659422,2093.75,-27.746807
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6992206.flac,1,1,0,asvspoof2019,A01,-22.589308726098295,-3.1557099137292166,1929.6875,-17.52106
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/classical.00031.wav,1,1,1,split_internal_mix,mix::WF1::GTZAN_genre_1,-23.998015806721455,-3.5379469072066034,945.3125,-19.121946
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-19.149664684589897,-11.352456229640648,1828.125,-27.004997
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac|data/raw/gtzan_unique_v2/rock.00042.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,-10.754523930796099,-0.4346863999884818,3453.125,-22.02698
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,0,0,1,fake_music_generated,MusicGen,-25.91646622596133,-31.860226629195342,789.0625,-10.305702
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0174.wav,0,0,1,fake_music_generated,MusicGen,-30.197800327026677,-41.645612366803405,1562.5,-10.859927
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0005.flac|data/raw/gtzan_unique_v2/country.00023.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,-21.70855492689302,1.5332216984378153,1375.0,-19.27549
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,0,0,1,fake_music_generated,MusicGen,-22.880343752819734,-34.55699819795716,585.9375,-9.711112
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav,1,1,0,wavefake_ajay,WF6,-7.976073046359444,-7.5765923109398745,7078.125,-25.746977
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav,1,1,0,wavefake_ajay,WF1,-8.41625430731533,-11.082092922550547,6851.5625,-25.411045
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,0,0,1,fake_music_generated,MusicGen,-26.14571525277008,-38.03099991694503,593.75,-8.8470955
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6193190.flac|data/raw/gtzan_unique_v2/reggae.00036.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_8,-11.034326503419328,7.89156913895604,1101.5625,-22.726
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,0,0,1,fake_music_generated,MusicGen,-25.08619346979732,-37.02034408093986,1390.625,-11.863376
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2572311.flac|data/raw/gtzan_unique_v2/pop.00018.wav,0,1,1,split_internal_mix,mix::bonafide::GTZAN_genre_7,-18.54085132554673,-2.9553351549537172,2125.0,-28.947126
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,1,1,1,split_internal_mix,mix::WF1::MusicGen,-21.051751939207733,-24.235655460909207,984.375,-18.14881
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2960848.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_8,-14.329577840799658,1.167336680337941,2179.6875,-20.935322
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0140.wav|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,1,split_internal_mix,mix::WF1::MusicGen,-10.954680812989572,-12.68934340185675,5953.125,-30.580326
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8727197.flac|data/raw/gtzan_unique_v2/country.00061.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_2,-11.34177072389786,3.738813174048345,1328.125,-20.959185
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0094.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,0,1,1,split_internal_mix,mix::R::MusicGen,-10.64387268606757,-10.067641457766111,5390.625,-23.698442
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8813506.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,1,1,1,split_internal_mix,mix::A01::MusicGen,-14.629713269070306,-1.0308844151118663,2093.75,-29.888058
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0005.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,1,1,1,split_internal_mix,mix::WF4::GTZAN_genre_5,-8.475211582719478,-8.96993013743083,6609.375,-33.56458
val_a,data/raw/gtzan_unique_v2/hiphop.00056.wav,0,0,1,gtzan_real_v2,GTZAN_genre_4,-6.718502479543278,9.295394217679965,2046.875,-15.335672
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8707664.flac,1,1,0,asvspoof2019,A02,-13.943543578507002,1.0099211405307575,1281.25,-17.733286
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data/raw/gtzan_unique_v2/country.00076.wav,1,1,1,split_internal_mix,mix::A01::GTZAN_genre_2,-14.532043999950371,-4.431213511857253,2953.125,-19.592796
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,1,split_internal_mix,mix::WF4::MusicGen,-18.29985827145354,-19.480628612728278,1390.625,-15.793463
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,0,0,1,fake_music_generated,MusicGen,-31.946884854238135,-43.36000528295365,1195.3125,-9.809439
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0280.wav,1,1,0,wavefake_ajay,WF4,-6.908253882182303,-10.548306761767508,7367.1875,-25.312187
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1345489.flac,1,1,0,asvspoof2019,A02,-15.814346753889858,-3.5020739994291312,2960.9375,-24.462013
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0275.wav,1,1,0,wavefake_ajay,WF1,-9.041747161969061,-7.957909119577119,6132.8125,-25.147099
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-13.537219044736915,-0.26851171515549854,2640.625,-42.549435
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/blues.00007.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_0,-14.363269153002134,0.8699216923184867,2414.0625,-17.820131
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2415895.flac,1,1,0,asvspoof2019,A02,-13.623904329752982,-2.747903896066396,3156.25,-20.110107
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data/raw/gtzan_unique_v2/country.00040.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,-11.293536732687484,0.9112298545129,3164.0625,-48.980156
val_a,data/raw/gtzan_unique_v2/jazz.00083.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-6.526387996795529,3.244633879704782,4625.0,-21.921795
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2248914.flac|data\raw\fake_music_generated\fake_music_MusicGen_0174.wav,1,1,1,split_internal_mix,mix::A01::MusicGen,-21.592786504321843,-7.233804761598909,1562.5,-25.297213
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data/raw/gtzan_unique_v2/pop.00085.wav,1,1,1,split_internal_mix,mix::WF6::GTZAN_genre_7,-10.276787758274143,-6.150701332858626,6156.25,-23.81058
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61943-0000.flac,0,1,0,librispeech_dev,LibriSpeech,-15.764004933534906,-8.896599685956627,2218.75,-24.627506
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,0,0,1,fake_music_generated,MusicGen,-26.734234604592334,-39.110187821762324,1554.6875,-12.00491
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,0,0,1,fake_music_generated,MusicGen,-32.47402599139625,-44.97119012908638,1398.4375,-9.610108
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-25.055964974521242,-8.129987217470347,1039.0625,-17.741806
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0001.flac|data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-24.73967064656218,-15.656976808109846,671.875,-15.194902
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7333217.flac|data\raw\fake_music_generated\fake_music_MusicGen_0066.wav,1,1,1,split_internal_mix,mix::A01::MusicGen,-21.15921791837351,-4.294527108543436,1804.6875,-18.68927
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav|data/raw/gtzan_unique_v2/blues.00092.wav,1,1,1,split_internal_mix,mix::WF1::GTZAN_genre_0,-15.394466809446117,8.537065755067884,570.3125,-41.364895
